id,total_pop,white_population,african_american_pop,american_indian_alaska_native_pop,asian_pop,hawaiin_other_pacific_pop,other_race,two_or_more_races,County,State,Location
0500000US36067,465398.0,369735.0,53626.0,1768.0,19377.0,114.0,3844.0,16934.0,Onondaga, New York,"(43.065629, -76.168033)"
0500000US36069,109899.0,100665.0,2438.0,471.0,1497.0,0.0,2413.0,2415.0,Ontario, New York,"(42.894571, -77.252045)"
0500000US36071,382226.0,283643.0,42896.0,1488.0,9694.0,396.0,31864.0,12245.0,Orange, New York,"(41.422459, -74.241929)"
0500000US36073,40983.0,35812.0,2429.0,138.0,182.0,0.0,1295.0,1127.0,Orleans, New York,"(43.248394, -78.218438)"
0500000US36081,2358582.0,885312.0,427999.0,9181.0,617230.0,1286.0,339412.0,78162.0,Queens, New York,"(40.749338, -73.789673)"
0500000US36075,118478.0,113066.0,1266.0,231.0,914.0,0.0,477.0,2524.0,Oswego, New York,"(43.39123, -76.31133)"
0500000US36077,60094.0,55688.0,1472.0,80.0,821.0,0.0,714.0,1319.0,Otsego, New York,"(42.564852, -75.060334)"
0500000US36079,99323.0,87125.0,2522.0,0.0,1919.0,38.0,4058.0,3661.0,Putnam, New York,"(41.41131, -73.717443)"
0500000US36083,159722.0,136267.0,9860.0,85.0,4503.0,112.0,2222.0,6673.0,Rensselaer, New York,"(42.70098, -73.628669)"
0500000US36085,479458.0,351632.0,51411.0,1019.0,45761.0,0.0,20230.0,9405.0,Richmond, New York,"(40.566763, -74.148102)"
0500000US36087,328868.0,240807.0,40540.0,581.0,20214.0,0.0,17857.0,8869.0,Rockland, New York,"(41.127287, -74.017033)"
0500000US36089,109623.0,101455.0,3441.0,462.0,1272.0,113.0,1579.0,1301.0,St. Lawrence, New York,"(44.689468, -75.242045)"
0500000US36091,229869.0,212327.0,4587.0,723.0,6840.0,0.0,919.0,4473.0,Saratoga, New York,"(43.00894, -73.786779)"
0500000US36093,155565.0,121077.0,17374.0,306.0,7695.0,0.0,4130.0,4983.0,Schenectady, New York,"(42.809233, -73.946838)"
0500000US36095,31420.0,29926.0,591.0,223.0,194.0,0.0,263.0,223.0,Schoharie, New York,"(42.643426, -74.434606)"
0500000US36099,34498.0,31412.0,2091.0,109.0,24.0,0.0,363.0,499.0,Seneca, New York,"(42.833627, -76.82753)"
0500000US36101,96281.0,91448.0,1771.0,138.0,1377.0,0.0,303.0,1244.0,Steuben, New York,"(42.270053, -77.324618)"
0500000US36103,1492953.0,1205031.0,124579.0,3142.0,59720.0,77.0,67447.0,32957.0,Suffolk, New York,"(40.820237, -73.119032)"
0500000US36105,75485.0,59475.0,7564.0,166.0,1323.0,0.0,4800.0,2157.0,Sullivan, New York,"(41.705166, -74.711705)"
0500000US36109,104802.0,84625.0,3779.0,38.0,11486.0,104.0,864.0,3906.0,Tompkins, New York,"(42.461024, -76.478784)"
0500000US36111,179417.0,150195.0,10147.0,617.0,4370.0,0.0,6207.0,7881.0,Ulster, New York,"(41.848374, -74.099412)"
0500000US36113,64532.0,61580.0,898.0,66.0,564.0,0.0,146.0,1278.0,Warren, New York,"(43.403024, -73.716044)"
0500000US36115,61620.0,57330.0,1985.0,4.0,438.0,0.0,487.0,1376.0,Washington, New York,"(43.289513, -73.454761)"
0500000US36117,90670.0,84050.0,2736.0,182.0,567.0,0.0,1002.0,2133.0,Wayne, New York,"(43.144336, -77.117995)"
0500000US36119,980244.0,617675.0,144432.0,4863.0,61126.0,555.0,124352.0,27241.0,Westchester, New York,"(41.039278, -73.805386)"
0500000US36123,24955.0,23741.0,473.0,13.0,161.0,0.0,225.0,342.0,Yates, New York,"(42.634338, -77.078311)"
