id,total_pop,white_population,african_american_pop,american_indian_alaska_native_pop,asian_pop,hawaiin_other_pacific_pop,other_race,two_or_more_races,County,State,Location
0500000US36061,1628701.0,904573.0,236356.0,12359.0,200213.0,916.0,193696.0,80588.0,New York, New York,"(40.726966, -74.005966)"
0500000US36063,210433.0,183349.0,15579.0,1496.0,2791.0,0.0,1587.0,5631.0,Niagara, New York,"(43.134634, -78.856419)"
0500000US36065,229577.0,195773.0,15517.0,580.0,9806.0,0.0,2982.0,4919.0,Oneida, New York,"(43.149482, -75.361773)"
0500000US36067,461809.0,367730.0,55880.0,3251.0,15963.0,74.0,3690.0,15221.0,Onondaga, New York,"(43.065629, -76.168033)"
0500000US36069,109864.0,101177.0,2638.0,230.0,1317.0,0.0,2118.0,2384.0,Ontario, New York,"(42.894571, -77.252045)"
0500000US36071,381951.0,279314.0,43050.0,797.0,10935.0,403.0,31422.0,16030.0,Orange, New York,"(41.422459, -74.241929)"
0500000US36073,40612.0,35657.0,2080.0,320.0,661.0,0.0,1289.0,605.0,Orleans, New York,"(43.248394, -78.218438)"
0500000US36075,117898.0,112120.0,1609.0,158.0,971.0,31.0,667.0,2342.0,Oswego, New York,"(43.39123, -76.31133)"
0500000US36077,59749.0,55593.0,1417.0,43.0,771.0,0.0,340.0,1585.0,Otsego, New York,"(42.564852, -75.060334)"
0500000US36079,98892.0,83229.0,3496.0,164.0,1949.0,0.0,8379.0,1675.0,Putnam, New York,"(41.41131, -73.717443)"
0500000US36081,2278906.0,848180.0,419389.0,10219.0,588677.0,822.0,325379.0,86240.0,Queens, New York,"(40.749338, -73.789673)"
0500000US36083,159442.0,136797.0,10611.0,192.0,4342.0,0.0,1114.0,6386.0,Rensselaer, New York,"(42.70098, -73.628669)"
0500000US36085,476179.0,347986.0,47098.0,451.0,48714.0,197.0,19649.0,12084.0,Richmond, New York,"(40.566763, -74.148102)"
0500000US36087,325695.0,233051.0,38958.0,377.0,19660.0,0.0,23189.0,10460.0,Rockland, New York,"(41.127287, -74.017033)"
0500000US36089,108047.0,99965.0,3066.0,841.0,1028.0,262.0,1470.0,1415.0,St. Lawrence, New York,"(44.689468, -75.242045)"
0500000US36091,230163.0,212657.0,4948.0,554.0,6005.0,0.0,1697.0,4302.0,Saratoga, New York,"(43.00894, -73.786779)"
0500000US36093,155350.0,118937.0,15413.0,1502.0,7111.0,220.0,4065.0,8102.0,Schenectady, New York,"(42.809233, -73.946838)"
0500000US36095,31097.0,29523.0,845.0,0.0,308.0,0.0,212.0,209.0,Schoharie, New York,"(42.643426, -74.434606)"
0500000US36099,34300.0,30994.0,1964.0,186.0,180.0,0.0,390.0,586.0,Seneca, New York,"(42.833627, -76.82753)"
0500000US36101,95796.0,90696.0,1347.0,37.0,1564.0,0.0,507.0,1645.0,Steuben, New York,"(42.270053, -77.324618)"
0500000US36103,1481093.0,1206349.0,116010.0,5501.0,59485.0,232.0,57155.0,36361.0,Suffolk, New York,"(40.820237, -73.119032)"
0500000US36105,75498.0,61078.0,6663.0,312.0,1321.0,0.0,3860.0,2264.0,Sullivan, New York,"(41.705166, -74.711705)"
0500000US36107,48560.0,46751.0,264.0,542.0,294.0,39.0,0.0,670.0,Tioga, New York,"(42.120252, -76.29595)"
0500000US36109,102793.0,81512.0,4703.0,196.0,10518.0,0.0,2601.0,3263.0,Tompkins, New York,"(42.461024, -76.478784)"
0500000US36111,178599.0,149143.0,10718.0,503.0,3026.0,0.0,5113.0,10096.0,Ulster, New York,"(41.848374, -74.099412)"
0500000US36113,64265.0,61403.0,827.0,208.0,1259.0,0.0,199.0,369.0,Warren, New York,"(43.403024, -73.716044)"
0500000US36115,61197.0,57372.0,1630.0,246.0,435.0,0.0,455.0,1059.0,Washington, New York,"(43.289513, -73.454761)"
0500000US36117,90064.0,84119.0,2042.0,7.0,640.0,0.0,886.0,2370.0,Wayne, New York,"(43.144336, -77.117995)"
0500000US36119,967612.0,610737.0,143734.0,2677.0,58946.0,223.0,121999.0,29296.0,Westchester, New York,"(41.039278, -73.805386)"
0500000US36121,40085.0,37949.0,828.0,51.0,35.0,0.0,776.0,446.0,Wyoming, New York,"(42.723641, -78.204473)"
