id,Geographic Area Name,Total population,Margin of Error Total population,White Percentage,Margin of Error White Percentage,Black Percentage,Margin of Error Black Percentage,Native Percentage,Margin of Error Native Percentage,Asian Percentage,Margin of Error Asian Percentage,Islander Percentage,Margin of Error Islander Percentage,Other Percentage,Margin of Error Other Percentage,Mixed Percentage,Margin of Error Mixed Percentage,Latino Total Percentage,Margin of Error Latino Total Percentage,White Alone Percentage,Margin of Error White Alone Percentage,Mean Income Total,Margin of Error Mean Income Total,Mean Income White,Margin of Error Mean Income White,Mean Income Black,Margin of Error Mean Income Black,Mean Income Native,Margin of Error Mean Income Native,Mean Income Asian,Margin of Error Mean Income Asian,Mean Income Islander,Margin of Error Mean Income Islander,Mean Income Other,Margin of Error Mean Income Other,Mean Income Mixed,Margin of Error Mean Income Mixed,Mean Income Latino Total,Margin of Error Mean Income Latino Total,Mean Income White Alone,Margin of Error Mean Income White Alone
0500000US36045,Jefferson,120262,*****,87.1,0.9,6.1,1,0.2,0.1,1.2,0.4,0.2,0.2,1.5,0.6,3.7,0.8,6.7,*****,83.3,0.2,22544,1036,23220,1039,17381,4003,N,N,22211,13159,N,N,16253,4335,16003,6556,14118,2516,23659,1072
0500000US36047,Kings,2565635,*****,44,0.4,34.1,0.3,0.3,0.1,11,0.1,0,0.1,8.3,0.4,2.2,0.2,19.8,*****,35.6,0.1,24190,384,30529,796,20165,494,13305,3525,19636,1023,N,N,14621,831,20728,3360,16366,619,33458,920
0500000US36051,Livingston,64810,*****,93.1,0.5,2.9,0.8,0.1,0.2,1,0.6,0,0.2,0.8,0.3,2,0.9,3,*****,91.5,0.3,22837,1005,23849,1087,7249,3291,N,N,N,N,N,N,N,N,7931,4508,5149,1843,24138,1097
0500000US36053,Madison,72382,*****,95.1,0.3,1.6,0.6,0.8,0.4,0.8,0.5,0,0.2,0.1,0.1,1.6,0.8,1.9,*****,93.6,0.1,24071,1620,25036,1692,2843,1460,N,N,8146,4408,N,N,N,N,5378,4059,5865,2848,25336,1722
0500000US36055,Monroe,747813,*****,76.3,0.4,15.2,0.3,0.3,0.1,3.4,0.1,0,0.1,2.3,0.4,2.4,0.3,7.6,*****,72.2,0.2,27948,667,31282,752,15753,1240,10743,4147,30786,4454,N,N,16064,4798,9016,1894,14618,1473,32081,806
0500000US36059,Nassau,1349233,*****,71.2,0.6,11.4,0.2,0.2,0.1,8,0.2,0,0.1,6.3,0.6,2.9,0.4,15.3,*****,63.8,0.2,39933,652,44834,880,26820,1371,24211,6532,38581,2288,N,N,18984,1804,21254,4250,22002,1230,47059,890
0500000US36061,New York,1619090,*****,56.9,0.8,15.4,0.4,0.3,0.1,11.3,0.2,0.1,0.1,12,0.8,4,0.5,25.8,*****,47.4,0.1,60290,1572,84204,2613,23199,1565,12197,6538,52328,4365,N,N,15115,1297,23616,4242,21827,1754,94465,2961
0500000US36063,Niagara,215124,*****,88.3,0.4,6.7,0.9,1,0.3,1.3,0.3,0.6,0.8,0.2,0.2,1.8,0.6,2.3,*****,86.9,0.1,26104,1200,27658,1388,13049,2322,17918,4532,16088,7053,N,N,N,N,11336,4841,17635,4571,27726,1371
0500000US36065,Oneida,233556,*****,86.7,0.5,5.3,0.5,0.3,0.1,3.5,0.1,0,0.1,1.6,0.5,2.6,0.5,4.9,*****,84,0.3,25304,1575,27431,1817,12935,2635,17120,10832,10963,4107,N,N,9977,2615,9195,3222,12054,3790,27814,1875
0500000US36067,Onondaga,466852,*****,80.9,0.4,11,0.4,0.7,0.2,3.1,0.2,0,0.1,1.1,0.3,3.2,0.5,4.3,*****,78.7,0.1,27951,691,30940,822,15016,1283,21687,8558,21017,4332,N,N,9696,3775,11350,2587,13964,2189,31329,838
0500000US36069,Ontario,108519,*****,93.9,0.7,2.4,0.3,0.3,0.1,1.1,0.3,0,0.1,0.4,0.2,1.9,0.8,3.8,*****,91.2,0.1,26947,1287,27394,1325,15915,5151,13685,10751,40093,25305,N,N,N,N,15974,7488,15567,5308,27820,1405
0500000US36071,Orange,374512,*****,76.9,1,9.8,0.6,0.5,0.3,2.8,0.3,0,0.1,6.6,1.2,3.4,0.7,18.8,*****,67.1,0.1,29397,949,31158,1123,24628,2218,19023,11491,35201,12225,N,N,19559,2536,19034,7807,19571,1556,32665,1211
0500000US36075,Oswego,121700,*****,95.4,0.4,0.7,0.3,0.4,0.2,0.6,0.3,0,0.1,1.1,0.5,1.8,0.5,2.2,*****,94.8,0.1,22861,1119,23129,1164,N,N,49448,24569,20488,13569,N,N,10230,4247,12588,6176,11716,4436,23237,1176
0500000US36079,Putnam,99607,*****,91.1,1.4,2.6,0.3,1.6,1.3,2.2,0.4,0,0.1,1.1,0.8,1.3,0.8,12.2,*****,81.6,0.7,40356,2377,41568,2496,35204,10969,16654,5430,31894,14412,N,N,33665,15199,15930,10872,25672,6656,43231,2527
0500000US36081,Queens,2272771,*****,41.8,0.5,18.3,0.3,0.5,0.1,23.7,0.2,0,0.1,12.4,0.6,3.4,0.3,27.9,*****,26.6,0.1,25352,306,30045,574,24197,717,20601,4212,22512,651,N,N,18226,758,19885,2123,19083,493,36026,757
0500000US36083,Rensselaer,159835,*****,87.7,0.6,5.3,0.7,0.1,0.1,2.3,0.3,0,0.1,0.3,0.2,4.3,0.9,4.1,*****,85.2,0.1,29887,1365,31913,1566,18033,3553,17137,5876,11878,5534,N,N,N,N,13048,3904,16106,4038,32337,1558
0500000US36085,Richmond,470728,*****,74.3,1,10.7,0.5,0.1,0.1,7.7,0.2,0,0.1,5.1,0.9,2,0.4,17.7,*****,63.3,0.4,29939,760,32443,1050,21716,2321,14126,8381,26973,2413,N,N,17402,3485,25182,5753,20127,1601,34244,1167
0500000US36087,Rockland,317757,*****,72,1.1,12.2,0.5,0.1,0.1,6.1,0.4,0,0.1,7.6,1.2,1.9,0.5,16.3,*****,64.3,0.1,33091,1176,35705,1349,24188,2340,N,N,42563,8606,N,N,18093,2845,22532,6228,20801,1734,37053,1484
0500000US36089,St. Lawrence,112232,*****,93.3,0.4,2.7,0.2,0.8,0.3,1,0.4,0,0.1,0.5,0.2,1.7,0.7,2.1,*****,92.3,0.2,23082,1739,24069,1830,7904,3761,8863,3347,17240,7918,N,N,3141,2890,8961,3118,4038,3342,24303,1844
0500000US36091,Saratoga,222133,*****,94.1,0.4,1.4,0.2,0,0.1,2.1,0.4,0,0.1,0.4,0.2,2,0.5,2.7,*****,92.1,0.1,34109,1355,34643,1417,21520,6978,N,N,35159,12121,N,N,33247,18460,17233,7444,16863,4628,35058,1429
0500000US36093,Schenectady,155124,*****,79.1,0.9,9.2,1.3,0.2,0.2,3.7,0.7,0,0.1,3.3,1.3,4.6,1.2,6.1,*****,75.8,0.7,28324,1473,31958,1721,14631,2440,N,N,25652,6312,N,N,8395,2881,9940,3210,14931,4378,32563,1782
0500000US36101,Steuben,99063,*****,95.3,0.2,1.4,0.3,0.2,0.1,1.5,0.2,0,0.1,0.2,0.1,1.5,0.4,1.5,*****,94.1,0.1,24502,1308,24678,1341,21218,9870,N,N,34526,12373,N,N,N,N,6616,4062,16637,9160,24810,1288
0500000US36103,Suffolk,1499273,*****,82.4,0.8,7.3,0.2,0.2,0.1,3.6,0.1,0,0.1,4.3,0.7,2.1,0.3,17.3,*****,70.5,0.1,36279,595,39201,672,24273,1151,21834,10539,31383,4042,N,N,16494,1434,14123,2022,19987,881,42121,762
0500000US36105,Sullivan,76793,*****,81.4,1.9,9.3,1.1,0.2,0.2,1.3,0.4,0,0.2,2.7,1.6,5.1,1.8,14.2,*****,73.9,0.2,24418,1722,26725,1941,13415,3737,N,N,32003,12055,N,N,9699,4885,13752,9529,15035,3673,27821,1983
0500000US36109,Tompkins,102554,*****,83.2,0.3,3.6,0.6,0.2,0.2,10,0.4,0,0.1,0.4,0.2,2.6,0.7,4.6,*****,79,0.2,28819,3378,31637,3954,9797,4259,N,N,19485,6898,N,N,N,N,3052,2374,13835,6283,32511,4163
0500000US36111,Ulster,181791,*****,87,0.9,5.7,0.6,0.2,0.3,1.6,0.4,0,0.1,1,0.7,4.6,1,9.3,*****,80.7,0.6,30683,1843,32722,2079,23100,4729,N,N,23299,11520,N,N,9954,3426,8723,2534,14945,2712,33944,2133
0500000US36113,Warren,65538,*****,95.8,0.6,1.1,0.5,0.1,0.1,0.9,0.3,0.2,0.3,0.3,0.2,1.6,0.7,1.9,*****,94.8,0.1,29642,2102,30230,2184,20600,16208,N,N,N,N,N,N,N,N,12152,7212,7169,6230,30492,2217
0500000US36117,Wayne,92962,*****,93.7,0.6,3.5,0.3,0.3,0.3,0.8,0.2,0,0.2,0.6,0.4,1.1,0.5,3.9,*****,90.5,0.3,24305,1148,25013,1168,12785,4773,N,N,12433,10534,N,N,N,N,N,N,16071,7696,25484,1136
0500000US36119,Westchester,961670,*****,66.5,0.7,14.3,0.3,0.4,0.2,5.4,0.2,0,0.1,10.4,0.8,2.9,0.4,22.8,*****,56.1,0.1,45803,1153,55310,1741,25863,1591,25028,14742,50131,4905,N,N,18043,1825,20898,6024,19599,1147,61480,1789
