id,Geographic Area Name,Total population,Margin of Error Total population,White Percentage,Margin of Error White Percentage,Black Percentage,Margin of Error Black Percentage,Native Percentage,Margin of Error Native Percentage,Asian Percentage,Margin of Error Asian Percentage,Islander Percentage,Margin of Error Islander Percentage,Other Percentage,Margin of Error Other Percentage,Mixed Percentage,Margin of Error Mixed Percentage,Latino Total Percentage,Margin of Error Latino Total Percentage,White Alone Percentage,Margin of Error White Alone Percentage,Mean Income Total,Margin of Error Mean Income Total,Mean Income White,Margin of Error Mean Income White,Mean Income Black,Margin of Error Mean Income Black,Mean Income Native,Margin of Error Mean Income Native,Mean Income Asian,Margin of Error Mean Income Asian,Mean Income Islander,Margin of Error Mean Income Islander,Mean Income Other,Margin of Error Mean Income Other,Mean Income Mixed,Margin of Error Mean Income Mixed,Mean Income Latino Total,Margin of Error Mean Income Latino Total,Mean Income White Alone,Margin of Error Mean Income White Alone
0500000US36047,Kings,2621793,*****,42.7,0.4,33.5,0.3,0.3,0.1,11.8,0.1,0,0.1,9.2,0.4,2.4,0.2,19.5,*****,35.6,0.1,27059,418,35907,848,21226,531,19800,7292,22077,1155,35167,22644,15590,1188,20586,2273,17908,728,38888,933
0500000US36051,Livingston,64586,*****,94.2,0.2,3.2,0.6,0.2,0.3,1.3,0.3,0,0.2,0.1,0.1,1.1,0.6,3.4,*****,90.9,0.2,23455,1356,24129,1406,11147,3822,N,N,9118,5234,N,N,N,N,18475,11437,10438,4687,24672,1468
0500000US36053,Madison,72369,*****,94.7,0.3,1.2,0.6,2,0.7,1.1,0.2,0,0.2,0.2,0.1,0.9,0.6,2,*****,93.4,0.1,26021,2081,26601,2183,5217,4654,15924,7981,25945,15583,N,N,N,N,N,N,4980,3387,26914,2205
0500000US36055,Monroe,749857,*****,76.1,0.5,15.2,0.4,0.5,0.2,3.3,0.2,0,0.1,1.8,0.4,3,0.5,8.1,*****,71.3,0.1,29614,797,33067,833,16101,2327,13645,4610,34927,8702,N,N,15885,4929,15344,4408,14344,1541,34245,881
0500000US36059,Nassau,1358627,*****,69.2,0.6,11.6,0.3,0.2,0.1,8.7,0.2,0,0.1,6.8,0.7,3.5,0.5,16.1,*****,62,0.2,43556,839,50006,1090,29130,1331,15156,7229,42264,3209,N,N,16483,1259,20892,2969,23295,1353,52209,1102
0500000US36061,New York,1636268,*****,55.6,0.6,14.9,0.4,0.5,0.3,11.7,0.2,0,0.1,12.8,0.8,4.3,0.6,25.9,*****,46.9,0.1,64618,1758,89528,2679,23860,1542,20326,5167,65878,6691,N,N,17027,1297,27937,5220,21614,1264,100310,3110
0500000US36063,Niagara,213525,*****,87.7,0.6,7.3,0.4,1.2,0.1,1.1,0.3,0.1,0.1,0.9,0.5,1.7,0.6,2.6,*****,86.2,0.1,26483,1119,28346,1306,14359,2157,15027,3376,11492,4199,N,N,9807,7506,8878,3878,11291,3528,28559,1295
0500000US36065,Oneida,232871,*****,86.6,0.5,6.4,0.4,0.2,0.1,3.6,0.2,0,0.1,1.3,0.5,1.9,0.5,5.3,*****,83,0.1,26103,1261,27910,1450,13977,2618,24119,15283,15373,5671,N,N,7424,2342,18054,10744,9962,1889,28617,1484
0500000US36067,Onondaga,468196,*****,80.1,0.4,11.4,0.4,0.6,0.1,3.8,0.1,0,0.1,1.1,0.3,3.1,0.5,4.6,*****,77.7,0.1,28897,814,32198,1023,15432,1554,27818,10121,18420,5004,N,N,16884,5503,10248,2863,14337,2273,32717,1060
0500000US36069,Ontario,109707,*****,93,0.8,2.9,0.3,0.7,0.6,1.2,0.5,0,0.1,0.7,0.4,1.5,0.5,4.3,*****,90.5,0.1,30148,2013,31279,2145,12306,3654,N,N,15257,17693,N,N,25354,12990,12281,5382,15028,3848,31783,2163
0500000US36071,Orange,376099,*****,73.9,1.2,10.4,0.5,0.3,0.2,2.6,0.3,0,0.1,9.2,1.2,3.5,0.9,19.4,*****,66,0.1,29507,833,31956,944,25229,2612,31126,18713,39492,11391,N,N,17837,2696,13830,3808,20619,1891,32799,1032
0500000US36075,Oswego,120913,*****,95.2,0.4,1.4,0.5,0.1,0.1,0.2,0.2,0,0.1,0.9,0.5,2.1,0.5,2.3,*****,94.4,0.1,23669,964,24228,1003,16341,10037,41484,29686,28555,15627,N,N,8626,9516,8494,2803,13471,4970,24311,1016
0500000US36079,Putnam,99487,*****,89.4,1.5,2.5,0.5,0.1,0.3,2.4,0.3,0,0.1,3.2,1.5,2.4,0.8,13,*****,80.5,0.2,41648,2762,41875,2962,30481,13277,N,N,87032,34741,N,N,23933,8030,24195,13850,21410,3612,44355,3173
0500000US36081,Queens,2321580,*****,40.8,0.6,18.5,0.3,0.4,0.1,24.9,0.2,0,0.1,12.2,0.7,3.1,0.3,28,*****,25.7,0.1,26572,466,31986,785,24911,924,23137,3783,23421,793,8972,3984,18931,841,21357,2100,20040,627,38371,1022
0500000US36083,Rensselaer,159774,*****,86.8,0.8,5.4,0.9,0,0.1,2.4,0.3,0,0.1,0.9,0.6,4.5,1,4.5,*****,84.3,0.1,30536,2043,33266,2342,16375,3336,N,N,12341,4029,N,N,15158,6521,7577,3089,11990,3434,33839,2379
0500000US36085,Richmond,473279,*****,75,1,10.2,0.9,0.3,0.2,8,0.4,0,0.1,3.2,0.9,3.3,0.9,18.1,*****,62.5,0.1,31611,1206,34290,1314,22316,2482,N,N,32872,8274,N,N,16944,3192,11598,5519,21986,1995,36230,1457
0500000US36087,Rockland,323866,*****,70.4,1.2,12.2,0.6,0.2,0.1,6.3,0.3,0,0.1,8.1,1.3,2.8,0.9,17.1,*****,63.3,0.1,35077,1745,37367,1672,32556,9825,N,N,44117,5224,N,N,18100,2839,16066,4604,20937,1782,38862,1786
0500000US36089,St. Lawrence,111400,*****,92.8,0.4,2,0.2,1.3,0.1,1,0.2,0.1,0.1,1.1,0.4,1.7,0.4,2.2,*****,91.9,0.3,21999,1231,22877,1300,6262,4037,16424,8587,15512,5372,N,N,13450,7961,5142,3248,8038,5202,23036,1312
0500000US36091,Saratoga,224921,*****,93.7,0.3,1.7,0.2,0.1,0.1,2.3,0.4,0,0.1,0.6,0.3,1.6,0.5,2.9,*****,91.3,0.1,36402,1631,36629,1657,24263,9528,N,N,44750,13141,N,N,25502,10253,27081,8495,21864,3776,37032,1693
0500000US36093,Schenectady,155735,*****,78.1,0.9,10.7,1.4,0.1,0.1,4.7,0.4,0,0.1,2.6,1.2,3.8,1,6.6,*****,75,0.5,28865,1922,32468,2398,14879,2531,N,N,21688,8455,N,N,14046,3929,13194,5295,12773,2671,33372,2444
0500000US36101,Steuben,98394,*****,95,0.2,1.5,0.6,0.2,0.2,1.6,0.1,0,0.1,0.2,0.1,1.5,0.6,1.6,*****,93.7,0.1,24756,1420,24566,1434,23053,6198,13606,776,48128,29164,N,N,N,N,15209,4785,14883,7087,24687,1452
0500000US36103,Suffolk,1502968,*****,80.3,0.7,7.8,0.2,0.3,0.1,3.7,0.2,0,0.1,5.3,0.6,2.6,0.5,18.2,*****,68.9,0.1,37295,593,40690,703,24760,1531,22626,8117,35375,4577,N,N,17827,1941,14196,1810,21728,1218,43471,789
0500000US36105,Sullivan,75943,*****,82.2,2,8,1.2,0.3,0.2,1.4,0.3,0,0.2,3.8,2,4.3,1.2,14.9,*****,73,0.2,26210,2108,27973,2442,18398,5287,N,N,52931,46585,N,N,15314,9058,9867,5104,18375,4000,28715,2385
0500000US36109,Tompkins,104691,*****,80.7,0.8,4.9,0.9,0.1,0.2,10.3,1.1,0,0.1,0.5,0.3,3.5,1.3,4.7,*****,77.7,0.2,28648,2007,32200,2373,6461,3119,N,N,18127,4182,N,N,17664,10140,N,N,13034,3999,32876,2451
0500000US36111,Ulster,180445,*****,86.2,0.8,5.8,0.7,0.1,0.1,2.2,0.2,0,0.1,1.7,0.6,4,0.8,9.8,*****,80.1,0.1,30870,1988,33274,2172,16341,4716,N,N,16071,8608,N,N,15475,4602,15632,5748,13954,2063,34674,2317
0500000US36113,Warren,64973,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30527,2897,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
0500000US36117,Wayne,92051,*****,92.7,0.8,3.1,0.5,0.2,0.2,0.7,0.3,0,0.2,0.8,0.7,2.5,0.7,4,*****,90.2,0.2,24631,1317,25384,1307,21593,13867,N,N,11015,6020,N,N,N,N,7422,4605,15305,6448,25606,1371
0500000US36119,Westchester,972634,*****,66.6,0.9,14.4,0.4,0.7,0.2,5.9,0.2,0,0.1,9.5,0.8,2.9,0.5,23.7,*****,54.9,0.1,48466,1308,57896,1807,27661,2058,20268,5229,53093,5882,N,N,20379,1998,24076,5255,23822,1518,64700,2118
