"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"0500000US13063","Clayton County, Georgia","1.9","59534","2350","14.6","2.6","37.6","3.7","22.9","3.1","13.0","2.5","7.2","1.9","4.7","1.7","267542","*****","21.2","1.1","68.2","1.1","0.0","0.1","5.2","0.1","0.0","0.1","4.0","1.2","1.4","0.5","13.1","*****","13.5","0.1","32.4","(X)","34.4","(X)","24.5","(X)","52581","2343","52398","2517","7593","3779","16179","1019","8851","987","2490","908","19081","2493","57341","3082","32860","5157","40066","3114","84034","9406","55760","5994","90818","12277","94795","16718","18743","800","16251","1370","20268","1049","N","N","15987","2470","N","N","11018","2869","13790","4335","12607","1611","18649","1945","(X)","(X)","(X)","(X)","(X)","(X)","88538","2223","82.6","2.2","6.1","1.1","21.5","2.0","5.7","1.4","1.4","0.7","16.4"
"0500000US13067","Cobb County, Georgia","0.9","188384","4420","9.2","1.1","35.0","2.0","35.7","2.3","10.1","1.3","7.5","1.1","2.5","0.6","730981","*****","59.5","0.8","27.2","0.3","0.1","0.1","5.0","0.2","0.1","0.1","5.7","0.9","2.4","0.5","12.7","*****","53.7","0.1","30.0","(X)","31.7","(X)","23.9","(X)","90480","2498","90462","2738","13408","2754","19803","646","10083","1239","3531","964","23585","2526","104153","3928","51161","7613","81989","7259","138073","8449","80291","8166","144750","12655","100010","18137","34148","956","41066","1585","23653","1086","N","N","39241","5285","N","N","14741","2361","17515","3377","17344","2042","43261","1608","(X)","(X)","(X)","(X)","(X)","(X)","271686","3118","86.7","0.9","21.3","1.1","20.9","0.9","2.4","0.6","0.7","0.2","14.6"
"0500000US13073","Columbia County, Georgia","3.5","35772","1865","14.2","2.9","37.2","4.6","29.9","4.0","10.5","3.4","6.1","1.9","2.1","1.3","139257","*****","75.0","1.1","17.4","0.9","0.1","0.1","3.7","0.6","0.0","0.1","1.2","0.9","2.6","0.9","6.2","*****","70.3","0.3","33.2","(X)","30.9","(X)","27.4","(X)","82526","5142","80840","5166","10425","5426","19369","1714","8112","2886","2251","2046","27906","5856","91313","5785","48207","8598","81559","11785","120301","14214","78535","10547","122827","14694","114815","31377","28306","1755","30375","2028","21751","3070","N","N","38775","17515","N","N","9130","4900","6493","4353","14671","3785","31410","2140","(X)","(X)","(X)","(X)","(X)","(X)","45371","1704","81.3","2.7","25.7","3.5","27.1","2.9","1.4","0.7","1.3","0.9","23.9"
"0500000US13077","Coweta County, Georgia","2.5","35436","2040","9.7","1.7","39.1","3.8","34.5","3.6","7.9","2.4","7.0","2.3","1.7","1.1","135571","*****","77.1","0.8","18.0","0.7","0.1","0.1","1.7","0.2","0.1","0.1","0.8","0.6","2.3","1.0","6.7","*****","71.9","0.1","40.5","(X)","39.6","(X)","32.4","(X)","74911","4860","77199","5700","10591","6694","19690","1118","8716","1613","3731","2211","24284","2645","84117","6156","42335","7257","68773","10447","106200","11149","86629","23392","120995","15437","64457","16641","28346","1886","31177","2237","19121","2517","N","N","33296","30600","N","N","11910","4985","8881","4384","24143","8380","31408","2284","(X)","(X)","(X)","(X)","(X)","(X)","49546","795","81.2","2.4","17.3","2.7","25.0","1.9","3.2","1.1","1.3","0.8","16.8"
"0500000US13089","DeKalb County, Georgia","1.2","155467","4451","11.4","1.2","36.5","2.0","30.4","1.7","13.5","1.4","5.5","1.0","2.7","0.6","722161","*****","35.3","0.5","53.7","0.4","0.3","0.1","5.8","0.2","0.0","0.1","2.7","0.5","2.2","0.4","8.9","*****","29.8","0.1","32.7","(X)","35.3","(X)","27.3","(X)","75696","2171","76434","2420","15131","2513","17120","595","8853","604","3211","840","23953","1824","89661","3332","37956","3508","67362","5322","138980","9180","69590","8264","124352","12361","83491","12045","29570","816","45699","1966","20503","924","11489","8854","28093","3315","N","N","10520","1888","21736","5604","13541","1302","51440","2274","(X)","(X)","(X)","(X)","(X)","(X)","266307","3560","84.0","0.9","17.1","1.1","21.8","0.8","4.6","0.6","1.7","0.3","15.8"
"0500000US13095","Dougherty County, Georgia","3.1","21831","1380","18.9","3.9","47.5","5.2","20.6","4.1","9.5","3.6","1.9","1.4","1.6","1.3","92407","*****","28.4","0.7","68.0","1.3","0.0","0.2","0.3","0.3","0.0","0.2","1.3","0.8","2.0","1.3","N","N","N","N","39.4","(X)","42.0","(X)","31.3","(X)","45381","3206","46898","4149","12306","5231","15059","1076","7062","1175","2340","1648","20048","4210","52168","4312","24046","5063","44178","6109","86994","12576","48950","10065","125850","23227","104245","74797","18244","1316","30075","3959","13802","1084","N","N","50452","10658","N","N","5515","3684","5054","2939","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","35539","1222","72.4","3.3","9.4","1.7","30.0","2.8","12.4","2.6","2.4","1.3","18.2"
"0500000US13097","Douglas County, Georgia","2.1","33849","2166","11.1","2.7","39.7","5.4","26.3","4.3","12.7","3.5","7.5","2.7","2.7","1.5","138776","*****","50.4","1.8","44.1","0.9","0.3","0.5","1.8","0.1","0.0","0.1","2.5","1.7","0.9","0.5","8.9","*****","44.8","0.2","29.9","(X)","30.3","(X)","20.5","(X)","64999","4097","65861","4377","8656","4667","16923","1602","9171","2486","2327","1317","23669","4249","72771","4510","35323","7065","57371","7148","103064","9836","64557","10489","106169","20727","103413","47325","23113","1415","24007","2337","21764","2127","N","N","39981","19780","N","N","13850","4547","35620","16711","14523","2582","25036","2387","(X)","(X)","(X)","(X)","(X)","(X)","47687","1470","82.2","2.5","12.9","2.3","27.5","2.2","4.1","1.5","2.4","1.1","13.9"
"0500000US13113","Fayette County, Georgia","3.2","29662","1525","16.4","3.4","33.2","4.5","32.9","4.1","7.0","2.2","6.9","1.9","3.6","2.0","109664","*****","69.7","1.2","21.3","1.3","0.2","0.2","4.6","0.3","0.9","1.2","2.4","1.6","0.9","0.6","7.1","*****","64.9","0.2","33.9","(X)","34.8","(X)","28.8","(X)","99995","6325","100804","7760","10461","2882","20796","1266","9822","2672","2887","1175","30487","3860","112678","7418","56165","9770","102742","12039","143466","11476","121538","61123","151515","33074","89165","35988","35992","2113","39567","2840","29000","3459","N","N","28335","7202","N","N","21035","18503","N","N","22284","4169","40471","3008","(X)","(X)","(X)","(X)","(X)","(X)","38945","1157","78.7","2.9","28.7","3.1","33.4","2.4","3.6","1.5","1.4","1.2","28.3"
"0500000US13115","Floyd County, Georgia","2.2","24662","1703","16.8","2.8","36.6","4.5","25.7","4.5","9.5","3.3","9.2","3.4","2.2","1.5","96063","*****","75.9","2.5","17.0","0.5","0.0","0.1","0.3","0.3","0.0","0.2","6.4","2.5","0.4","0.3","N","N","N","N","40.6","(X)","45.2","(X)","31.2","(X)","59934","5156","62555","6966","9595","2980","18345","1151","10529","1954","4289","1644","23164","4241","69931","7229","39007","5845","52572","6583","102278","24771","76777","26889","82643","20614","134756","89014","22761","1939","25851","2469","13067","2114","N","N","N","N","N","N","12543","3051","3559","3782","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36177","1151","73.7","2.7","15.0","2.2","32.9","2.5","9.1","2.5","9.5","2.7","18.9"
"0500000US13117","Forsyth County, Georgia","1.9","54154","1593","10.5","1.1","30.6","3.0","39.7","2.9","7.0","1.5","10.6","2.0","1.7","0.9","204302","*****","84.0","0.9","3.3","0.5","0.4","0.3","9.1","0.4","0.0","0.1","1.7","0.9","1.5","0.6","9.7","*****","76.3","0.1","32.3","(X)","32.4","(X)","25.0","(X)","107089","4674","109819","5204","17958","7339","21601","1122","8206","2285","3427","1993","25099","2839","117617","5335","59782","8791","95035","8092","143008","9721","108595","30489","142041","13546","176486","169156","35986","1594","36855","1875","23769","6128","20752","16972","40466","7725","N","N","11915","7596","17224","6589","17576","2865","38606","1938","(X)","(X)","(X)","(X)","(X)","(X)","66429","1307","84.6","1.4","24.5","2.0","23.2","1.3","1.8","0.6","1.5","0.6","14.5"
"0500000US13121","Fulton County, Georgia","0.7","206969","5357","11.6","1.0","38.9","1.8","30.7","1.7","10.9","1.0","5.4","1.0","2.5","0.7","996319","*****","46.0","0.5","44.0","0.3","0.2","0.1","6.5","0.2","0.1","0.1","1.4","0.4","1.9","0.3","7.6","*****","40.4","0.1","32.3","(X)","34.6","(X)","27.4","(X)","90865","2404","96928","2868","18946","2138","16504","546","9350","1232","2630","670","24060","1947","117767","3950","45631","4860","95527","7258","169275","8362","94116","10158","181367","21793","131929","44250","36742","998","53766","1945","19680","903","12936","7922","40369","3958","N","N","14544","4239","26093","8024","18792","2028","58416","2168","(X)","(X)","(X)","(X)","(X)","(X)","381990","4537","81.1","0.8","20.8","1.3","22.2","0.9","5.0","0.6","2.0","0.4","12.8"
"0500000US13127","Glynn County, Georgia","2.7","21130","1710","15.7","3.7","37.5","5.2","29.1","4.4","10.9","3.9","5.2","3.1","1.6","1.2","82175","*****","66.0","1.2","25.2","1.5","1.2","1.1","1.5","0.3","0.0","0.2","4.7","1.5","1.5","1.0","6.5","*****","64.1","0.2","33.1","(X)","34.8","(X)","27.8","(X)","63927","5038","64560","6468","10445","3006","18556","1548","9750","1874","1686","653","25990","3779","75576","7566","53864","8133","59026","9916","106799","18923","60015","14227","119659","18269","68989","12425","26083","2134","32472","3078","14860","2570","N","N","8377","2066","N","N","13431","4824","N","N","12843","3137","33074","3189","(X)","(X)","(X)","(X)","(X)","(X)","32361","1486","74.5","3.7","24.0","3.4","37.5","3.4","3.0","1.5","2.2","1.0","18.1"
"0500000US13135","Gwinnett County, Georgia","1.0","210513","5532","7.9","0.8","35.9","2.0","32.2","1.9","11.1","1.4","10.5","1.2","2.5","0.7","877922","*****","52.3","1.1","25.6","0.6","0.5","0.2","11.3","0.2","0.0","0.1","7.5","1.1","2.8","0.5","20.5","*****","40.4","0.1","26.6","(X)","27.1","(X)","20.8","(X)","77325","2055","76059","1961","12958","3204","18356","687","8829","836","3302","809","26030","3283","85931","2539","42995","7435","64350","5456","111060","4804","84486","11160","115159","7653","90230","12194","26017","632","30520","1063","23866","1256","12864","4961","23025","1970","12930","15516","12648","1680","11808","2369","13481","873","35384","1228","(X)","(X)","(X)","(X)","(X)","(X)","278652","3287","88.4","0.8","16.2","1.1","19.2","0.9","3.4","0.6","1.1","0.4","11.8"
"0500000US13139","Hall County, Georgia","2.1","46715","1785","14.4","2.0","30.9","3.1","30.2","3.4","10.8","2.7","8.5","1.7","5.2","2.0","190761","*****","81.9","1.9","7.9","0.6","0.2","0.2","1.7","0.3","0.0","0.1","6.1","2.0","2.2","0.7","27.5","*****","61.8","0.1","30.6","(X)","30.8","(X)","22.7","(X)","69276","3997","65925","3372","27611","14048","19209","877","8499","1252","N","N","26363","3424","77751","5041","78245","27959","57527","4533","91978","7788","63050","7323","105696","16545","99036","15521","23769","1416","26034","1725","13071","2717","18902","4139","17092","7600","N","N","12775","2958","13918","4783","12311","1253","30576","2106","(X)","(X)","(X)","(X)","(X)","(X)","63383","1392","79.1","2.0","18.5","2.2","31.4","1.8","3.5","1.3","1.3","0.6","17.6"
"0500000US13151","Henry County, Georgia","2.4","51040","2285","12.9","2.2","36.8","3.7","30.1","4.1","10.4","2.2","7.5","2.4","2.3","1.1","213869","*****","52.0","1.1","40.3","1.2","0.1","0.1","3.1","0.5","0.0","0.1","1.4","0.7","3.0","1.2","6.4","*****","48.5","0.1","23.7","(X)","24.2","(X)","18.2","(X)","69275","3147","67353","3551","9231","3503","18558","1089","8678","973","2313","1037","25352","3023","74608","3942","43233","6945","51629","5164","102069","7223","64835","9252","129544","15954","123675","30195","23859","1065","25651","1764","22692","2031","N","N","22293","7563","N","N","16341","7400","13333","5577","16585","4714","26392","1801","(X)","(X)","(X)","(X)","(X)","(X)","68524","1931","82.6","2.4","13.2","1.8","27.6","2.4","5.1","1.3","1.5","0.7","20.7"
"0500000US13153","Houston County, Georgia","2.8","39039","2262","16.3","3.0","38.2","5.0","34.0","4.8","5.3","1.9","4.8","1.7","1.4","0.8","149111","*****","61.8","1.8","29.4","1.5","0.7","0.7","2.5","0.4","0.0","0.1","1.5","1.2","4.1","1.7","6.6","*****","57.3","1.1","33.8","(X)","32.6","(X)","24.8","(X)","62174","3794","63173","3748","9683","5350","15404","1391","8749","1257","2293","573","22451","2198","69256","4733","39639","9947","51380","6444","95948","10200","62326","12224","121019","28756","104719","36976","22796","1291","25345","1675","18143","2056","N","N","21402","5620","N","N","34139","12543","15141","8258","15318","6795","26315","1677","(X)","(X)","(X)","(X)","(X)","(X)","53519","1966","77.5","3.0","14.5","2.7","27.5","2.6","4.0","1.2","1.5","0.8","25.7"
"0500000US13179","Liberty County, Georgia","3.6","15982","1282","N","N","N","N","N","N","N","N","N","N","N","N","65198","*****","47.7","2.2","40.7","1.7","0.3","0.3","2.2","0.4","0.7","0.8","3.9","2.4","4.6","1.6","12.1","*****","42.1","0.2","25.8","(X)","25.0","(X)","20.0","(X)","50360","3270","49845","3645","7220","3161","13334","1441","8941","1990","N","N","20241","2680","55254","3883","N","N","N","N","N","N","N","N","N","N","N","N","18406","1134","18716","1561","18854","2217","10378","6502","21824","10661","N","N","14405","6509","13598","5044","12620","2620","19848","1612","(X)","(X)","(X)","(X)","(X)","(X)","22096","962","82.2","3.5","7.3","1.9","22.8","2.9","4.5","2.0","0.6","0.7","19.9"
"0500000US13185","Lowndes County, Georgia","2.8","25581","1900","12.2","3.0","40.4","5.4","34.9","5.2","5.8","2.2","5.0","1.8","1.7","1.1","113523","*****","58.8","0.7","36.9","0.7","0.1","0.1","1.6","0.4","0.1","0.1","0.8","0.5","1.8","0.7","5.5","*****","54.8","0.1","32.9","(X)","33.7","(X)","25.3","(X)","58941","5814","57464","5988","16693","9214","15718","1216","8372","1452","3899","1794","31690","13407","72244","8251","45527","28017","58958","13682","90692","13165","53317","11387","114153","27414","140772","108044","21254","2012","26169","3060","13936","2536","N","N","31720","25188","N","N","5746","3226","8785","4855","7955","1883","27373","3283","(X)","(X)","(X)","(X)","(X)","(X)","38547","1509","78.4","3.3","12.3","1.9","28.8","2.6","8.6","2.9","1.7","1.0","18.4"
"0500000US13215","Muscogee County, Georgia","1.6","47317","2236","13.9","2.1","40.8","3.3","26.4","3.0","10.3","2.2","6.2","1.8","2.3","1.1","200887","*****","45.5","0.9","44.5","0.8","0.4","0.1","2.3","0.4","0.2","0.3","3.6","1.0","3.5","0.8","7.5","*****","41.9","0.4","32.6","(X)","34.0","(X)","27.3","(X)","58851","3505","57991","3450","14448","5542","16156","811","8713","647","2400","856","27108","6626","69201","4986","35288","3760","55183","8451","106065","12663","56419","8636","97341","15766","81015","17571","23848","1529","28990","2333","20257","2333","25974","11568","23134","5240","N","N","11829","3740","15814","4667","15420","2160","30128","2482","(X)","(X)","(X)","(X)","(X)","(X)","74339","2252","78.9","1.8","14.5","1.7","27.1","1.5","6.1","1.2","1.5","0.5","16.7"
"0500000US13217","Newton County, Georgia","3.2","26545","2038","17.1","3.8","34.8","5.0","27.3","5.0","11.9","4.6","6.7","2.4","2.0","1.4","103675","*****","53.3","1.2","42.6","1.3","0.3","0.3","0.9","0.5","0.0","0.2","0.2","0.3","2.7","1.5","4.9","*****","50.0","0.2","32.5","(X)","34.5","(X)","26.0","(X)","59557","5355","62698","6020","11112","5223","18397","1797","11132","1716","2853","1553","18333","4106","66244","6674","34468","6813","46621","7715","92408","11253","83162","31669","112057","15661","68489","15627","21394","1876","23406","2247","19072","3358","N","N","45213","20928","N","N","N","N","11515","7428","12752","5736","24402","2432","(X)","(X)","(X)","(X)","(X)","(X)","35923","1285","75.0","4.3","9.5","2.6","30.7","2.8","8.9","2.8","1.9","1.2","18.9"
"0500000US13223","Paulding County, Georgia","2.7","39184","1957","8.0","2.5","33.1","4.8","37.7","4.8","8.3","2.5","8.8","2.6","4.1","2.3","148987","*****","75.9","1.2","18.5","0.8","0.5","0.5","0.9","0.5","0.0","0.1","2.9","1.2","1.3","0.7","5.7","*****","73.7","0.1","31.0","(X)","29.7","(X)","24.7","(X)","78265","8972","73814","4958","35000","33636","17620","2114","10552","2052","1978","985","25808","13060","85353","11508","29938","8925","76583","29611","102495","9581","69648","9817","95192","12487","118172","25827","27243","3226","30040","4308","18944","2735","42562","41067","33549","28906","N","N","13237","4946","4342","3653","21946","9373","29763","4356","(X)","(X)","(X)","(X)","(X)","(X)","50248","1100","87.5","2.5","12.0","2.6","22.2","2.5","3.5","1.6","1.4","1.0","15.7"
"0500000US13245","Richmond County, Georgia","2.1","41582","2511","18.7","3.1","42.2","4.0","22.7","3.1","8.5","2.2","4.8","1.6","3.1","1.5","201368","*****","38.9","0.6","56.2","0.8","0.2","0.2","1.8","0.2","0.0","0.1","0.9","0.5","2.0","0.7","4.6","*****","36.4","0.1","43.9","(X)","43.1","(X)","35.7","(X)","49325","2519","49208","2465","11246","3799","15423","877","9332","1189","2634","1159","23286","5515","58644","3538","28703","5500","47844","3772","91264","10339","60521","13500","108647","12663","65458","13884","19038","866","24873","1791","15091","1059","N","N","14371","6533","N","N","17254","8817","20313","7443","13441","3376","25558","1854","(X)","(X)","(X)","(X)","(X)","(X)","71031","2402","72.8","2.7","11.4","1.5","32.6","2.0","8.9","1.8","2.2","0.8","21.1"
"0500000US13247","Rockdale County, Georgia","3.7","22093","1578","15.4","3.3","40.5","5.8","26.0","4.9","9.3","3.0","5.7","2.6","3.1","2.1","87754","*****","42.7","1.8","50.2","2.0","0.2","0.2","2.0","0.2","1.2","1.8","1.4","1.2","2.2","1.3","10.0","*****","36.4","0.1","33.2","(X)","33.7","(X)","27.3","(X)","59474","4036","57090","4515","13827","7857","17312","1257","8279","2122","4161","2787","21907","3145","65956","4513","42455","8792","52084","6015","92827","8302","65194","12965","91161","22582","94422","38945","21356","1184","24390","2233","19686","1875","N","N","16993","10315","N","N","N","N","11721","8258","12569","3412","26853","2390","(X)","(X)","(X)","(X)","(X)","(X)","29707","1045","79.7","3.4","13.1","2.6","31.6","3.7","3.6","1.7","2.8","1.7","21.5"
"0500000US13285","Troup County, Georgia","3.2","16496","1402","N","N","N","N","N","N","N","N","N","N","N","N","69469","*****","59.0","1.3","35.3","2.0","0.0","0.1","1.9","0.2","0.0","0.3","1.1","1.3","2.6","1.5","3.7","*****","57.8","0.3","39.7","(X)","38.9","(X)","32.6","(X)","53454","5451","54624","6232","N","N","17367","1292","8845","2280","3130","1941","20570","3697","62697","7344","N","N","N","N","N","N","N","N","N","N","N","N","20152","2340","22989","2102","17174","4598","N","N","16004","3993","N","N","N","N","N","N","12903","9410","23003","2160","(X)","(X)","(X)","(X)","(X)","(X)","23942","1175","74.6","3.7","9.7","2.4","36.7","3.2","4.6","1.7","1.8","1.2","16.2"
"0500000US13295","Walker County, Georgia","3.8","18355","1706","18.9","3.7","40.9","6.1","25.9","5.2","8.3","2.8","4.6","2.0","1.5","1.5","68218","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30.9","(X)","30.6","(X)","23.7","(X)","49576","5292","49397","4876","18902","12215","17488","1478","9572","1536","N","N","23131","9303","58122","6723","44082","23291","44219","7619","88501","8618","45687","7441","98493","19682","36158","19267","19315","1914","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25458","1163","71.6","4.1","15.0","3.0","32.9","3.6","8.8","3.1","1.2","1.1","17.3"
"0500000US13297","Walton County, Georgia","2.8","23534","1568","19.0","4.2","36.3","5.3","32.4","4.9","7.8","2.8","4.2","2.3","0.4","0.4","87615","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","34.0","(X)","34.0","(X)","28.5","(X)","62372","3859","63539","4641","14411","6666","18520","1225","8900","1366","2598","1200","21080","3841","69758","5122","N","N","N","N","N","N","N","N","N","N","N","N","22831","1343","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30355","865","75.4","3.9","17.5","2.6","32.1","2.4","4.4","1.8","2.4","1.1","18.2"
"0500000US13313","Whitfield County, Georgia","1.9","26965","1729","13.5","3.4","36.5","5.2","28.3","5.1","9.1","3.3","10.1","3.0","2.5","1.4","103542","*****","88.1","2.9","4.2","0.4","0.0","0.2","1.5","0.1","0.0","0.2","4.9","2.6","1.3","0.9","33.3","*****","60.0","0.2","31.5","(X)","33.0","(X)","23.8","(X)","61894","5933","62588","5500","44402","31526","17193","1309","11254","2518","1580","606","15686","3380","69074","7487","32335","5898","54940","12690","84926","12666","56676","10864","134566","21700","75963","28986","21714","2088","22809","2470","12180","3431","N","N","27249","10587","N","N","11000","3792","11977","9119","11853","2024","27797","3336","(X)","(X)","(X)","(X)","(X)","(X)","36388","1271","77.9","3.4","11.2","2.2","29.9","2.7","6.6","2.1","2.1","1.4","7.8"
"0500000US15001","Hawaii County, Hawaii","2.3","42855","2445","20.4","3.4","31.3","3.6","30.0","3.7","7.5","2.3","7.7","1.9","3.1","1.1","194190","*****","33.6","0.8","0.8","0.2","0.3","0.2","23.2","2.3","12.8","1.3","1.0","0.6","28.3","2.6","12.3","*****","30.6","0.1","33.7","(X)","33.0","(X)","29.4","(X)","69436","6838","65240","3755","35815","25146","18563","1586","10325","3069","4883","721","24550","2956","82446","9572","52018","13446","79286","25495","95395","10355","74149","9576","119866","15296","116258","28405","25415","2254","34138","3491","20643","5059","36666","31242","29013","7537","18437","2727","16057","10164","15578","1533","12773","2269","35640","3750","(X)","(X)","(X)","(X)","(X)","(X)","65178","2313","71.9","2.7","21.5","2.4","37.3","2.5","5.6","1.6","4.0","1.0","23.9"
"0500000US15003","Honolulu County, Hawaii","0.8","218443","4242","10.3","0.7","31.7","1.5","29.3","1.3","11.7","1.1","10.7","0.9","6.3","0.7","991788","*****","21.7","0.3","2.7","0.2","0.1","0.1","42.5","0.8","9.8","0.4","1.0","0.2","22.2","0.8","9.5","*****","19.5","0.1","30.2","(X)","30.6","(X)","24.4","(X)","91428","1803","86918","1930","16019","1725","18696","465","10525","1109","4494","635","30016","1169","100808","2209","60526","5173","77988","3524","119564","4509","92358","5894","145585","5909","134025","8367","30744","567","42090","1671","30912","3683","20381","10059","32646","994","18357","1293","26166","3512","21757","957","19452","988","43882","1831","(X)","(X)","(X)","(X)","(X)","(X)","309002","3046","82.6","0.7","28.9","1.0","32.2","0.8","3.7","0.4","3.2","0.4","23.2"
"0500000US15007","Kauai County, Hawaii","3.2","15704","1242","14.1","3.6","26.1","4.9","31.3","4.6","11.1","3.6","12.9","3.8","4.6","2.4","70475","*****","32.7","1.1","0.9","0.2","0.2","0.2","31.8","3.2","10.2","1.7","0.9","0.6","23.3","3.8","10.8","*****","30.0","0.2","48.2","(X)","51.5","(X)","42.7","(X)","78166","5750","78736","6815","12494","2881","18426","1303","9161","1726","5393","1945","26234","5046","89244","7043","56053","14573","61331","8153","107055","17291","89366","12665","116943","20049","150692","15955","27307","1467","35926","3768","26530","14486","N","N","27735","2583","17178","3829","N","N","19600","2781","21250","3280","36664","4010","(X)","(X)","(X)","(X)","(X)","(X)","22234","1084","76.1","3.3","30.7","4.0","36.7","3.2","5.7","2.2","4.0","1.8","23.2"
"0500000US15009","Maui County, Hawaii","2.4","37149","1954","11.0","2.1","37.3","3.9","29.4","3.3","9.4","2.1","8.8","2.4","4.1","1.7","163046","57","35.2","1.1","1.0","0.1","0.1","0.1","28.0","2.4","11.1","1.1","0.9","0.4","23.7","3.1","11.0","0.1","31.3","0.1","29.1","(X)","28.9","(X)","24.6","(X)","85434","4896","77580","4305","31903","9076","18526","1133","10114","2404","6658","1290","22587","2701","91899","6445","56105","10591","72825","9822","117386","14085","77589","8994","127070","23976","135966","42635","29795","1577","39778","3574","28284","10765","N","N","29403","3014","16629","2548","52511","44006","20879","2864","19888","5023","41849","4001","(X)","(X)","(X)","(X)","(X)","(X)","54303","1731","82.7","1.8","26.8","2.4","34.0","2.3","5.4","1.6","3.0","1.1","19.7"
"0500000US16001","Ada County, Idaho","1.4","106650","3578","14.0","1.9","30.7","2.3","36.5","2.5","9.3","2.0","7.7","1.5","1.8","1.0","426236","*****","91.2","0.6","1.4","0.3","0.7","0.3","3.1","0.6","0.0","0.1","1.2","0.5","2.4","0.7","7.7","*****","85.4","0.1","31.5","(X)","31.4","(X)","26.1","(X)","78548","3889","78841","3596","20714","6678","19564","777","10570","1695","2817","875","22942","2524","93426","5536","53548","6780","78076","7824","118405","12034","72423","8820","132318","18831","101030","45262","30313","1530","31321","1617","25560","16301","20590","5473","23828","9516","N","N","13647","5024","14065","6759","16089","2965","32305","1685","(X)","(X)","(X)","(X)","(X)","(X)","159896","2139","80.9","1.3","22.6","1.7","24.8","1.1","3.2","0.8","2.9","0.7","17.0"
"0500000US16005","Bannock County, Idaho","3.3","20919","1268","13.9","3.3","33.9","4.4","34.0","4.9","9.6","3.3","7.1","2.5","1.4","0.9","83347","*****","91.0","0.9","0.6","0.3","2.5","0.9","1.4","0.6","0.2","0.2","0.3","0.2","4.1","1.1","8.0","*****","85.0","0.2","27.6","(X)","26.9","(X)","21.5","(X)","59314","5008","56174","4834","15286","8527","17750","1006","10161","2217","2649","1146","16845","2654","71036","6524","50512","10871","53292","7063","89895","11842","55054","15851","114911","43180","132780","22687","21898","1757","22953","1853","20197","11586","13812","7171","16467","5042","N","N","N","N","6564","2342","13354","3244","23527","1935","(X)","(X)","(X)","(X)","(X)","(X)","30240","1059","78.4","3.0","23.8","3.3","34.1","3.5","5.6","1.6","2.9","1.2","20.1"
