race,date,meanIncome,county,MOE
Mixed,2012,14484,Albany,4907
Mixed,2012,13094,Bronx,1670
Mixed,2012,15410,Broome,5725
Mixed,2012,8324,Cattaraugus,2841
Mixed,2012,9699,Cayuga,3972
Mixed,2012,4827,Chautauqua,1995
Mixed,2012,6815,Chemung,4209
Mixed,2012,15659,Clinton,12633
Mixed,2012,13293,Dutchess,5258
Mixed,2012,13657,Erie,2606
Mixed,2012,16003,Jefferson,6556
Mixed,2012,20728,Kings,3360
Mixed,2012,7931,Livingston,4508
Mixed,2012,5378,Madison,4059
Mixed,2012,9016,Monroe,1894
Mixed,2012,21254,Nassau,4250
Mixed,2012,23616,New York,4242
Mixed,2012,11336,Niagara,4841
Mixed,2012,9195,Oneida,3222
Mixed,2012,11350,Onondaga,2587
Mixed,2012,15974,Ontario,7488
Mixed,2012,19034,Orange,7807
Mixed,2012,12588,Oswego,6176
Mixed,2012,15930,Putnam,10872
Mixed,2012,19885,Queens,2123
Mixed,2012,13048,Rensselaer,3904
Mixed,2012,25182,Richmond,5753
Mixed,2012,22532,Rockland,6228
Mixed,2012,8961,St. Lawrence,3118
Mixed,2012,17233,Saratoga,7444
Mixed,2012,9940,Schenectady,3210
Mixed,2012,6616,Steuben,4062
Mixed,2012,14123,Suffolk,2022
Mixed,2012,13752,Sullivan,9529
Mixed,2012,3052,Tompkins,2374
Mixed,2012,8723,Ulster,2534
Mixed,2012,12152,Warren,7212
Mixed,2012,0,Wayne,0
Mixed,2012,20898,Westchester,6024
Black,2012,18479,Albany,2128
Black,2012,17726,Bronx,497
Black,2012,13490,Broome,2511
Black,2012,13839,Cattaraugus,4560
Black,2012,12305,Cayuga,6062
Black,2012,8110,Chautauqua,5337
Black,2012,10398,Chemung,3388
Black,2012,0,Clinton,0
Black,2012,21464,Dutchess,2443
Black,2012,15835,Erie,906
Black,2012,17381,Jefferson,4003
Black,2012,20165,Kings,494
Black,2012,7249,Livingston,3291
Black,2012,2843,Madison,1460
Black,2012,15753,Monroe,1240
Black,2012,26820,Nassau,1371
Black,2012,23199,New York,1565
Black,2012,13049,Niagara,2322
Black,2012,12935,Oneida,2635
Black,2012,15016,Onondaga,1283
Black,2012,15915,Ontario,5151
Black,2012,24628,Orange,2218
Black,2012,0,Oswego,0
Black,2012,35204,Putnam,10969
Black,2012,24197,Queens,717
Black,2012,18033,Rensselaer,3553
Black,2012,21716,Richmond,2321
Black,2012,24188,Rockland,2340
Black,2012,7904,St. Lawrence,3761
Black,2012,21520,Saratoga,6978
Black,2012,14631,Schenectady,2440
Black,2012,21218,Steuben,9870
Black,2012,24273,Suffolk,1151
Black,2012,13415,Sullivan,3737
Black,2012,9797,Tompkins,4259
Black,2012,23100,Ulster,4729
Black,2012,20600,Warren,16208
Black,2012,12785,Wayne,4773
Black,2012,25863,Westchester,1591
Latino,2012,17657,Albany,2261
Latino,2012,14182,Bronx,586
Latino,2012,9430,Broome,2709
Latino,2012,8991,Cattaraugus,4102
Latino,2012,7476,Cayuga,4912
Latino,2012,8324,Chautauqua,1457
Latino,2012,18089,Chemung,11993
Latino,2012,6843,Clinton,5627
Latino,2012,19293,Dutchess,3406
Latino,2012,13492,Erie,1825
Latino,2012,14118,Jefferson,2516
Latino,2012,16366,Kings,619
Latino,2012,5149,Livingston,1843
Latino,2012,5865,Madison,2848
Latino,2012,14618,Monroe,1473
Latino,2012,22002,Nassau,1230
Latino,2012,21827,New York,1754
Latino,2012,17635,Niagara,4571
Latino,2012,12054,Oneida,3790
Latino,2012,13964,Onondaga,2189
Latino,2012,15567,Ontario,5308
Latino,2012,19571,Orange,1556
Latino,2012,11716,Oswego,4436
Latino,2012,25672,Putnam,6656
Latino,2012,19083,Queens,493
Latino,2012,16106,Rensselaer,4038
Latino,2012,20127,Richmond,1601
Latino,2012,20801,Rockland,1734
Latino,2012,4038,St. Lawrence,3342
Latino,2012,16863,Saratoga,4628
Latino,2012,14931,Schenectady,4378
Latino,2012,16637,Steuben,9160
Latino,2012,19987,Suffolk,881
Latino,2012,15035,Sullivan,3673
Latino,2012,13835,Tompkins,6283
Latino,2012,14945,Ulster,2712
Latino,2012,7169,Warren,6230
Latino,2012,16071,Wayne,7696
Latino,2012,19599,Westchester,1147
Native,2012,12810,Albany,8857
Native,2012,12693,Bronx,2829
Native,2012,31420,Broome,25543
Native,2012,19421,Cattaraugus,4335
Native,2012,15109,Cayuga,10756
Native,2012,8639,Chautauqua,3039
Native,2012,0,Chemung,0
Native,2012,25223,Clinton,13605
Native,2012,22060,Dutchess,16147
Native,2012,16626,Erie,3175
Native,2012,0,Jefferson,0
Native,2012,13305,Kings,3525
Native,2012,0,Livingston,0
Native,2012,0,Madison,0
Native,2012,10743,Monroe,4147
Native,2012,24211,Nassau,6532
Native,2012,12197,New York,6538
Native,2012,17918,Niagara,4532
Native,2012,17120,Oneida,10832
Native,2012,21687,Onondaga,8558
Native,2012,13685,Ontario,10751
Native,2012,19023,Orange,11491
Native,2012,49448,Oswego,24569
Native,2012,16654,Putnam,5430
Native,2012,20601,Queens,4212
Native,2012,17137,Rensselaer,5876
Native,2012,14126,Richmond,8381
Native,2012,0,Rockland,0
Native,2012,8863,St. Lawrence,3347
Native,2012,0,Saratoga,0
Native,2012,0,Schenectady,0
Native,2012,0,Steuben,0
Native,2012,21834,Suffolk,10539
Native,2012,0,Sullivan,0
Native,2012,0,Tompkins,0
Native,2012,0,Ulster,0
Native,2012,0,Warren,0
Native,2012,0,Wayne,0
Native,2012,25028,Westchester,14742
Other,2012,17330,Albany,9097
Other,2012,13406,Bronx,731
Other,2012,8400,Broome,3312
Other,2012,0,Cattaraugus,0
Other,2012,0,Cayuga,0
Other,2012,10511,Chautauqua,3132
Other,2012,0,Chemung,0
Other,2012,0,Clinton,0
Other,2012,15048,Dutchess,3517
Other,2012,11312,Erie,2120
Other,2012,16253,Jefferson,4335
Other,2012,14621,Kings,831
Other,2012,0,Livingston,0
Other,2012,0,Madison,0
Other,2012,16064,Monroe,4798
Other,2012,18984,Nassau,1804
Other,2012,15115,New York,1297
Other,2012,0,Niagara,0
Other,2012,9977,Oneida,2615
Other,2012,9696,Onondaga,3775
Other,2012,0,Ontario,0
Other,2012,19559,Orange,2536
Other,2012,10230,Oswego,4247
Other,2012,33665,Putnam,15199
Other,2012,18226,Queens,758
Other,2012,0,Rensselaer,0
Other,2012,17402,Richmond,3485
Other,2012,18093,Rockland,2845
Other,2012,3141,St. Lawrence,2890
Other,2012,33247,Saratoga,18460
Other,2012,8395,Schenectady,2881
Other,2012,0,Steuben,0
Other,2012,16494,Suffolk,1434
Other,2012,9699,Sullivan,4885
Other,2012,0,Tompkins,0
Other,2012,9954,Ulster,3426
Other,2012,0,Warren,0
Other,2012,0,Wayne,0
Other,2012,18043,Westchester,1825
Islander,2012,0,Albany,0
Islander,2012,0,Bronx,0
Islander,2012,0,Broome,0
Islander,2012,0,Cattaraugus,0
Islander,2012,0,Cayuga,0
Islander,2012,0,Chautauqua,0
Islander,2012,0,Chemung,0
Islander,2012,0,Clinton,0
Islander,2012,0,Dutchess,0
Islander,2012,0,Erie,0
Islander,2012,0,Jefferson,0
Islander,2012,0,Kings,0
Islander,2012,0,Livingston,0
Islander,2012,0,Madison,0
Islander,2012,0,Monroe,0
Islander,2012,0,Nassau,0
Islander,2012,0,New York,0
Islander,2012,0,Niagara,0
Islander,2012,0,Oneida,0
Islander,2012,0,Onondaga,0
Islander,2012,0,Ontario,0
Islander,2012,0,Orange,0
Islander,2012,0,Oswego,0
Islander,2012,0,Putnam,0
Islander,2012,0,Queens,0
Islander,2012,0,Rensselaer,0
Islander,2012,0,Richmond,0
Islander,2012,0,Rockland,0
Islander,2012,0,St. Lawrence,0
Islander,2012,0,Saratoga,0
Islander,2012,0,Schenectady,0
Islander,2012,0,Steuben,0
Islander,2012,0,Suffolk,0
Islander,2012,0,Sullivan,0
Islander,2012,0,Tompkins,0
Islander,2012,0,Ulster,0
Islander,2012,0,Warren,0
Islander,2012,0,Wayne,0
Islander,2012,0,Westchester,0
White,2013,35845,Albany,1560
White,2013,26251,Bronx,1252
White,2013,26350,Broome,1385
White,2013,22988,Cattaraugus,1372
White,2013,27170,Cayuga,1476
White,2013,22963,Chautauqua,1255
White,2013,27458,Chemung,2165
White,2013,25956,Clinton,2344
White,2013,36152,Dutchess,1390
White,2013,31211,Erie,592
White,2013,24252,Jefferson,1627
White,2013,34264,Kings,787
White,2013,25615,Livingston,1341
White,2013,25956,Madison,1773
White,2013,33146,Monroe,962
White,2013,48038,Nassau,830
White,2013,88123,New York,4272
White,2013,27230,Niagara,1542
White,2013,24952,Oneida,925
White,2013,32086,Onondaga,1072
White,2013,31574,Ontario,2129
White,2013,34047,Orange,2188
White,2013,23541,Oswego,1074
White,2013,41063,Putnam,2912
White,2013,31294,Queens,731
White,2013,30460,Rensselaer,1418
White,2013,35046,Richmond,1431
White,2013,36178,Rockland,1950
White,2013,22432,St. Lawrence,1833
White,2013,35917,Saratoga,1269
White,2013,29936,Schenectady,1526
White,2013,26178,Steuben,2003
White,2013,40104,Suffolk,845
White,2013,25411,Sullivan,2456
White,2013,27849,Tompkins,2380
White,2013,31770,Ulster,1581
White,2013,0,Warren,0
White,2013,24773,Wayne,1261
White,2013,57934,Westchester,2062
All,2013,32367,Albany,1357
All,2013,17907,Bronx,429
All,2013,24992,Broome,1276
All,2013,22369,Cattaraugus,1354
All,2013,25909,Cayuga,1402
All,2013,22058,Chautauqua,1165
All,2013,25674,Chemung,2080
All,2013,24575,Clinton,2180
All,2013,33716,Dutchess,1157
All,2013,28182,Erie,506
All,2013,22784,Jefferson,1396
All,2013,26641,Kings,503
All,2013,24486,Livingston,1296
All,2013,25560,Madison,1877
All,2013,28824,Monroe,755
All,2013,42183,Nassau,745
All,2013,63336,New York,2591
All,2013,25710,Niagara,1370
All,2013,23226,Oneida,837
All,2013,29022,Onondaga,935
All,2013,30405,Ontario,2073
All,2013,30587,Orange,1576
All,2013,23101,Oswego,1050
All,2013,40315,Putnam,2631
All,2013,26463,Queens,402
All,2013,28844,Rensselaer,1366
All,2013,32375,Richmond,1210
All,2013,33429,Rockland,1450
All,2013,21771,St. Lawrence,1727
All,2013,35265,Saratoga,1349
All,2013,26833,Schenectady,1223
All,2013,26121,Steuben,1951
All,2013,36639,Suffolk,676
All,2013,24141,Sullivan,2141
All,2013,26677,Tompkins,2143
All,2013,29821,Ulster,1368
All,2013,31671,Warren,2676
All,2013,23882,Wayne,1180
All,2013,47305,Westchester,1298
Asian,2013,23811,Albany,4852
Asian,2013,19106,Bronx,2169
Asian,2013,32101,Broome,10012
Asian,2013,11626,Cattaraugus,6049
Asian,2013,16161,Cayuga,13825
Asian,2013,8917,Chautauqua,6264
Asian,2013,24446,Chemung,19251
Asian,2013,16691,Clinton,9554
Asian,2013,42668,Dutchess,9813
Asian,2013,29093,Erie,5998
Asian,2013,24706,Jefferson,6952
Asian,2013,22653,Kings,1112
Asian,2013,20501,Livingston,14129
Asian,2013,0,Madison,0
Asian,2013,23504,Monroe,3827
Asian,2013,41294,Nassau,3199
Asian,2013,60995,New York,5200
Asian,2013,20715,Niagara,10750
Asian,2013,18260,Oneida,5844
Asian,2013,19823,Onondaga,3810
Asian,2013,27200,Ontario,25240
Asian,2013,26739,Orange,5209
Asian,2013,19167,Oswego,16592
Asian,2013,28451,Putnam,6669
Asian,2013,24415,Queens,840
Asian,2013,19303,Rensselaer,8050
Asian,2013,32153,Richmond,3727
Asian,2013,40815,Rockland,6377
Asian,2013,0,St. Lawrence,0
Asian,2013,33038,Saratoga,13556
Asian,2013,19865,Schenectady,4245
Asian,2013,38642,Steuben,16976
Asian,2013,34319,Suffolk,4381
Asian,2013,32015,Sullivan,14275
Asian,2013,17726,Tompkins,4978
Asian,2013,33065,Ulster,18175
Asian,2013,0,Warren,0
Asian,2013,24653,Wayne,14618
Asian,2013,48857,Westchester,5978
Mixed,2013,14971,Albany,4258
Mixed,2013,16014,Bronx,1870
Mixed,2013,6338,Broome,2563
Mixed,2013,9427,Cattaraugus,4704
Mixed,2013,7424,Cayuga,6642
Mixed,2013,10226,Chautauqua,5713
Mixed,2013,8187,Chemung,5691
Mixed,2013,6711,Clinton,3628
Mixed,2013,9463,Dutchess,2597
Mixed,2013,14505,Erie,3941
Mixed,2013,7265,Jefferson,2728
Mixed,2013,25428,Kings,7346
Mixed,2013,0,Livingston,0
Mixed,2013,7437,Madison,7720
Mixed,2013,10281,Monroe,2173
Mixed,2013,16723,Nassau,1989
Mixed,2013,32574,New York,6085
Mixed,2013,14057,Niagara,6738
Mixed,2013,8096,Oneida,2956
Mixed,2013,13121,Onondaga,3831
Mixed,2013,11435,Ontario,6883
Mixed,2013,13927,Orange,3591
Mixed,2013,10314,Oswego,2744
Mixed,2013,0,Putnam,0
Mixed,2013,19370,Queens,1812
Mixed,2013,16416,Rensselaer,6321
Mixed,2013,18759,Richmond,4882
Mixed,2013,23571,Rockland,6873
Mixed,2013,8809,St. Lawrence,4480
Mixed,2013,12290,Saratoga,6634
Mixed,2013,10258,Schenectady,5750
Mixed,2013,5844,Steuben,2698
Mixed,2013,15572,Suffolk,2047
Mixed,2013,15650,Sullivan,6517
Mixed,2013,16632,Tompkins,6683
Mixed,2013,10391,Ulster,5713
Mixed,2013,0,Warren,0
Mixed,2013,5238,Wayne,3940
Mixed,2013,26572,Westchester,7016
Black,2013,20479,Albany,4143
Black,2013,17770,Bronx,624
Black,2013,10096,Broome,2215
Black,2013,25379,Cattaraugus,21965
Black,2013,10722,Cayuga,5102
Black,2013,8065,Chautauqua,3026
Black,2013,9996,Chemung,4537
Black,2013,0,Clinton,0
Black,2013,24099,Dutchess,2512
Black,2013,15796,Erie,868
Black,2013,18781,Jefferson,3599
Black,2013,21501,Kings,646
Black,2013,6833,Livingston,4948
Black,2013,2727,Madison,1829
Black,2013,15047,Monroe,947
Black,2013,28777,Nassau,1839
Black,2013,21620,New York,1479
Black,2013,13905,Niagara,1848
Black,2013,12336,Oneida,2130
Black,2013,16839,Onondaga,2570
Black,2013,13824,Ontario,5288
Black,2013,23773,Orange,2699
Black,2013,26214,Oswego,13288
Black,2013,39631,Putnam,10637
Black,2013,24092,Queens,594
Black,2013,18427,Rensselaer,4440
Black,2013,23110,Richmond,2973
Black,2013,26332,Rockland,2340
Black,2013,0,St. Lawrence,0
Black,2013,29018,Saratoga,10343
Black,2013,14027,Schenectady,2543
Black,2013,37248,Steuben,15503
Black,2013,22475,Suffolk,1270
Black,2013,13107,Sullivan,2394
Black,2013,32966,Tompkins,17110
Black,2013,16225,Ulster,3874
Black,2013,0,Warren,0
Black,2013,15819,Wayne,5130
Black,2013,26934,Westchester,1817
Latino,2013,17224,Albany,3951
Latino,2013,14369,Bronx,451
Latino,2013,9565,Broome,1994
Latino,2013,9565,Cattaraugus,2922
Latino,2013,9406,Cayuga,6057
Latino,2013,11306,Chautauqua,2477
Latino,2013,15570,Chemung,5982
Latino,2013,17391,Clinton,12143
Latino,2013,15985,Dutchess,1767
Latino,2013,15801,Erie,2137
Latino,2013,21660,Jefferson,4584
Latino,2013,17225,Kings,836
Latino,2013,5284,Livingston,2672
Latino,2013,8586,Madison,5878
Latino,2013,13660,Monroe,1539
Latino,2013,22650,Nassau,1250
Latino,2013,20028,New York,975
Latino,2013,16226,Niagara,6009
Latino,2013,7831,Oneida,1623
Latino,2013,17913,Onondaga,3220
Latino,2013,9595,Ontario,3254
Latino,2013,21397,Orange,1832
Latino,2013,11543,Oswego,7885
Latino,2013,27678,Putnam,4445
Latino,2013,20082,Queens,786
Latino,2013,13218,Rensselaer,3517
Latino,2013,21288,Richmond,2215
Latino,2013,20562,Rockland,2764
Latino,2013,0,St. Lawrence,0
Latino,2013,22148,Saratoga,7008
Latino,2013,9895,Schenectady,3195
Latino,2013,0,Steuben,0
Latino,2013,21009,Suffolk,1129
Latino,2013,12168,Sullivan,2749
Latino,2013,13587,Tompkins,2848
Latino,2013,19484,Ulster,4621
Latino,2013,0,Warren,0
Latino,2013,11140,Wayne,3063
Latino,2013,20483,Westchester,1121
Native,2013,34763,Albany,10416
Native,2013,30911,Bronx,14834
Native,2013,11273,Broome,8819
Native,2013,14250,Cattaraugus,3960
Native,2013,9208,Cayuga,6105
Native,2013,22667,Chautauqua,14912
Native,2013,8548,Chemung,6833
Native,2013,0,Clinton,0
Native,2013,14644,Dutchess,10541
Native,2013,12501,Erie,2951
Native,2013,0,Jefferson,0
Native,2013,17766,Kings,4622
Native,2013,0,Livingston,0
Native,2013,36234,Madison,9736
Native,2013,17261,Monroe,4661
Native,2013,20188,Nassau,4880
Native,2013,20660,New York,9550
Native,2013,11705,Niagara,5618
Native,2013,5686,Oneida,2128
Native,2013,12954,Onondaga,5677
Native,2013,11808,Ontario,3611
Native,2013,0,Orange,0
Native,2013,0,Oswego,0
Native,2013,0,Putnam,0
Native,2013,16703,Queens,6734
Native,2013,18229,Rensselaer,9124
Native,2013,13625,Richmond,11939
Native,2013,18328,Rockland,5500
Native,2013,13929,St. Lawrence,6989
Native,2013,0,Saratoga,0
Native,2013,8379,Schenectady,7011
Native,2013,0,Steuben,0
Native,2013,20081,Suffolk,7906
Native,2013,0,Sullivan,0
Native,2013,0,Tompkins,0
Native,2013,0,Ulster,0
Native,2013,0,Warren,0
Native,2013,12663,Wayne,21182
Native,2013,21285,Westchester,5701
Other,2013,11845,Albany,7380
Other,2013,13389,Bronx,559
Other,2013,11650,Broome,6332
Other,2013,0,Cattaraugus,0
Other,2013,0,Cayuga,0
Other,2013,8164,Chautauqua,6336
Other,2013,0,Chemung,0
Other,2013,0,Clinton,0
Other,2013,17933,Dutchess,3551
Other,2013,12844,Erie,2331
Other,2013,22196,Jefferson,5772
Other,2013,14801,Kings,1090
Other,2013,0,Livingston,0
Other,2013,0,Madison,0
Other,2013,13219,Monroe,4061
Other,2013,20047,Nassau,1883
Other,2013,14844,New York,997
Other,2013,15772,Niagara,8789
Other,2013,7503,Oneida,3510
Other,2013,14071,Onondaga,4333
Other,2013,9398,Ontario,6624
Other,2013,18644,Orange,2783
Other,2013,4585,Oswego,2773
Other,2013,22565,Putnam,11869
Other,2013,18834,Queens,1147
Other,2013,21588,Rensselaer,12700
Other,2013,13523,Richmond,3414
Other,2013,16392,Rockland,3647
Other,2013,7429,St. Lawrence,6750
Other,2013,0,Saratoga,0
Other,2013,19310,Schenectady,6376
Other,2013,10448,Steuben,6068
Other,2013,17169,Suffolk,1717
Other,2013,20481,Sullivan,7053
Other,2013,27540,Tompkins,13244
Other,2013,17079,Ulster,7665
Other,2013,0,Warren,0
Other,2013,13019,Wayne,6920
Other,2013,16601,Westchester,1076
Islander,2013,0,Albany,0
Islander,2013,25555,Bronx,4434
Islander,2013,0,Broome,0
Islander,2013,0,Cattaraugus,0
Islander,2013,0,Cayuga,0
Islander,2013,0,Chautauqua,0
Islander,2013,0,Chemung,0
Islander,2013,0,Clinton,0
Islander,2013,0,Dutchess,0
Islander,2013,24043,Erie,4722
Islander,2013,0,Jefferson,0
Islander,2013,0,Kings,0
Islander,2013,0,Livingston,0
Islander,2013,0,Madison,0
Islander,2013,0,Monroe,0
Islander,2013,0,Nassau,0
Islander,2013,28069,New York,19867
Islander,2013,0,Niagara,0
Islander,2013,0,Oneida,0
Islander,2013,0,Onondaga,0
Islander,2013,0,Ontario,0
Islander,2013,0,Orange,0
Islander,2013,0,Oswego,0
Islander,2013,0,Putnam,0
Islander,2013,22137,Queens,3476
Islander,2013,0,Rensselaer,0
Islander,2013,0,Richmond,0
Islander,2013,0,Rockland,0
Islander,2013,0,St. Lawrence,0
Islander,2013,0,Saratoga,0
Islander,2013,0,Schenectady,0
Islander,2013,0,Steuben,0
Islander,2013,33500,Suffolk,14153
Islander,2013,0,Sullivan,0
Islander,2013,0,Tompkins,0
Islander,2013,0,Ulster,0
Islander,2013,0,Warren,0
Islander,2013,0,Wayne,0
Islander,2013,0,Westchester,0
White,2014,37089,Albany,1515
White,2014,26884,Bronx,1256
White,2014,25999,Broome,1166
White,2014,23031,Cattaraugus,927
White,2014,27051,Cayuga,1300
White,2014,22954,Chautauqua,947
White,2014,27241,Chemung,1573
White,2014,26664,Clinton,1746
White,2014,36041,Dutchess,1555
White,2014,32457,Erie,944
White,2014,25348,Jefferson,1450
White,2014,35907,Kings,848
White,2014,24129,Livingston,1406
White,2014,26601,Madison,2183
White,2014,33067,Monroe,833
White,2014,50006,Nassau,1090
White,2014,89528,New York,2679
White,2014,28346,Niagara,1306
White,2014,27910,Oneida,1450
White,2014,32198,Onondaga,1023
White,2014,31279,Ontario,2145
White,2014,31956,Orange,944
White,2014,24228,Oswego,1003
White,2014,41875,Putnam,2962
White,2014,31986,Queens,785
White,2014,33266,Rensselaer,2342
White,2014,34290,Richmond,1314
White,2014,37367,Rockland,1672
White,2014,22877,St. Lawrence,1300
White,2014,36629,Saratoga,1657
White,2014,32468,Schenectady,2398
White,2014,24566,Steuben,1434
White,2014,40690,Suffolk,703
White,2014,27973,Sullivan,2442
White,2014,32200,Tompkins,2373
White,2014,33274,Ulster,2172
White,2014,0,Warren,0
White,2014,25384,Wayne,1307
White,2014,57896,Westchester,1807
All,2014,33008,Albany,1295
All,2014,18158,Bronx,410
All,2014,24270,Broome,957
All,2014,22930,Cattaraugus,945
All,2014,25458,Cayuga,1300
All,2014,22005,Chautauqua,897
All,2014,26159,Chemung,1466
All,2014,24992,Clinton,1619
All,2014,33455,Dutchess,1457
All,2014,29188,Erie,917
All,2014,24054,Jefferson,1179
All,2014,27059,Kings,418
All,2014,23455,Livingston,1356
All,2014,26021,Madison,2081
All,2014,29614,Monroe,797
All,2014,43556,Nassau,839
All,2014,64618,New York,1758
All,2014,26483,Niagara,1119
All,2014,26103,Oneida,1261
All,2014,28897,Onondaga,814
All,2014,30148,Ontario,2013
All,2014,29507,Orange,833
All,2014,23669,Oswego,964
All,2014,41648,Putnam,2762
All,2014,26572,Queens,466
All,2014,30536,Rensselaer,2043
All,2014,31611,Richmond,1206
All,2014,35077,Rockland,1745
All,2014,21999,St. Lawrence,1231
All,2014,36402,Saratoga,1631
All,2014,28865,Schenectady,1922
All,2014,24756,Steuben,1420
All,2014,37295,Suffolk,593
All,2014,26210,Sullivan,2108
All,2014,28648,Tompkins,2007
All,2014,30870,Ulster,1988
All,2014,30527,Warren,2897
All,2014,24631,Wayne,1317
All,2014,48466,Westchester,1308
Asian,2014,27960,Albany,6271
Asian,2014,19351,Bronx,1856
Asian,2014,18811,Broome,7419
Asian,2014,71319,Cattaraugus,24513
Asian,2014,0,Cayuga,0
Asian,2014,0,Chautauqua,0
Asian,2014,61713,Chemung,30137
Asian,2014,11932,Clinton,12361
Asian,2014,36904,Dutchess,6224
Asian,2014,18970,Erie,3586
Asian,2014,24825,Jefferson,12811
Asian,2014,22077,Kings,1155
Asian,2014,9118,Livingston,5234
Asian,2014,25945,Madison,15583
Asian,2014,34927,Monroe,8702
Asian,2014,42264,Nassau,3209
Asian,2014,65878,New York,6691
Asian,2014,11492,Niagara,4199
Asian,2014,15373,Oneida,5671
Asian,2014,18420,Onondaga,5004
Asian,2014,15257,Ontario,17693
Asian,2014,39492,Orange,11391
Asian,2014,28555,Oswego,15627
Asian,2014,87032,Putnam,34741
Asian,2014,23421,Queens,793
Asian,2014,12341,Rensselaer,4029
Asian,2014,32872,Richmond,8274
Asian,2014,44117,Rockland,5224
Asian,2014,15512,St. Lawrence,5372
Asian,2014,44750,Saratoga,13141
Asian,2014,21688,Schenectady,8455
Asian,2014,48128,Steuben,29164
Asian,2014,35375,Suffolk,4577
Asian,2014,52931,Sullivan,46585
Asian,2014,18127,Tompkins,4182
Asian,2014,16071,Ulster,8608
Asian,2014,0,Warren,0
Asian,2014,11015,Wayne,6020
Asian,2014,53093,Westchester,5882
Mixed,2014,9411,Albany,2764
Mixed,2014,18648,Bronx,4320
Mixed,2014,8095,Broome,3833
Mixed,2014,14052,Cattaraugus,6204
Mixed,2014,7035,Cayuga,4249
Mixed,2014,5704,Chautauqua,3427
Mixed,2014,5575,Chemung,3170
Mixed,2014,0,Clinton,0
Mixed,2014,16635,Dutchess,4741
Mixed,2014,12190,Erie,1994
Mixed,2014,8988,Jefferson,3336
Mixed,2014,20586,Kings,2273
Mixed,2014,18475,Livingston,11437
Mixed,2014,0,Madison,0
Mixed,2014,15344,Monroe,4408
Mixed,2014,20892,Nassau,2969
Mixed,2014,27937,New York,5220
Mixed,2014,8878,Niagara,3878
Mixed,2014,18054,Oneida,10744
Mixed,2014,10248,Onondaga,2863
Mixed,2014,12281,Ontario,5382
Mixed,2014,13830,Orange,3808
Mixed,2014,8494,Oswego,2803
Mixed,2014,24195,Putnam,13850
Mixed,2014,21357,Queens,2100
Mixed,2014,7577,Rensselaer,3089
Mixed,2014,11598,Richmond,5519
Mixed,2014,16066,Rockland,4604
Mixed,2014,5142,St. Lawrence,3248
Mixed,2014,27081,Saratoga,8495
Mixed,2014,13194,Schenectady,5295
Mixed,2014,15209,Steuben,4785
Mixed,2014,14196,Suffolk,1810
Mixed,2014,9867,Sullivan,5104
Mixed,2014,0,Tompkins,0
Mixed,2014,15632,Ulster,5748
Mixed,2014,0,Warren,0
Mixed,2014,7422,Wayne,4605
Mixed,2014,24076,Westchester,5255
Black,2014,18712,Albany,2030
Black,2014,18784,Bronx,595
Black,2014,11235,Broome,2558
Black,2014,16045,Cattaraugus,5883
Black,2014,7786,Cayuga,3884
Black,2014,11090,Chautauqua,3747
Black,2014,11434,Chemung,3314
Black,2014,7737,Clinton,4375
Black,2014,24971,Dutchess,5349
Black,2014,19376,Erie,3593
Black,2014,18432,Jefferson,5527
Black,2014,21226,Kings,531
Black,2014,11147,Livingston,3822
Black,2014,5217,Madison,4654
Black,2014,16101,Monroe,2327
Black,2014,29130,Nassau,1331
Black,2014,23860,New York,1542
Black,2014,14359,Niagara,2157
Black,2014,13977,Oneida,2618
Black,2014,15432,Onondaga,1554
Black,2014,12306,Ontario,3654
Black,2014,25229,Orange,2612
Black,2014,16341,Oswego,10037
Black,2014,30481,Putnam,13277
Black,2014,24911,Queens,924
Black,2014,16375,Rensselaer,3336
Black,2014,22316,Richmond,2482
Black,2014,32556,Rockland,9825
Black,2014,6262,St. Lawrence,4037
Black,2014,24263,Saratoga,9528
Black,2014,14879,Schenectady,2531
Black,2014,23053,Steuben,6198
Black,2014,24760,Suffolk,1531
Black,2014,18398,Sullivan,5287
Black,2014,6461,Tompkins,3119
Black,2014,16341,Ulster,4716
Black,2014,0,Warren,0
Black,2014,21593,Wayne,13867
Black,2014,27661,Westchester,2058
Latino,2014,19878,Albany,3215
Latino,2014,14623,Bronx,542
Latino,2014,12336,Broome,3898
Latino,2014,8948,Cattaraugus,4408
Latino,2014,10586,Cayuga,10359
Latino,2014,9841,Chautauqua,1931
Latino,2014,14567,Chemung,11172
Latino,2014,4845,Clinton,3273
Latino,2014,22401,Dutchess,2871
Latino,2014,13787,Erie,1653
Latino,2014,10874,Jefferson,2140
Latino,2014,17908,Kings,728
Latino,2014,10438,Livingston,4687
Latino,2014,4980,Madison,3387
Latino,2014,14344,Monroe,1541
Latino,2014,23295,Nassau,1353
Latino,2014,21614,New York,1264
Latino,2014,11291,Niagara,3528
Latino,2014,9962,Oneida,1889
Latino,2014,14337,Onondaga,2273
Latino,2014,15028,Ontario,3848
Latino,2014,20619,Orange,1891
Latino,2014,13471,Oswego,4970
Latino,2014,21410,Putnam,3612
Latino,2014,20040,Queens,627
Latino,2014,11990,Rensselaer,3434
Latino,2014,21986,Richmond,1995
Latino,2014,20937,Rockland,1782
Latino,2014,8038,St. Lawrence,5202
Latino,2014,21864,Saratoga,3776
Latino,2014,12773,Schenectady,2671
Latino,2014,14883,Steuben,7087
