race,date,meanIncome,county,MOE
Latino,2014,21728,Suffolk,1218
Latino,2014,18375,Sullivan,4000
Latino,2014,13034,Tompkins,3999
Latino,2014,13954,Ulster,2063
Latino,2014,0,Warren,0
Latino,2014,15305,Wayne,6448
Latino,2014,23822,Westchester,1518
Native,2014,43796,Albany,11727
Native,2014,20205,Bronx,5042
Native,2014,10284,Broome,4260
Native,2014,15615,Cattaraugus,3112
Native,2014,0,Cayuga,0
Native,2014,0,Chautauqua,0
Native,2014,0,Chemung,0
Native,2014,0,Clinton,0
Native,2014,22801,Dutchess,14918
Native,2014,13877,Erie,2812
Native,2014,52241,Jefferson,33963
Native,2014,19800,Kings,7292
Native,2014,0,Livingston,0
Native,2014,15924,Madison,7981
Native,2014,13645,Monroe,4610
Native,2014,15156,Nassau,7229
Native,2014,20326,New York,5167
Native,2014,15027,Niagara,3376
Native,2014,24119,Oneida,15283
Native,2014,27818,Onondaga,10121
Native,2014,0,Ontario,0
Native,2014,31126,Orange,18713
Native,2014,41484,Oswego,29686
Native,2014,0,Putnam,0
Native,2014,23137,Queens,3783
Native,2014,0,Rensselaer,0
Native,2014,0,Richmond,0
Native,2014,0,Rockland,0
Native,2014,16424,St. Lawrence,8587
Native,2014,0,Saratoga,0
Native,2014,0,Schenectady,0
Native,2014,13606,Steuben,776
Native,2014,22626,Suffolk,8117
Native,2014,0,Sullivan,0
Native,2014,0,Tompkins,0
Native,2014,0,Ulster,0
Native,2014,0,Warren,0
Native,2014,0,Wayne,0
Native,2014,20268,Westchester,5229
Other,2014,16882,Albany,5263
Other,2014,13023,Bronx,583
Other,2014,11650,Broome,8112
Other,2014,8134,Cattaraugus,4212
Other,2014,0,Cayuga,0
Other,2014,8396,Chautauqua,3520
Other,2014,0,Chemung,0
Other,2014,0,Clinton,0
Other,2014,15709,Dutchess,4376
Other,2014,11219,Erie,2046
Other,2014,9901,Jefferson,3060
Other,2014,15590,Kings,1188
Other,2014,0,Livingston,0
Other,2014,0,Madison,0
Other,2014,15885,Monroe,4929
Other,2014,16483,Nassau,1259
Other,2014,17027,New York,1297
Other,2014,9807,Niagara,7506
Other,2014,7424,Oneida,2342
Other,2014,16884,Onondaga,5503
Other,2014,25354,Ontario,12990
Other,2014,17837,Orange,2696
Other,2014,8626,Oswego,9516
Other,2014,23933,Putnam,8030
Other,2014,18931,Queens,841
Other,2014,15158,Rensselaer,6521
Other,2014,16944,Richmond,3192
Other,2014,18100,Rockland,2839
Other,2014,13450,St. Lawrence,7961
Other,2014,25502,Saratoga,10253
Other,2014,14046,Schenectady,3929
Other,2014,0,Steuben,0
Other,2014,17827,Suffolk,1941
Other,2014,15314,Sullivan,9058
Other,2014,17664,Tompkins,10140
Other,2014,15475,Ulster,4602
Other,2014,0,Warren,0
Other,2014,0,Wayne,0
Other,2014,20379,Westchester,1998
Islander,2014,0,Albany,0
Islander,2014,16434,Bronx,5942
Islander,2014,0,Broome,0
Islander,2014,0,Cattaraugus,0
Islander,2014,0,Cayuga,0
Islander,2014,0,Chautauqua,0
Islander,2014,0,Chemung,0
Islander,2014,0,Clinton,0
Islander,2014,0,Dutchess,0
Islander,2014,24821,Erie,18748
Islander,2014,0,Jefferson,0
Islander,2014,35167,Kings,22644
Islander,2014,0,Livingston,0
Islander,2014,0,Madison,0
Islander,2014,0,Monroe,0
Islander,2014,0,Nassau,0
Islander,2014,0,New York,0
Islander,2014,0,Niagara,0
Islander,2014,0,Oneida,0
Islander,2014,0,Onondaga,0
Islander,2014,0,Ontario,0
Islander,2014,0,Orange,0
Islander,2014,0,Oswego,0
Islander,2014,0,Putnam,0
Islander,2014,8972,Queens,3984
Islander,2014,0,Rensselaer,0
Islander,2014,0,Richmond,0
Islander,2014,0,Rockland,0
Islander,2014,0,St. Lawrence,0
Islander,2014,0,Saratoga,0
Islander,2014,0,Schenectady,0
Islander,2014,0,Steuben,0
Islander,2014,0,Suffolk,0
Islander,2014,0,Sullivan,0
Islander,2014,0,Tompkins,0
Islander,2014,0,Ulster,0
Islander,2014,0,Warren,0
Islander,2014,0,Wayne,0
Islander,2014,0,Westchester,0
White,2015,37346,Albany,1390
White,2015,26372,Bronx,1606
White,2015,27389,Broome,1146
White,2015,22039,Cattaraugus,945
White,2015,28866,Cayuga,1692
White,2015,24460,Chautauqua,1225
White,2015,28099,Chemung,1951
White,2015,23497,Clinton,1190
White,2015,36974,Dutchess,1559
White,2015,33253,Erie,856
White,2015,25048,Jefferson,1166
White,2015,37631,Kings,1009
White,2015,26411,Livingston,1644
White,2015,28176,Madison,1798
White,2015,34078,Monroe,766
White,2015,50722,Nassau,1264
White,2015,92081,New York,3342
White,2015,29468,Niagara,1311
White,2015,29028,Oneida,1958
White,2015,33471,Onondaga,967
White,2015,35257,Ontario,3554
White,2015,34078,Orange,1296
White,2015,24304,Oswego,1252
White,2015,41646,Putnam,2300
White,2015,33768,Queens,684
White,2015,35059,Rensselaer,1626
White,2015,34253,Richmond,1001
White,2015,38169,Rockland,1779
White,2015,22814,St. Lawrence,1321
White,2015,36346,Saratoga,1243
White,2015,33444,Schenectady,2033
White,2015,27478,Steuben,2132
White,2015,41856,Suffolk,977
White,2015,32295,Sullivan,2865
White,2015,32425,Tompkins,2404
White,2015,32424,Ulster,1661
White,2015,0,Warren,0
White,2015,27587,Wayne,1527
White,2015,60191,Westchester,2132
All,2015,33551,Albany,1555
All,2015,18880,Bronx,441
All,2015,25783,Broome,1122
All,2015,21270,Cattaraugus,945
All,2015,27232,Cayuga,1606
All,2015,23578,Chautauqua,1159
All,2015,26372,Chemung,1851
All,2015,22553,Clinton,1091
All,2015,34269,Dutchess,1251
All,2015,29594,Erie,675
All,2015,23872,Jefferson,1039
All,2015,28898,Kings,454
All,2015,25288,Livingston,1553
All,2015,27551,Madison,1881
All,2015,30073,Monroe,557
All,2015,44358,Nassau,795
All,2015,67255,New York,2102
All,2015,27529,Niagara,1150
All,2015,27216,Oneida,1744
All,2015,30691,Onondaga,885
All,2015,33987,Ontario,3355
All,2015,31609,Orange,999
All,2015,23949,Oswego,1184
All,2015,39455,Putnam,2020
All,2015,27778,Queens,412
All,2015,32551,Rensselaer,1393
All,2015,31284,Richmond,812
All,2015,34662,Rockland,1329
All,2015,21718,St. Lawrence,1248
All,2015,36182,Saratoga,1219
All,2015,29998,Schenectady,1632
All,2015,27080,Steuben,2058
All,2015,38599,Suffolk,725
All,2015,28292,Sullivan,2235
All,2015,29738,Tompkins,2095
All,2015,30010,Ulster,1480
All,2015,30178,Warren,2342
All,2015,26766,Wayne,1464
All,2015,50046,Westchester,1405
Asian,2015,26624,Albany,4698
Asian,2015,20849,Bronx,2190
Asian,2015,19315,Broome,6465
Asian,2015,18528,Cattaraugus,12809
Asian,2015,47249,Cayuga,21067
Asian,2015,23340,Chautauqua,17616
Asian,2015,29946,Chemung,15591
Asian,2015,27668,Clinton,10587
Asian,2015,47883,Dutchess,8183
Asian,2015,22335,Erie,4006
Asian,2015,21940,Jefferson,13042
Asian,2015,25016,Kings,1169
Asian,2015,18092,Livingston,14782
Asian,2015,0,Madison,0
Asian,2015,27570,Monroe,4524
Asian,2015,41544,Nassau,2718
Asian,2015,59775,New York,5379
Asian,2015,30832,Niagara,17136
Asian,2015,29077,Oneida,17506
Asian,2015,27803,Onondaga,8616
Asian,2015,22316,Ontario,13773
Asian,2015,46027,Orange,13925
Asian,2015,20758,Oswego,13505
Asian,2015,31917,Putnam,14304
Asian,2015,25091,Queens,819
Asian,2015,12267,Rensselaer,4346
Asian,2015,29164,Richmond,3450
Asian,2015,41587,Rockland,6167
Asian,2015,15442,St. Lawrence,7461
Asian,2015,40066,Saratoga,11322
Asian,2015,31565,Schenectady,12784
Asian,2015,35844,Steuben,10396
Asian,2015,35427,Suffolk,4676
Asian,2015,23473,Sullivan,7057
Asian,2015,25060,Tompkins,7094
Asian,2015,23815,Ulster,6539
Asian,2015,0,Warren,0
Asian,2015,0,Wayne,0
Asian,2015,53214,Westchester,5090
Mixed,2015,14473,Albany,3499
Mixed,2015,19823,Bronx,3270
Mixed,2015,7997,Broome,3756
Mixed,2015,9496,Cattaraugus,4306
Mixed,2015,0,Cayuga,0
Mixed,2015,4876,Chautauqua,2999
Mixed,2015,10502,Chemung,4084
Mixed,2015,8680,Clinton,4320
Mixed,2015,11598,Dutchess,4174
Mixed,2015,12595,Erie,3306
Mixed,2015,14554,Jefferson,7467
Mixed,2015,24114,Kings,3517
Mixed,2015,0,Livingston,0
Mixed,2015,0,Madison,0
Mixed,2015,12935,Monroe,2811
Mixed,2015,20009,Nassau,2288
Mixed,2015,34360,New York,5782
Mixed,2015,8091,Niagara,2761
Mixed,2015,8629,Oneida,3544
Mixed,2015,13314,Onondaga,2624
Mixed,2015,12783,Ontario,4562
Mixed,2015,17886,Orange,5203
Mixed,2015,11300,Oswego,3609
Mixed,2015,18019,Putnam,8180
Mixed,2015,22780,Queens,2330
Mixed,2015,8006,Rensselaer,3910
Mixed,2015,18761,Richmond,4349
Mixed,2015,21629,Rockland,6973
Mixed,2015,4135,St. Lawrence,2670
Mixed,2015,22177,Saratoga,8722
Mixed,2015,11965,Schenectady,3494
Mixed,2015,5530,Steuben,3336
Mixed,2015,18909,Suffolk,3512
Mixed,2015,12487,Sullivan,5012
Mixed,2015,7631,Tompkins,4950
Mixed,2015,13979,Ulster,4784
Mixed,2015,0,Warren,0
Mixed,2015,11147,Wayne,8882
Mixed,2015,20324,Westchester,4115
Black,2015,21253,Albany,9038
Black,2015,19573,Bronx,802
Black,2015,17548,Broome,4937
Black,2015,13970,Cattaraugus,12942
Black,2015,5964,Cayuga,2859
Black,2015,12265,Chautauqua,4529
Black,2015,12405,Chemung,4000
Black,2015,8832,Clinton,6137
Black,2015,22589,Dutchess,3019
Black,2015,16747,Erie,1078
Black,2015,15350,Jefferson,3659
Black,2015,22346,Kings,554
Black,2015,0,Livingston,0
Black,2015,17356,Madison,12022
Black,2015,15323,Monroe,858
Black,2015,31139,Nassau,2068
Black,2015,26593,New York,2083
Black,2015,13886,Niagara,2680
Black,2015,16056,Oneida,3919
Black,2015,18328,Onondaga,2751
Black,2015,14959,Ontario,6850
Black,2015,25286,Orange,2846
Black,2015,0,Oswego,0
Black,2015,12298,Putnam,6812
Black,2015,26179,Queens,871
Black,2015,22183,Rensselaer,4219
Black,2015,20496,Richmond,2288
Black,2015,26871,Rockland,2685
Black,2015,6730,St. Lawrence,3120
Black,2015,28805,Saratoga,9408
Black,2015,15809,Schenectady,3356
Black,2015,18673,Steuben,11464
Black,2015,25597,Suffolk,1655
Black,2015,13479,Sullivan,4445
Black,2015,16220,Tompkins,6776
Black,2015,16033,Ulster,4155
Black,2015,0,Warren,0
Black,2015,14967,Wayne,6875
Black,2015,29917,Westchester,2267
Latino,2015,16345,Albany,2337
Latino,2015,15473,Bronx,522
Latino,2015,18387,Broome,6745
Latino,2015,6127,Cattaraugus,2918
Latino,2015,14907,Cayuga,7962
Latino,2015,11708,Chautauqua,2978
Latino,2015,8172,Chemung,4453
Latino,2015,0,Clinton,0
Latino,2015,20195,Dutchess,1757
Latino,2015,16045,Erie,1765
Latino,2015,15612,Jefferson,3361
Latino,2015,18971,Kings,895
Latino,2015,10783,Livingston,6270
Latino,2015,0,Madison,0
Latino,2015,15072,Monroe,1379
Latino,2015,23158,Nassau,1196
Latino,2015,23647,New York,1536
Latino,2015,11583,Niagara,2620
Latino,2015,9180,Oneida,1374
Latino,2015,19809,Onondaga,4981
Latino,2015,12025,Ontario,2692
Latino,2015,20973,Orange,1245
Latino,2015,10615,Oswego,4034
Latino,2015,23902,Putnam,5585
Latino,2015,20912,Queens,674
Latino,2015,16619,Rensselaer,2820
Latino,2015,18482,Richmond,1428
Latino,2015,20960,Rockland,2057
Latino,2015,8519,St. Lawrence,5661
Latino,2015,31708,Saratoga,4690
Latino,2015,22240,Schenectady,5572
Latino,2015,11528,Steuben,6618
Latino,2015,20923,Suffolk,929
Latino,2015,13145,Sullivan,2900
Latino,2015,15259,Tompkins,4860
Latino,2015,18091,Ulster,3518
Latino,2015,10767,Warren,6952
Latino,2015,17699,Wayne,3250
Latino,2015,22712,Westchester,1715
Native,2015,11144,Albany,4164
Native,2015,15839,Bronx,3495
Native,2015,13278,Broome,8438
Native,2015,13642,Cattaraugus,3806
Native,2015,13181,Cayuga,5188
Native,2015,8510,Chautauqua,5751
Native,2015,0,Chemung,0
Native,2015,0,Clinton,0
Native,2015,0,Dutchess,0
Native,2015,12962,Erie,3424
Native,2015,24449,Jefferson,14415
Native,2015,18809,Kings,7123
Native,2015,0,Livingston,0
Native,2015,0,Madison,0
Native,2015,17635,Monroe,4965
Native,2015,24865,Nassau,9395
Native,2015,30797,New York,9818
Native,2015,16512,Niagara,8755
Native,2015,26492,Oneida,11392
Native,2015,35625,Onondaga,14679
Native,2015,0,Ontario,0
Native,2015,40163,Orange,29737
Native,2015,34356,Oswego,10446
Native,2015,0,Putnam,0
Native,2015,17808,Queens,3478
Native,2015,0,Rensselaer,0
Native,2015,39653,Richmond,19310
Native,2015,0,Rockland,0
Native,2015,21149,St. Lawrence,11068
Native,2015,0,Saratoga,0
Native,2015,0,Schenectady,0
Native,2015,0,Steuben,0
Native,2015,28522,Suffolk,19960
Native,2015,0,Sullivan,0
Native,2015,0,Tompkins,0
Native,2015,0,Ulster,0
Native,2015,0,Warren,0
Native,2015,20282,Wayne,19375
Native,2015,33602,Westchester,26656
Other,2015,13386,Albany,6127
Other,2015,14153,Bronx,662
Other,2015,13952,Broome,6633
Other,2015,0,Cattaraugus,0
Other,2015,0,Cayuga,0
Other,2015,14541,Chautauqua,6256
Other,2015,0,Chemung,0
Other,2015,0,Clinton,0
Other,2015,19017,Dutchess,3143
Other,2015,12989,Erie,2932
Other,2015,16926,Jefferson,8333
Other,2015,17465,Kings,1701
Other,2015,0,Livingston,0
Other,2015,0,Madison,0
Other,2015,18293,Monroe,3512
Other,2015,19117,Nassau,1881
Other,2015,20896,New York,4934
Other,2015,13167,Niagara,6560
Other,2015,8885,Oneida,2320
Other,2015,12916,Onondaga,3510
Other,2015,14910,Ontario,7300
Other,2015,20078,Orange,2315
Other,2015,8403,Oswego,5770
Other,2015,26236,Putnam,10566
Other,2015,19072,Queens,851
Other,2015,19837,Rensselaer,11079
Other,2015,14414,Richmond,3675
Other,2015,17993,Rockland,2299
Other,2015,2979,St. Lawrence,2424
Other,2015,52757,Saratoga,16495
Other,2015,17582,Schenectady,3357
Other,2015,4703,Steuben,2271
Other,2015,17797,Suffolk,1952
Other,2015,7263,Sullivan,3270
Other,2015,12817,Tompkins,6127
Other,2015,14215,Ulster,7870
Other,2015,0,Warren,0
Other,2015,27458,Wayne,9499
Other,2015,18456,Westchester,1599
Islander,2015,0,Albany,0
Islander,2015,0,Bronx,0
Islander,2015,0,Broome,0
Islander,2015,0,Cattaraugus,0
Islander,2015,0,Cayuga,0
Islander,2015,16540,Chautauqua,6756
Islander,2015,0,Chemung,0
Islander,2015,0,Clinton,0
Islander,2015,0,Dutchess,0
Islander,2015,0,Erie,0
Islander,2015,0,Jefferson,0
Islander,2015,0,Kings,0
Islander,2015,0,Livingston,0
Islander,2015,0,Madison,0
Islander,2015,0,Monroe,0
Islander,2015,0,Nassau,0
Islander,2015,15458,New York,8997
Islander,2015,0,Niagara,0
Islander,2015,0,Oneida,0
Islander,2015,0,Onondaga,0
Islander,2015,0,Ontario,0
Islander,2015,0,Orange,0
Islander,2015,0,Oswego,0
Islander,2015,0,Putnam,0
Islander,2015,0,Queens,0
Islander,2015,0,Rensselaer,0
Islander,2015,0,Richmond,0
Islander,2015,0,Rockland,0
Islander,2015,0,St. Lawrence,0
Islander,2015,0,Saratoga,0
Islander,2015,0,Schenectady,0
Islander,2015,0,Steuben,0
Islander,2015,0,Suffolk,0
Islander,2015,0,Sullivan,0
Islander,2015,0,Tompkins,0
Islander,2015,0,Ulster,0
Islander,2015,0,Warren,0
Islander,2015,0,Wayne,0
Islander,2015,0,Westchester,0
White,2016,38827,Albany,1496
White,2016,25512,Bronx,1270
White,2016,30001,Broome,1592
White,2016,24639,Cattaraugus,975
White,2016,29557,Cayuga,1668
White,2016,24116,Chautauqua,1269
White,2016,28273,Chemung,2041
White,2016,26865,Clinton,1594
White,2016,40813,Dutchess,1773
White,2016,35139,Erie,973
White,2016,25308,Jefferson,1274
White,2016,39742,Kings,954
White,2016,24974,Livingston,1087
White,2016,30395,Madison,2134
White,2016,35209,Monroe,1040
White,2016,53168,Nassau,1073
White,2016,92873,New York,2860
White,2016,29643,Niagara,1240
White,2016,29073,Oneida,1474
White,2016,34484,Onondaga,896
White,2016,34014,Ontario,1912
White,2016,34259,Orange,1332
White,2016,26057,Oswego,1375
White,2016,46474,Putnam,4038
White,2016,35817,Queens,833
White,2016,35480,Rensselaer,1728
White,2016,35699,Richmond,1476
White,2016,39252,Rockland,1492
White,2016,25111,St. Lawrence,1744
White,2016,41428,Saratoga,2282
White,2016,31586,Schenectady,1528
White,2016,28293,Steuben,2707
White,2016,43689,Suffolk,1008
White,2016,31455,Sullivan,3811
White,2016,30839,Tompkins,1647
White,2016,35774,Ulster,1778
White,2016,34364,Warren,3678
White,2016,29665,Wayne,1781
White,2016,61356,Westchester,1923
All,2016,34857,Albany,1418
All,2016,19369,Bronx,464
All,2016,27373,Broome,1427
All,2016,23841,Cattaraugus,972
All,2016,28023,Cayuga,1558
All,2016,23049,Chautauqua,1153
All,2016,27636,Chemung,1977
All,2016,25278,Clinton,1549
All,2016,37559,Dutchess,1476
All,2016,31450,Erie,795
All,2016,23964,Jefferson,1125
All,2016,30526,Kings,513
All,2016,23687,Livingston,972
All,2016,29509,Madison,2118
All,2016,31269,Monroe,850
All,2016,46482,Nassau,715
All,2016,68126,New York,1725
All,2016,27848,Niagara,1102
All,2016,27357,Oneida,1493
All,2016,31040,Onondaga,746
All,2016,32922,Ontario,1874
All,2016,31571,Orange,1108
All,2016,25432,Oswego,1279
All,2016,43309,Putnam,3510
All,2016,28609,Queens,439
All,2016,32904,Rensselaer,1522
All,2016,33559,Richmond,1249
All,2016,37038,Rockland,1528
All,2016,24212,St. Lawrence,1663
All,2016,41368,Saratoga,2323
All,2016,28485,Schenectady,1468
All,2016,28395,Steuben,2636
All,2016,40253,Suffolk,809
All,2016,27870,Sullivan,3187
All,2016,28013,Tompkins,1557
All,2016,33190,Ulster,1603
All,2016,34098,Warren,3618
All,2016,28775,Wayne,1689
All,2016,50631,Westchester,1315
Asian,2016,34499,Albany,8941
Asian,2016,21650,Bronx,2536
Asian,2016,15463,Broome,4282
Asian,2016,0,Cattaraugus,0
Asian,2016,30367,Cayuga,24573
Asian,2016,14943,Chautauqua,12460
Asian,2016,70821,Chemung,36933
Asian,2016,23496,Clinton,7667
Asian,2016,38446,Dutchess,10645
Asian,2016,27041,Erie,4274
Asian,2016,15935,Jefferson,9811
Asian,2016,26216,Kings,1455
Asian,2016,5443,Livingston,5361
Asian,2016,12462,Madison,11887
Asian,2016,28764,Monroe,5213
Asian,2016,44286,Nassau,2632
Asian,2016,62932,New York,5662
Asian,2016,16992,Niagara,7766
Asian,2016,27340,Oneida,19427
Asian,2016,24462,Onondaga,5855
Asian,2016,52584,Ontario,31375
Asian,2016,37165,Orange,9903
Asian,2016,20408,Oswego,16337
Asian,2016,34018,Putnam,21599
Asian,2016,24822,Queens,914
Asian,2016,24696,Rensselaer,6075
Asian,2016,37412,Richmond,5814
Asian,2016,51702,Rockland,6535
Asian,2016,20553,St. Lawrence,12461
Asian,2016,56382,Saratoga,18417
Asian,2016,27380,Schenectady,7183
Asian,2016,60875,Steuben,36112
Asian,2016,40208,Suffolk,4416
Asian,2016,24503,Sullivan,8713
Asian,2016,23674,Tompkins,6124
Asian,2016,34883,Ulster,19545
Asian,2016,0,Warren,0
Asian,2016,30039,Wayne,8868
Asian,2016,63538,Westchester,6355
Mixed,2016,16286,Albany,6226
Mixed,2016,16624,Bronx,3666
Mixed,2016,8150,Broome,2348
Mixed,2016,11167,Cattaraugus,4502
Mixed,2016,4722,Cayuga,3053
Mixed,2016,6662,Chautauqua,4308
Mixed,2016,10954,Chemung,7604
Mixed,2016,0,Clinton,0
Mixed,2016,14869,Dutchess,6334
Mixed,2016,13166,Erie,3188
Mixed,2016,9512,Jefferson,2778
Mixed,2016,25071,Kings,3044
Mixed,2016,0,Livingston,0
Mixed,2016,11158,Madison,4955
Mixed,2016,13238,Monroe,2013
Mixed,2016,21243,Nassau,2947
Mixed,2016,36631,New York,9086
Mixed,2016,10754,Niagara,3558
Mixed,2016,8849,Oneida,3689
Mixed,2016,14704,Onondaga,3909
Mixed,2016,12996,Ontario,7996
Mixed,2016,14456,Orange,4830
Mixed,2016,6791,Oswego,2515
Mixed,2016,22271,Putnam,14546
Mixed,2016,21958,Queens,1812
Mixed,2016,7221,Rensselaer,2078
Mixed,2016,19043,Richmond,8491
Mixed,2016,18344,Rockland,4589
Mixed,2016,11804,St. Lawrence,4937
Mixed,2016,29037,Saratoga,8466
Mixed,2016,14824,Schenectady,8786
Mixed,2016,22602,Steuben,8300
Mixed,2016,22192,Suffolk,3683
Mixed,2016,12972,Sullivan,12141
Mixed,2016,13317,Tompkins,5736
Mixed,2016,17155,Ulster,6209
Mixed,2016,13076,Warren,9061
Mixed,2016,10321,Wayne,4511
Mixed,2016,22368,Westchester,4260
Black,2016,20046,Albany,2681
Black,2016,20323,Bronx,773
Black,2016,12602,Broome,3056
Black,2016,7093,Cattaraugus,7256
Black,2016,9068,Cayuga,4201
Black,2016,7714,Chautauqua,2599
Black,2016,13992,Chemung,6448
Black,2016,0,Clinton,0
Black,2016,23316,Dutchess,3571
Black,2016,18107,Erie,1438
Black,2016,19361,Jefferson,4631
Black,2016,24685,Kings,1036
Black,2016,2038,Livingston,1228
Black,2016,14645,Madison,12647
Black,2016,17305,Monroe,1166
Black,2016,32447,Nassau,1512
Black,2016,25020,New York,1692
Black,2016,16425,Niagara,3068
Black,2016,14071,Oneida,2773
Black,2016,16335,Onondaga,1734
Black,2016,12595,Ontario,4922
Black,2016,27687,Orange,3477
Black,2016,12398,Oswego,5997
Black,2016,45042,Putnam,25643
Black,2016,27363,Queens,763
Black,2016,19702,Rensselaer,3715
Black,2016,24200,Richmond,3089
Black,2016,32239,Rockland,7741
Black,2016,3948,St. Lawrence,2119
Black,2016,27121,Saratoga,9836
Black,2016,17021,Schenectady,5242
Black,2016,18007,Steuben,7609
Black,2016,26862,Suffolk,1676
Black,2016,13696,Sullivan,4483
Black,2016,7152,Tompkins,3564
Black,2016,16839,Ulster,7544
Black,2016,20126,Warren,9569
Black,2016,18931,Wayne,4692
Black,2016,31237,Westchester,2396
Latino,2016,22701,Albany,4570
Latino,2016,16003,Bronx,514
Latino,2016,11959,Broome,3274
Latino,2016,12085,Cattaraugus,5795
Latino,2016,11995,Cayuga,5990
Latino,2016,9798,Chautauqua,1150
Latino,2016,14262,Chemung,6757
Latino,2016,14451,Clinton,7560
Latino,2016,26675,Dutchess,3548
Latino,2016,14920,Erie,2287
Latino,2016,12508,Jefferson,2352
Latino,2016,19270,Kings,643
Latino,2016,13620,Livingston,5736
Latino,2016,22144,Madison,11172
Latino,2016,16934,Monroe,1598
Latino,2016,26576,Nassau,1385
Latino,2016,24422,New York,1571
Latino,2016,18573,Niagara,3841
Latino,2016,11290,Oneida,2836
Latino,2016,17052,Onondaga,2468
Latino,2016,15012,Ontario,4593
Latino,2016,24068,Orange,1758
Latino,2016,12636,Oswego,6470
Latino,2016,24698,Putnam,4436
Latino,2016,21362,Queens,581
Latino,2016,14130,Rensselaer,3379
Latino,2016,21660,Richmond,2117
Latino,2016,21847,Rockland,3888
Latino,2016,7037,St. Lawrence,4597
Latino,2016,25248,Saratoga,5177
Latino,2016,15108,Schenectady,5494
Latino,2016,16243,Steuben,6960
Latino,2016,22431,Suffolk,1369
Latino,2016,12022,Sullivan,3723
Latino,2016,17874,Tompkins,5355
Latino,2016,16433,Ulster,5671
Latino,2016,16833,Warren,8105
Latino,2016,17115,Wayne,5191
Latino,2016,21948,Westchester,1087
Native,2016,20542,Albany,12585
Native,2016,13002,Bronx,3498
Native,2016,0,Broome,0
Native,2016,14485,Cattaraugus,3052
Native,2016,0,Cayuga,0
Native,2016,31740,Chautauqua,11863
Native,2016,0,Chemung,0
Native,2016,0,Clinton,0
Native,2016,25245,Dutchess,14150
Native,2016,15095,Erie,2936
Native,2016,16759,Jefferson,6345
Native,2016,18275,Kings,4204
Native,2016,0,Livingston,0
Native,2016,29863,Madison,10847
Native,2016,20621,Monroe,11574
Native,2016,52782,Nassau,39192
Native,2016,30904,New York,16541
Native,2016,15781,Niagara,8070
Native,2016,0,Oneida,0
Native,2016,32013,Onondaga,11840
Native,2016,0,Ontario,0
Native,2016,23261,Orange,7486
Native,2016,0,Oswego,0
Native,2016,0,Putnam,0
Native,2016,22144,Queens,5722
Native,2016,0,Rensselaer,0
Native,2016,0,Richmond,0
Native,2016,60586,Rockland,22948
Native,2016,18239,St. Lawrence,7229
Native,2016,0,Saratoga,0
Native,2016,0,Schenectady,0
Native,2016,0,Steuben,0
Native,2016,16243,Suffolk,4951
Native,2016,0,Sullivan,0
Native,2016,0,Tompkins,0
Native,2016,0,Ulster,0
Native,2016,0,Warren,0
Native,2016,0,Wayne,0
Native,2016,18952,Westchester,12815
Other,2016,16646,Albany,5030
Other,2016,15009,Bronx,696
Other,2016,12379,Broome,7817
Other,2016,25266,Cattaraugus,19293
Other,2016,0,Cayuga,0
Other,2016,11323,Chautauqua,3733
Other,2016,16523,Chemung,11352
Other,2016,15212,Clinton,9275
Other,2016,27452,Dutchess,11718
Other,2016,10848,Erie,1888
Other,2016,14222,Jefferson,7582
Other,2016,16136,Kings,940
Other,2016,22892,Livingston,8058
Other,2016,0,Madison,0
Other,2016,17158,Monroe,2984
Other,2016,20708,Nassau,1825
Other,2016,19163,New York,1741
Other,2016,23220,Niagara,9659
Other,2016,14455,Oneida,9808
Other,2016,13421,Onondaga,2960
Other,2016,10646,Ontario,6988
Other,2016,20509,Orange,2948
Other,2016,0,Oswego,0
Other,2016,16372,Putnam,4574
Other,2016,18714,Queens,701
Other,2016,15133,Rensselaer,4792
Other,2016,20668,Richmond,2345
Other,2016,22422,Rockland,5928
Other,2016,0,St. Lawrence,0
Other,2016,27356,Saratoga,8242
Other,2016,13458,Schenectady,3474
Other,2016,0,Steuben,0
Other,2016,18805,Suffolk,1790
Other,2016,7875,Sullivan,3583
Other,2016,14496,Tompkins,12880
Other,2016,12345,Ulster,7087
Other,2016,0,Warren,0
Other,2016,14201,Wayne,6562
Other,2016,16546,Westchester,1217
Islander,2016,0,Albany,0
Islander,2016,0,Bronx,0
Islander,2016,0,Broome,0
Islander,2016,0,Cattaraugus,0
Islander,2016,0,Cayuga,0
Islander,2016,0,Chautauqua,0
Islander,2016,0,Chemung,0
Islander,2016,0,Clinton,0
Islander,2016,0,Dutchess,0
Islander,2016,0,Erie,0
Islander,2016,0,Jefferson,0
Islander,2016,27497,Kings,17021
Islander,2016,0,Livingston,0
Islander,2016,0,Madison,0
Islander,2016,0,Monroe,0
Islander,2016,35308,Nassau,14102
Islander,2016,32798,New York,18594
Islander,2016,0,Niagara,0
Islander,2016,0,Oneida,0
Islander,2016,0,Onondaga,0
Islander,2016,0,Ontario,0
Islander,2016,0,Orange,0
Islander,2016,0,Oswego,0
Islander,2016,0,Putnam,0
Islander,2016,36706,Queens,17584
Islander,2016,0,Rensselaer,0
Islander,2016,0,Richmond,0
Islander,2016,0,Rockland,0
Islander,2016,0,St. Lawrence,0
Islander,2016,0,Saratoga,0
Islander,2016,0,Schenectady,0
Islander,2016,0,Steuben,0
Islander,2016,33148,Suffolk,22159
Islander,2016,0,Sullivan,0
