id,Geographic Area Name,Total population,Margin of Error Total population,White Percentage,Margin of Error White Percentage,Black Percentage,Margin of Error Black Percentage,Native Percentage,Margin of Error Native Percentage,Asian Percentage,Margin of Error Asian Percentage,Islander Percentage,Margin of Error Islander Percentage,Other Percentage,Margin of Error Other Percentage,Mixed Percentage,Margin of Error Mixed Percentage,Latino Total Percentage,Margin of Error Latino Total Percentage,White Alone Percentage,Margin of Error White Alone Percentage,Mean Income Total,Margin of Error Mean Income Total,Mean Income White,Margin of Error Mean Income White,Mean Income Black,Margin of Error Mean Income Black,Mean Income Native,Margin of Error Mean Income Native,Mean Income Asian,Margin of Error Mean Income Asian,Mean Income Islander,Margin of Error Mean Income Islander,Mean Income Other,Margin of Error Mean Income Other,Mean Income Mixed,Margin of Error Mean Income Mixed,Mean Income Latino Total,Margin of Error Mean Income Latino Total,Mean Income White Alone,Margin of Error Mean Income White Alone
0500000US36075,Oswego,120146,*****,96,0.4,0.7,0.3,0.1,0.1,0.8,0.2,0,0.1,0.7,0.4,1.7,0.2,2.5,*****,94.1,0.1,23949,1184,24304,1252,N,N,34356,10446,20758,13505,N,N,8403,5770,11300,3609,10615,4034,24583,1277
0500000US36079,Putnam,99042,*****,88.5,1.5,2.8,0.4,0.3,0.3,2.2,0.6,0,0.1,3.5,1.4,2.6,1.1,13.5,*****,80.1,0.1,39455,2020,41646,2300,12298,6812,N,N,31917,14304,N,N,26236,10566,18019,8180,23902,5585,43574,2351
0500000US36081,Queens,2339150,*****,39.2,0.5,18.2,0.2,0.4,0.1,25.3,0.3,0,0.1,13.4,0.6,3.4,0.3,28,*****,25.4,0.1,27778,412,33768,684,26179,871,17808,3478,25091,819,N,N,19072,851,22780,2330,20912,674,39766,926
0500000US36083,Rensselaer,160266,*****,86.8,0.8,6.3,0.7,0.1,0.1,2.7,0.3,0,0.1,0.4,0.3,3.7,1,4.7,*****,83.9,0.1,32551,1393,35059,1626,22183,4219,N,N,12267,4346,N,N,19837,11079,8006,3910,16619,2820,35562,1689
0500000US36085,Richmond,474558,*****,74.8,0.9,10.6,0.7,0.2,0.1,8.4,0.3,0.1,0.1,3.7,0.8,2.3,0.5,18.3,*****,62,0.1,31284,812,34253,1001,20496,2288,39653,19310,29164,3450,N,N,14414,3675,18761,4349,18482,1428,37157,1246
0500000US36087,Rockland,326037,*****,69.2,1.4,12.7,0.7,0.1,0.1,6.1,0.4,0,0.1,8.8,1.2,3,0.8,17.4,*****,62.9,0.2,34662,1329,38169,1779,26871,2685,N,N,41587,6167,N,N,17993,2299,21629,6973,20960,2057,39539,1783
0500000US36089,St. Lawrence,111007,*****,92.6,0.3,2.2,0.3,0.6,0.3,1.1,0.2,0,0.1,1.2,0.3,2.2,0.4,2.3,*****,91.9,0.1,21718,1248,22814,1321,6730,3120,21149,11068,15442,7461,N,N,2979,2424,4135,2670,8519,5661,22863,1328
0500000US36091,Saratoga,226249,*****,93.1,0.5,1.6,0.4,0.1,0.1,3,0.2,0,0.1,0.6,0.3,1.6,0.4,3.1,*****,90.8,0.2,36182,1219,36346,1243,28805,9408,N,N,40066,11322,N,N,52757,16495,22177,8722,31708,4690,36504,1252
0500000US36093,Schenectady,154604,*****,76.8,1.4,9.8,1.3,0.1,0.1,4.7,0.8,0,0.1,3.9,1.4,4.7,1.2,6.7,*****,73.1,1.2,29998,1632,33444,2033,15809,3356,N,N,31565,12784,N,N,17582,3357,11965,3494,22240,5572,33724,2065
0500000US36101,Steuben,97631,*****,94.8,0.4,1.8,0.5,0.1,0.1,1.7,0.1,0,0.1,0.5,0.4,1.2,0.5,1.6,*****,93.6,0.1,27080,2058,27478,2132,18673,11464,N,N,35844,10396,N,N,4703,2271,5530,3336,11528,6618,27640,2157
0500000US36103,Suffolk,1501587,*****,80.7,0.8,7.7,0.3,0.2,0.1,4.2,0.1,0,0.1,4.6,0.8,2.6,0.5,18.6,*****,68.3,0.1,38599,725,41856,977,25597,1655,28522,19960,35427,4676,N,N,17797,1952,18909,3512,20923,929,45342,1038
0500000US36105,Sullivan,74877,*****,79.7,2.3,8.9,1,0.1,0.1,1.9,0.1,0,0.2,5.6,2.4,3.7,1.6,15.3,*****,72.7,0.2,28292,2235,32295,2865,13479,4445,N,N,23473,7057,N,N,7263,3270,12487,5012,13145,2900,33698,3013
0500000US36109,Tompkins,104926,*****,80.2,0.9,2.8,1,0.5,0.4,10.8,0.9,0,0.1,1.2,0.6,4.5,1.1,4.9,*****,77,0.5,29738,2095,32425,2404,16220,6776,N,N,25060,7094,N,N,12817,6127,7631,4950,15259,4860,33028,2452
0500000US36111,Ulster,180143,*****,85.1,1,6.2,0.5,0.2,0.3,2.1,0.3,0.2,0.3,2.7,1,3.5,0.9,10.1,*****,79.5,0.1,30010,1480,32424,1661,16033,4155,N,N,23815,6539,N,N,14215,7870,13979,4784,18091,3518,33123,1779
0500000US36113,Warren,64688,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.3,*****,94.2,0.2,30178,2342,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10767,6952,31237,2455
0500000US36117,Wayne,91446,*****,93.3,0.4,3.4,0.6,0.2,0.2,0.6,0.3,0.3,0.4,0.9,0.4,1.3,0.5,4.2,*****,90,0.1,26766,1464,27587,1527,14967,6875,20282,19375,N,N,N,N,27458,9499,11147,8882,17699,3250,28023,1558
0500000US36119,Westchester,976396,*****,66.4,0.9,14.6,0.4,0.3,0.1,6,0.2,0,0.1,9.7,1,3,0.4,24.2,*****,53.9,0.2,50046,1405,60191,2132,29917,2267,33602,26656,53214,5090,N,N,18456,1599,20324,4115,22712,1715,67969,2392
