id,Geographic Area Name,Total population,Margin of Error Total population,White Percentage,Margin of Error White Percentage,Black Percentage,Margin of Error Black Percentage,Native Percentage,Margin of Error Native Percentage,Asian Percentage,Margin of Error Asian Percentage,Islander Percentage,Margin of Error Islander Percentage,Other Percentage,Margin of Error Other Percentage,Mixed Percentage,Margin of Error Mixed Percentage,Latino Total Percentage,Margin of Error Latino Total Percentage,White Alone Percentage,Margin of Error White Alone Percentage,Mean Income Total,Margin of Error Mean Income Total,Mean Income White,Margin of Error Mean Income White,Mean Income Black,Margin of Error Mean Income Black,Mean Income Native,Margin of Error Mean Income Native,Mean Income Asian,Margin of Error Mean Income Asian,Mean Income Islander,Margin of Error Mean Income Islander,Mean Income Other,Margin of Error Mean Income Other,Mean Income Mixed,Margin of Error Mean Income Mixed,Mean Income Latino Total,Margin of Error Mean Income Latino Total,Mean Income White Alone,Margin of Error Mean Income White Alone
0500000US36045,Jefferson,114187,*****,85.9,0.8,6.6,0.9,0.6,0.2,1.4,0.6,0.3,0.3,1.3,0.7,3.9,1.1,7.6,*****,81.4,0.1,23356,1067,24145,1073,18069,3464,30791,21940,42704,19649,N,N,13061,6133,9859,3282,13931,2504,24632,1116
0500000US36047,Kings,2648771,*****,43.2,0.4,32.1,0.3,0.3,0.1,12.3,0.2,0,0.1,9.1,0.4,3,0.2,19.1,*****,36,0.1,32274,536,42382,976,24733,693,N,N,26888,1506,54034,35407,17201,1106,31799,3373,21064,1476,45954,1071
0500000US36051,Livingston,63799,*****,92,0.6,3.9,1.1,0,0.1,0.5,0.4,0,0.3,1.3,0.6,2.3,1,3.6,*****,90.5,0.2,28126,2256,29511,2404,10780,7653,N,N,N,N,N,N,15319,11777,10785,7317,13645,6897,29888,2437
0500000US36053,Madison,70965,*****,94.3,0.8,1.4,0.5,0.8,0.7,1.1,0.3,0,0.2,0.8,0.7,1.5,0.7,2.2,*****,93.1,0.2,28490,1546,29023,1593,N,N,34413,11624,8185,3739,N,N,N,N,N,N,35436,12172,28837,1626
0500000US36055,Monroe,747642,*****,75.4,0.5,15.3,0.5,0.5,0.2,4,0.2,0,0.1,1.7,0.3,3.1,0.4,8.8,*****,70.3,0.1,32183,763,36034,946,18163,1571,19539,9369,36427,6275,N,N,16418,3291,13391,2714,15929,1260,37401,995
0500000US36059,Nassau,1369514,*****,66.9,0.6,11.8,0.3,0.3,0.1,9.8,0.2,0,0.1,8,0.7,3.2,0.4,17.2,*****,59.6,0.1,48753,1036,56133,1505,32925,1831,22224,10774,46726,2851,N,N,23526,1891,24198,2786,26463,1449,59183,1515
0500000US36061,New York,1664727,*****,55.6,0.8,14.8,0.5,0.3,0.1,12.5,0.2,0.1,0.1,12,0.8,4.7,0.6,26.1,*****,46.5,0.1,72057,2358,100123,3882,29895,2658,19143,7892,61469,5310,52243,44139,21966,3145,33447,4031,29938,3023,111262,4418
0500000US36063,Niagara,211328,*****,87.7,0.3,7.7,0.4,1.3,0.2,0.9,0.3,0,0.1,0.7,0.3,1.7,0.5,2.9,*****,85.5,0.1,30026,1480,32102,1629,14427,2039,19310,6854,11929,8701,N,N,21090,12783,15019,6769,14426,4243,32609,1676
0500000US36065,Oneida,231332,*****,85.2,0.8,6.3,0.5,0.2,0.1,4.6,0.3,0,0.1,1.8,0.7,2,0.7,5.8,*****,81.7,0.1,27523,1399,29706,1599,17634,5090,42764,16778,13249,3839,N,N,11506,6956,10367,3475,16691,7665,30087,1527
0500000US36067,Onondaga,465398,*****,79.4,0.4,11.5,0.5,0.4,0.1,4.2,0.2,0,0.1,0.8,0.2,3.6,0.6,4.9,*****,76.5,0.1,32025,873,36012,1103,15447,1934,10313,4010,21248,4818,N,N,18773,5342,14965,3040,15801,2175,36688,1125
0500000US36069,Ontario,109899,*****,91.6,0.7,2.2,0.7,0.4,0.5,1.4,0.5,0,0.1,2.2,0.8,2.2,1.2,4.8,*****,89.8,0.2,35114,2297,37055,2545,19356,9638,N,N,15918,7879,N,N,12937,4061,9043,6604,12920,1725,37504,2517
0500000US36071,Orange,382226,*****,74.2,1.2,11.2,1.2,0.4,0.1,2.5,0.4,0.1,0.1,8.3,1.3,3.2,0.8,20.6,*****,64,0.1,33488,1038,35569,1182,29663,3402,27319,13870,40803,9078,N,N,23577,4095,19496,5060,24505,1988,37152,1346
0500000US36075,Oswego,118478,*****,95.4,0.4,1.1,0.3,0.2,0.1,0.8,0.3,0,0.1,0.4,0.3,2.1,0.5,2.6,*****,94,0.1,28085,2708,28542,2802,11047,8714,11601,8521,N,N,N,N,N,N,16336,4002,17566,15246,28884,2822
0500000US36079,Putnam,99323,*****,87.7,2.1,2.5,1.9,0,0.2,1.9,0.3,0,0.1,4.1,1.6,3.7,1.5,15.1,*****,78.5,0.2,47667,3415,48343,3259,N,N,N,N,69014,30028,N,N,21555,4562,23707,11515,32708,12196,51162,3487
0500000US36081,Queens,2358582,*****,37.5,0.6,18.1,0.3,0.4,0.1,26.2,0.3,0.1,0.1,14.4,0.7,3.3,0.4,28,*****,24.6,0.1,29857,374,36520,839,28540,908,23004,5023,26760,854,30921,17110,21524,1013,23038,2156,23194,717,42535,1099
0500000US36083,Rensselaer,159722,*****,85.3,0.8,6.2,1.1,0.1,0.1,2.8,0.3,0.1,0.1,1.4,0.5,4.2,1,5,*****,82.8,0.2,34700,1428,37897,1654,17021,3835,6627,7962,22251,6858,N,N,13993,3710,11214,3910,19897,4004,38378,1645
0500000US36085,Richmond,479458,*****,73.3,1,10.7,0.6,0.2,0.1,9.5,0.2,0,0.1,4.2,1,2,0.6,18.6,*****,60.7,0.1,35205,1141,38645,1398,21972,2428,22984,13671,30769,3196,N,N,25709,8308,22269,9230,23933,2028,41530,1633
0500000US36087,Rockland,328868,*****,73.2,1.1,12.3,0.8,0.2,0.1,6.1,0.3,0,0.1,5.4,1,2.7,0.8,18,*****,62.6,0.1,37651,1428,40452,1938,32512,3476,24075,20179,42657,5880,N,N,12157,2220,25894,6842,23058,3307,42832,2104
0500000US36089,St. Lawrence,109623,*****,92.5,0.3,3.1,0.6,0.4,0.3,1.2,0.2,0.1,0.1,1.4,0.4,1.2,0.5,2.4,*****,92,0.1,24267,1039,25425,1130,3266,1611,12298,6360,22521,9226,N,N,14068,9739,9284,4509,12007,6601,25506,1133
0500000US36091,Saratoga,229869,*****,92.4,0.5,2,0.5,0.3,0.1,3,0.4,0,0.1,0.4,0.2,1.9,0.6,3.2,*****,90.1,0.2,42756,1733,43079,1727,30105,14986,40033,22431,57487,24982,N,N,9027,5554,25263,11458,25213,6549,43314,1766
0500000US36093,Schenectady,155565,*****,77.8,1.4,11.2,0.9,0.2,0.2,4.9,0.9,0,0.1,2.7,1.4,3.2,1,7,*****,73,1,30210,1842,33918,2071,17744,4133,N,N,19704,9638,N,N,10825,3301,15967,7359,13725,4777,35359,2102
0500000US36101,Steuben,96281,*****,95,0.2,1.8,0.3,0.1,0.1,1.4,0.4,0,0.2,0.3,0.2,1.3,0.5,1.7,*****,93.5,0.1,27347,1616,26914,1733,19299,8058,14458,14503,88158,51648,N,N,N,N,9225,3458,17926,11651,27029,1741
0500000US36103,Suffolk,1492953,*****,80.7,0.9,8.3,0.3,0.2,0.1,4,0.2,0,0.1,4.5,0.8,2.2,0.3,19.5,*****,67.1,0.3,41331,811,44595,993,26669,1868,35830,12655,36207,3658,N,N,22266,2118,26311,6206,26022,1777,48025,1050
0500000US36105,Sullivan,75485,*****,78.8,2.4,10,2,0.2,0.2,1.8,0.4,0,0.2,6.4,2,2.9,2.1,16.2,*****,71.8,0.2,27894,2812,30818,3376,12622,3778,N,N,22758,8256,N,N,14866,7931,34923,17071,14864,3915,32234,3555
0500000US36109,Tompkins,104802,*****,80.7,0.4,3.6,0.7,0,0.1,11,0.8,0.1,0.2,0.8,0.4,3.7,1,5,*****,76.4,0.3,30545,2483,33226,2866,13460,6493,N,N,23072,5636,N,N,1884,950,16486,6960,19280,7509,33993,2952
0500000US36111,Ulster,179417,*****,83.7,1.2,5.7,0.8,0.3,0.2,2.4,0.2,0,0.1,3.5,1.1,4.4,1.1,10.3,*****,78.9,0.2,32637,1960,35004,2319,29881,7409,15539,12074,25712,8176,N,N,13375,2668,11421,3737,16796,2911,35848,2383
0500000US36113,Warren,64532,*****,95.4,0.4,1.4,0.9,0.1,0.2,0.9,0.7,0,0.3,0.2,0.2,2,0.9,2.6,*****,93.7,0.3,34310,2360,34872,2448,N,N,N,N,N,N,N,N,N,N,4882,3320,24535,10110,34992,2491
0500000US36117,Wayne,90670,*****,92.7,0.9,3,0.6,0.2,0.3,0.6,0.4,0,0.2,1.1,0.8,2.4,0.8,4.5,*****,89.8,0.2,27006,1625,28006,1801,11361,5809,N,N,N,N,N,N,13038,8371,5456,3124,13046,6458,28432,1751
0500000US36119,Westchester,980244,*****,63,0.8,14.7,0.4,0.5,0.2,6.2,0.2,0.1,0.1,12.7,1,2.8,0.4,24.9,*****,53.2,0.1,54116,1360,67008,2010,31582,2130,18774,4835,61769,6842,N,N,20516,1632,24431,4247,24069,1215,73992,2076
