id,Geographic Area Name,Total population,Margin of Error Total population,White Percentage,Margin of Error White Percentage,Black Percentage,Margin of Error Black Percentage,Native Percentage,Margin of Error Native Percentage,Asian Percentage,Margin of Error Asian Percentage,Islander Percentage,Margin of Error Islander Percentage,Other Percentage,Margin of Error Other Percentage,Mixed Percentage,Margin of Error Mixed Percentage,Latino Total Percentage,Margin of Error Latino Total Percentage,White Alone Percentage,Margin of Error White Alone Percentage,Mean Income Total,Margin of Error Mean Income Total,Mean Income White,Margin of Error Mean Income White,Mean Income Black,Margin of Error Mean Income Black,Mean Income Native,Margin of Error Mean Income Native,Mean Income Asian,Margin of Error Mean Income Asian,Mean Income Islander,Margin of Error Mean Income Islander,Mean Income Other,Margin of Error Mean Income Other,Mean Income Mixed,Margin of Error Mean Income Mixed,Mean Income Latino Total,Margin of Error Mean Income Latino Total,Mean Income White Alone,Margin of Error Mean Income White Alone
0500000US36065,Oneida,234845,*****,86.8,0.4,4.9,0.7,0.4,0.2,3,0.1,0.1,0.2,1.7,0.4,3.1,0.6,4.6,*****,84.6,0.3,23043,862,24939,925,10153,3097,25460,10958,13793,3361,N,N,7490,2795,8445,2547,8740,2357,25301,917
0500000US36067,Onondaga,467204,*****,81.4,0.4,10.7,0.4,0.9,0.3,3.2,0.1,0,0.1,1.4,0.5,2.4,0.5,4.1,*****,79.2,0.1,26908,818,29748,1000,13992,1835,18981,4944,20036,3779,N,N,7781,3059,11245,3326,11957,2268,30191,1008
0500000US36069,Ontario,108116,*****,93.6,0.9,2.6,1.1,0.2,0.2,1.2,0.1,0,0.2,0.3,0.3,2.2,0.4,3.4,*****,91.8,0.1,29436,2249,30563,2400,16566,7770,15118,6410,15532,10465,N,N,N,N,5634,3086,13610,5831,30900,2436
0500000US36071,Orange,373355,*****,75.7,0.9,10.5,0.4,0.3,0.1,2.4,0.2,0,0.1,8.5,1,2.6,0.7,18.1,*****,68.2,0.1,27862,783,29873,980,24011,2403,34594,17465,33796,7917,N,N,18382,2897,9354,4442,19111,1396,30835,1069
0500000US36075,Oswego,122114,*****,96.5,0.5,0.7,0.3,0.2,0.1,0.7,0.1,0,0.1,0.2,0.2,1.7,0.5,2.1,*****,95.1,0.1,21648,1298,22062,1313,14321,7080,10868,10676,10541,5153,N,N,N,N,9195,4872,7128,5775,22255,1329
0500000US36079,Putnam,99713,*****,87,1.2,2,0.6,0.1,0.1,2,0.8,0,0.2,6.5,1.2,2.4,1.2,11.7,*****,82.8,0.3,35526,2604,37698,2568,32877,15557,N,N,47865,28302,N,N,14046,6295,7138,4216,17050,7320,38408,2527
0500000US36081,Queens,2233841,*****,42,0.6,18.4,0.3,0.4,0.1,23.3,0.3,0.1,0.1,12.5,0.6,3.3,0.3,27.6,*****,27.4,0.1,24530,390,28921,673,22920,660,19690,7864,22096,901,N,N,17971,914,19199,1684,19088,541,33590,917
0500000US36083,Rensselaer,159428,*****,87.9,0.8,4.8,0.9,0.2,0.2,2.2,0.2,0,0.1,1.3,0.7,3.6,0.9,3.9,*****,85.3,0.6,27443,1122,29193,1249,14633,3810,16400,9268,14474,4621,N,N,18005,8254,13768,4396,8200,2389,29845,1282
0500000US36085,Richmond,469363,*****,75.7,0.9,10.3,0.4,0.3,0.2,8,0.3,0,0.1,3.9,0.8,1.8,0.5,17.4,*****,64.1,0.1,30122,1090,32801,1376,21368,2610,N,N,23700,2420,N,N,17487,5425,21188,6881,21123,2622,34536,1384
0500000US36087,Rockland,312183,*****,73.1,1.2,12.5,0.5,0.1,0.1,6.4,0.2,0,0.1,6.3,1.3,1.6,0.5,15.7,*****,64.8,0.4,33228,1222,35337,1331,27261,4680,31982,22521,37222,5738,N,N,17485,2561,29461,11597,21480,1768,36963,1466
0500000US36089,St. Lawrence,111894,*****,93.7,0.4,2.1,0.4,0.5,0.4,1.2,0.3,0,0.2,0.5,0.3,2,0.7,1.9,*****,92.9,0.1,22056,1416,22585,1533,5752,4113,19566,9583,24333,7319,N,N,1457,698,18847,5689,13352,7103,22649,1549
0500000US36091,Saratoga,219960,*****,94.4,0.4,1.5,0.2,0.2,0.2,1.2,0.3,0,0.1,0.4,0.4,2.4,0.5,2.4,*****,92.7,0.1,33155,1552,33724,1587,22742,7889,N,N,48191,16991,N,N,15865,8435,13071,5744,21710,8051,33818,1563
0500000US36093,Schenectady,154889,*****,81,1,10.2,0.8,0.5,0.1,3.8,0.4,0,0.1,2.5,1.1,2,0.8,5.8,*****,77,0.6,26512,1185,29454,1409,13693,2153,13996,9712,21611,9215,N,N,10701,3108,4935,2421,12011,2199,30297,1468
0500000US36101,Steuben,98930,*****,95.2,0.3,2,0.4,0.1,0.1,1.3,0.1,0,0.2,0.3,0.2,1.1,0.7,1.4,*****,94.5,0.2,24435,1439,24515,1413,12097,5326,N,N,42979,14792,N,N,N,N,10160,5045,19704,14887,24587,1422
0500000US36103,Suffolk,1494434,*****,81,0.6,7.4,0.3,0.2,0.1,3.3,0.1,0,0.1,6,0.6,2,0.3,16.6,*****,71.5,0.1,34582,614,37664,734,23313,1558,21579,11201,31134,3431,N,N,16252,1466,14324,2442,18853,751,39901,800
0500000US36105,Sullivan,77500,*****,79.2,1.8,9.7,1.4,0.1,0.2,1.6,0.2,0,0.2,6.6,2.2,2.8,1.6,13.6,*****,74.6,0.1,23547,1636,25410,1826,13187,4414,N,N,28781,12895,N,N,17205,5956,19650,10219,17768,3531,25901,1894
0500000US36109,Tompkins,101620,*****,82.5,0.7,4.8,0.9,0.2,0.3,9.8,0.5,0,0.2,1.2,0.6,1.6,0.6,4.2,*****,80.2,0.2,25041,1436,27630,1653,9799,4725,N,N,15131,3824,N,N,N,N,12776,5297,16463,7374,27743,1687
0500000US36111,Ulster,182435,*****,87.7,0.8,5.3,1.1,0.2,0.2,1.8,0.3,0,0.1,1.5,0.6,3.4,1.1,8.8,*****,81.5,0.2,26701,1217,28476,1276,15303,2779,N,N,14332,9267,N,N,12887,4145,12104,7197,15486,2629,29308,1294
0500000US36113,Warren,65697,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,28360,1780,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
0500000US36117,Wayne,93753,*****,93.9,0.7,2.7,1.1,0.6,0.6,0.5,0.5,0,0.2,0.4,0.5,1.8,0.9,3.7,*****,90.9,0.2,24337,1323,24979,1325,14420,6274,N,N,N,N,N,N,N,N,8171,6444,10190,4335,25500,1368
0500000US36119,Westchester,950541,*****,66.6,0.8,13.9,0.4,0.1,0.1,5.3,0.2,0,0.1,10.6,0.9,3.5,0.5,21.9,*****,57.4,0.1,45554,1281,54883,1700,28317,2637,30958,8389,53234,5518,N,N,14881,1198,17424,2765,18863,1286,59862,1961
