zip,primary_city,state,latitude,longitude,county,County
501,Holtsville,NY,40.81,-73.04,Suffolk,"Suffolk County, New York"
544,Holtsville,NY,40.81,-73.04,Suffolk,"Suffolk County, New York"
601,Adjuntas,PR,18.16,-66.72,Adjuntas,"Adjuntas County, Puerto Rico"
603,Aguadilla,PR,18.43,-67.15,Aguadilla,"Aguadilla County, Puerto Rico"
606,Maricao,PR,18.18,-66.98,Maricao,"Maricao County, Puerto Rico"
612,Arecibo,PR,18.45,-66.73,Arecibo,"Arecibo County, Puerto Rico"
616,Bajadero,PR,18.4,-66.66,Arecibo,"Arecibo County, Puerto Rico"
617,Barceloneta,PR,18.45,-66.53,Barceloneta,"Barceloneta County, Puerto Rico"
652,Garrochales,PR,18.45,-66.6,Arecibo,"Arecibo County, Puerto Rico"
723,Patillas,PR,18,-66.01,Patillas,"Patillas County, Puerto Rico"
729,Canovanas,PR,18.37,-65.9,CanÃƒÂ³vanas,"CanÃƒÂ³vanas County, Puerto Rico"
757,Santa Isabel,PR,17.97,-66.4,Santa Isabel,"Santa Isabel County, Puerto Rico"
786,La Plata,PR,18.16,-66.23,Aibonito,"Aibonito County, Puerto Rico"
929,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
931,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
933,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
935,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
937,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
939,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
952,Sabana Seca,PR,18.42,-66.19,Toa Baja,"Toa Baja County, Puerto Rico"
953,Toa Alta,PR,18.39,-66.25,Toa Alta,"Toa Alta County, Puerto Rico"
954,Toa Alta,PR,18.39,-66.25,Toa Alta,"Toa Alta County, Puerto Rico"
955,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
956,Bayamon,PR,18.28,-66.13,BayamÃƒÂ³n,"BayamÃƒÂ³n County, Puerto Rico"
957,Bayamon,PR,18.28,-66.13,BayamÃƒÂ³n,"BayamÃƒÂ³n County, Puerto Rico"
958,Bayamon,PR,18.28,-66.13,BayamÃƒÂ³n,"BayamÃƒÂ³n County, Puerto Rico"
959,Bayamon,PR,18.28,-66.13,BayamÃƒÂ³n,"BayamÃƒÂ³n County, Puerto Rico"
961,Bayamon,PR,18.41,-66.15,BayamÃƒÂ³n,"BayamÃƒÂ³n County, Puerto Rico"
962,Catano,PR,18.43,-66.11,CataÃƒÂ±o,"CataÃƒÂ±o County, Puerto Rico"
963,Catano,PR,18.43,-66.11,CataÃƒÂ±o,"CataÃƒÂ±o County, Puerto Rico"
965,Guaynabo,PR,18.38,-66.11,Guaynabo,"Guaynabo County, Puerto Rico"
966,Guaynabo,PR,18.38,-66.11,Guaynabo,"Guaynabo County, Puerto Rico"
968,Guaynabo,PR,18.38,-66.11,Guaynabo,"Guaynabo County, Puerto Rico"
969,Guaynabo,PR,18.38,-66.11,Guaynabo,"Guaynabo County, Puerto Rico"
971,Guaynabo,PR,18.38,-66.11,Guaynabo,"Guaynabo County, Puerto Rico"
975,San Juan,PR,18.4,-66.06,San Juan,"San Juan County, Puerto Rico"
976,Trujillo Alto,PR,18.36,-66.01,Trujillo Alto,"Trujillo Alto County, Puerto Rico"
978,Saint Just,PR,18.37,-66.01,San Juan,"San Juan County, Puerto Rico"
979,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
981,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
982,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
983,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
984,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
985,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
986,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
987,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
988,Carolina,PR,18.4,-65.98,Carolina,"Carolina County, Puerto Rico"
1001,Agawam,MA,42.06,-72.61,Hampden,"Hampden County, Massachusetts"
1002,Amherst,MA,42.37,-72.52,Hampshire,"Hampshire County, Massachusetts"
1003,Amherst,MA,42.37,-72.52,Hampshire,"Hampshire County, Massachusetts"
1004,Amherst,MA,42.37,-72.52,Hampshire,"Hampshire County, Massachusetts"
1005,Barre,MA,42.42,-72.1,Worcester,"Worcester County, Massachusetts"
1007,Belchertown,MA,42.27,-72.4,Hampshire,"Hampshire County, Massachusetts"
1008,Blandford,MA,42.18,-72.93,Hampden,"Hampden County, Massachusetts"
1009,Bondsville,MA,42.2,-72.34,Hampden,"Hampden County, Massachusetts"
1010,Brimfield,MA,42.11,-72.2,Hampden,"Hampden County, Massachusetts"
1011,Chester,MA,42.28,-72.98,Hampden,"Hampden County, Massachusetts"
1012,Chesterfield,MA,42.4,-72.85,Hampshire,"Hampshire County, Massachusetts"
1013,Chicopee,MA,42.17,-72.57,Hampden,"Hampden County, Massachusetts"
1014,Chicopee,MA,42.17,-72.57,Hampden,"Hampden County, Massachusetts"
1020,Chicopee,MA,42.17,-72.57,Hampden,"Hampden County, Massachusetts"
1021,Chicopee,MA,42.17,-72.57,Hampden,"Hampden County, Massachusetts"
1022,Chicopee,MA,42.17,-72.57,Hampden,"Hampden County, Massachusetts"
1026,Cummington,MA,42.46,-72.9,Hampshire,"Hampshire County, Massachusetts"
1027,Easthampton,MA,42.26,-72.68,Hampshire,"Hampshire County, Massachusetts"
1028,East Longmeadow,MA,42.06,-72.51,Hampden,"Hampden County, Massachusetts"
1029,East Otis,MA,42.17,-73.03,Berkshire,"Berkshire County, Massachusetts"
1030,Feeding Hills,MA,42.06,-72.67,Hampden,"Hampden County, Massachusetts"
1031,Gilbertville,MA,42.35,-72.21,Worcester,"Worcester County, Massachusetts"
1032,Goshen,MA,42.43,-72.8,Hampshire,"Hampshire County, Massachusetts"
1033,Granby,MA,42.26,-72.52,Hampshire,"Hampshire County, Massachusetts"
1034,Granville,MA,42.06,-72.86,Hampden,"Hampden County, Massachusetts"
1035,Hadley,MA,42.35,-72.58,Hampshire,"Hampshire County, Massachusetts"
1036,Hampden,MA,42.06,-72.41,Hampden,"Hampden County, Massachusetts"
1037,Hardwick,MA,42.35,-72.2,Worcester,"Worcester County, Massachusetts"
1038,Hatfield,MA,42.37,-72.6,Hampshire,"Hampshire County, Massachusetts"
1039,Haydenville,MA,42.39,-72.7,Hampshire,"Hampshire County, Massachusetts"
1040,Holyoke,MA,42.21,-72.64,Hampden,"Hampden County, Massachusetts"
1041,Holyoke,MA,42.21,-72.64,Hampden,"Hampden County, Massachusetts"
1050,Huntington,MA,42.23,-72.88,Hampshire,"Hampshire County, Massachusetts"
1053,Leeds,MA,42.35,-72.71,Hampshire,"Hampshire County, Massachusetts"
1054,Leverett,MA,42.45,-72.5,Franklin,"Franklin County, Massachusetts"
1056,Ludlow,MA,42.16,-72.48,Hampden,"Hampden County, Massachusetts"
1057,Monson,MA,42.09,-72.31,Hampden,"Hampden County, Massachusetts"
1059,North Amherst,MA,42.4,-72.52,Hampshire,"Hampshire County, Massachusetts"
1060,Northampton,MA,42.32,-72.67,Hampshire,"Hampshire County, Massachusetts"
1061,Northampton,MA,42.32,-72.67,Hampshire,"Hampshire County, Massachusetts"
1062,Florence,MA,42.32,-72.67,Hampshire,"Hampshire County, Massachusetts"
1063,Northampton,MA,42.32,-72.67,Hampshire,"Hampshire County, Massachusetts"
1066,North Hatfield,MA,42.4,-72.6,Franklin,"Franklin County, Massachusetts"
1068,Oakham,MA,42.35,-72.05,Worcester,"Worcester County, Massachusetts"
1069,Palmer,MA,42.16,-72.32,Hampden,"Hampden County, Massachusetts"
1070,Plainfield,MA,42.51,-72.91,Hampshire,"Hampshire County, Massachusetts"
1071,Russell,MA,42.18,-72.85,Hampden,"Hampden County, Massachusetts"
1072,Shutesbury,MA,42.45,-72.4,Franklin,"Franklin County, Massachusetts"
1073,Southampton,MA,42.23,-72.73,Hampshire,"Hampshire County, Massachusetts"
1074,South Barre,MA,42.38,-72.09,Worcester,"Worcester County, Massachusetts"
1075,South Hadley,MA,42.26,-72.56,Hampshire,"Hampshire County, Massachusetts"
1077,Southwick,MA,42.05,-72.76,Hampden,"Hampden County, Massachusetts"
1079,Thorndike,MA,42.18,-72.33,Hampden,"Hampden County, Massachusetts"
1080,Three Rivers,MA,42.18,-72.37,Hampden,"Hampden County, Massachusetts"
1081,Wales,MA,42.06,-72.21,Hampden,"Hampden County, Massachusetts"
1082,Ware,MA,42.25,-72.24,Hampshire,"Hampshire County, Massachusetts"
1083,Warren,MA,42.21,-72.19,Worcester,"Worcester County, Massachusetts"
1084,West Chesterfield,MA,42.41,-72.87,Hampshire,"Hampshire County, Massachusetts"
1085,Westfield,MA,42.13,-72.75,Hampden,"Hampden County, Massachusetts"
1086,Westfield,MA,42.13,-72.75,Hampden,"Hampden County, Massachusetts"
1088,West Hatfield,MA,42.39,-72.64,Hampshire,"Hampshire County, Massachusetts"
1089,West Springfield,MA,42.12,-72.65,Hampden,"Hampden County, Massachusetts"
1090,West Springfield,MA,42.12,-72.65,Hampden,"Hampden County, Massachusetts"
1092,West Warren,MA,42.2,-72.2,Worcester,"Worcester County, Massachusetts"
1093,Whately,MA,42.45,-72.61,Franklin,"Franklin County, Massachusetts"
1094,Wheelwright,MA,42.35,-72.14,Worcester,"Worcester County, Massachusetts"
1095,Wilbraham,MA,42.13,-72.43,Hampden,"Hampden County, Massachusetts"
1096,Williamsburg,MA,42.4,-72.71,Hampshire,"Hampshire County, Massachusetts"
1097,Woronoco,MA,42.19,-72.82,Hampden,"Hampden County, Massachusetts"
1098,Worthington,MA,42.41,-72.93,Hampshire,"Hampshire County, Massachusetts"
1101,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1102,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1103,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1104,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1105,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1106,Longmeadow,MA,42.04,-72.57,Hampden,"Hampden County, Massachusetts"
1107,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1108,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1109,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1111,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1115,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1116,Longmeadow,MA,42.04,-72.57,Hampden,"Hampden County, Massachusetts"
1118,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1119,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1128,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1129,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1133,Springfield,MA,42.1,-72.59,Hampden,"Hampden County, Massachusetts"
1138,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1139,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1144,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1151,Indian Orchard,MA,42.15,-72.51,Hampden,"Hampden County, Massachusetts"
1152,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1195,Springfield,MA,42.1,-72.58,Hampden,"Hampden County, Massachusetts"
1199,Springfield,MA,42.11,-72.53,Hampden,"Hampden County, Massachusetts"
1201,Pittsfield,MA,42.45,-73.26,Berkshire,"Berkshire County, Massachusetts"
1202,Pittsfield,MA,42.45,-73.26,Berkshire,"Berkshire County, Massachusetts"
1203,Pittsfield,MA,42.45,-73.26,Berkshire,"Berkshire County, Massachusetts"
1220,Adams,MA,42.62,-73.11,Berkshire,"Berkshire County, Massachusetts"
1222,Ashley Falls,MA,42.05,-73.33,Berkshire,"Berkshire County, Massachusetts"
1223,Becket,MA,42.33,-73.07,Berkshire,"Berkshire County, Massachusetts"
1224,Berkshire,MA,42.51,-73.19,Berkshire,"Berkshire County, Massachusetts"
1225,Cheshire,MA,42.55,-73.15,Berkshire,"Berkshire County, Massachusetts"
1226,Dalton,MA,42.47,-73.16,Berkshire,"Berkshire County, Massachusetts"
1227,Dalton,MA,42.47,-73.16,Berkshire,"Berkshire County, Massachusetts"
1229,Glendale,MA,42.3,-73.32,Berkshire,"Berkshire County, Massachusetts"
1230,Great Barrington,MA,42.19,-73.35,Berkshire,"Berkshire County, Massachusetts"
1235,Hinsdale,MA,42.42,-73.07,Berkshire,"Berkshire County, Massachusetts"
1236,Housatonic,MA,42.25,-73.36,Berkshire,"Berkshire County, Massachusetts"
1237,Lanesboro,MA,42.51,-73.22,Berkshire,"Berkshire County, Massachusetts"
1238,Lee,MA,42.3,-73.25,Berkshire,"Berkshire County, Massachusetts"
1240,Lenox,MA,42.35,-73.28,Berkshire,"Berkshire County, Massachusetts"
1242,Lenox Dale,MA,42.36,-73.27,Berkshire,"Berkshire County, Massachusetts"
1243,Middlefield,MA,42.35,-73.01,Hampshire,"Hampshire County, Massachusetts"
1244,Mill River,MA,42.12,-73.27,Berkshire,"Berkshire County, Massachusetts"
1245,Monterey,MA,42.18,-73.21,Berkshire,"Berkshire County, Massachusetts"
1247,North Adams,MA,42.68,-73.11,Berkshire,"Berkshire County, Massachusetts"
1252,North Egremont,MA,42.17,-73.44,Berkshire,"Berkshire County, Massachusetts"
1253,Otis,MA,42.19,-73.07,Berkshire,"Berkshire County, Massachusetts"
1254,Richmond,MA,42.37,-73.36,Berkshire,"Berkshire County, Massachusetts"
1255,Sandisfield,MA,42.11,-73.13,Berkshire,"Berkshire County, Massachusetts"
1256,Savoy,MA,42.56,-73.02,Berkshire,"Berkshire County, Massachusetts"
1257,Sheffield,MA,42.1,-73.34,Berkshire,"Berkshire County, Massachusetts"
1258,South Egremont,MA,42.16,-73.41,Berkshire,"Berkshire County, Massachusetts"
1259,Southfield,MA,42.07,-73.23,Berkshire,"Berkshire County, Massachusetts"
1260,South Lee,MA,42.3,-73.23,Berkshire,"Berkshire County, Massachusetts"
1262,Stockbridge,MA,42.3,-73.32,Berkshire,"Berkshire County, Massachusetts"
1263,Stockbridge,MA,42.3,-73.32,Berkshire,"Berkshire County, Massachusetts"
1264,Tyringham,MA,42.24,-73.19,Berkshire,"Berkshire County, Massachusetts"
1266,West Stockbridge,MA,42.31,-73.39,Berkshire,"Berkshire County, Massachusetts"
1267,Williamstown,MA,42.7,-73.2,Berkshire,"Berkshire County, Massachusetts"
1270,Windsor,MA,42.51,-73.04,Berkshire,"Berkshire County, Massachusetts"
1301,Greenfield,MA,42.58,-72.59,Franklin,"Franklin County, Massachusetts"
1302,Greenfield,MA,42.58,-72.59,Franklin,"Franklin County, Massachusetts"
1330,Ashfield,MA,42.53,-72.78,Franklin,"Franklin County, Massachusetts"
1331,Athol,MA,42.59,-72.23,Worcester,"Worcester County, Massachusetts"
1337,Bernardston,MA,42.66,-72.55,Franklin,"Franklin County, Massachusetts"
1338,Buckland,MA,42.6,-72.78,Franklin,"Franklin County, Massachusetts"
1339,Charlemont,MA,42.63,-72.88,Franklin,"Franklin County, Massachusetts"
1340,Colrain,MA,42.66,-72.68,Franklin,"Franklin County, Massachusetts"
1341,Conway,MA,42.51,-72.68,Franklin,"Franklin County, Massachusetts"
1342,Deerfield,MA,42.55,-72.6,Franklin,"Franklin County, Massachusetts"
1343,Drury,MA,42.68,-72.98,Berkshire,"Berkshire County, Massachusetts"
1344,Erving,MA,42.6,-72.4,Franklin,"Franklin County, Massachusetts"
1346,Heath,MA,42.66,-72.83,Franklin,"Franklin County, Massachusetts"
1347,Lake Pleasant,MA,42.53,-72.54,Franklin,"Franklin County, Massachusetts"
1349,Millers Falls,MA,42.59,-72.55,Franklin,"Franklin County, Massachusetts"
1350,Monroe Bridge,MA,42.72,-72.98,Franklin,"Franklin County, Massachusetts"
1351,Montague,MA,42.53,-72.53,Franklin,"Franklin County, Massachusetts"
1354,Gill,MA,42.7,-72.43,Franklin,"Franklin County, Massachusetts"
1355,New Salem,MA,42.5,-72.33,Franklin,"Franklin County, Massachusetts"
1360,Northfield,MA,42.7,-72.43,Franklin,"Franklin County, Massachusetts"
1364,Orange,MA,42.59,-72.3,Franklin,"Franklin County, Massachusetts"
1366,Petersham,MA,42.48,-72.18,Worcester,"Worcester County, Massachusetts"
1367,Rowe,MA,42.7,-72.9,Franklin,"Franklin County, Massachusetts"
1368,Royalston,MA,42.68,-72.18,Worcester,"Worcester County, Massachusetts"
1370,Shelburne Falls,MA,42.6,-72.74,Franklin,"Franklin County, Massachusetts"
1373,South Deerfield,MA,42.47,-72.59,Franklin,"Franklin County, Massachusetts"
1375,Sunderland,MA,42.46,-72.58,Franklin,"Franklin County, Massachusetts"
1376,Turners Falls,MA,42.59,-72.55,Franklin,"Franklin County, Massachusetts"
1378,Warwick,MA,42.68,-72.33,Franklin,"Franklin County, Massachusetts"
1379,Wendell,MA,42.55,-72.4,Franklin,"Franklin County, Massachusetts"
1380,Wendell Depot,MA,42.58,-72.37,Franklin,"Franklin County, Massachusetts"
1420,Fitchburg,MA,42.58,-71.81,Worcester,"Worcester County, Massachusetts"
1430,Ashburnham,MA,42.63,-71.9,Worcester,"Worcester County, Massachusetts"
1431,Ashby,MA,42.68,-71.81,Middlesex,"Middlesex County, Massachusetts"
1432,Ayer,MA,42.56,-71.58,Middlesex,"Middlesex County, Massachusetts"
1434,Devens,MA,42.53,-71.61,Worcester,"Worcester County, Massachusetts"
1436,Baldwinville,MA,42.6,-72.07,Worcester,"Worcester County, Massachusetts"
1438,East Templeton,MA,42.53,-72.05,Worcester,"Worcester County, Massachusetts"
1440,Gardner,MA,42.58,-71.98,Worcester,"Worcester County, Massachusetts"
1441,Westminster,MA,42.58,-71.98,Worcester,"Worcester County, Massachusetts"
1450,Groton,MA,42.6,-71.57,Middlesex,"Middlesex County, Massachusetts"
1451,Harvard,MA,42.5,-71.58,Worcester,"Worcester County, Massachusetts"
1452,Hubbardston,MA,42.48,-72.01,Worcester,"Worcester County, Massachusetts"
1453,Leominster,MA,42.51,-71.77,Worcester,"Worcester County, Massachusetts"
1460,Littleton,MA,42.53,-71.47,Middlesex,"Middlesex County, Massachusetts"
1462,Lunenburg,MA,42.59,-71.72,Worcester,"Worcester County, Massachusetts"
1463,Pepperell,MA,42.66,-71.58,Middlesex,"Middlesex County, Massachusetts"
1464,Shirley,MA,42.54,-71.65,Middlesex,"Middlesex County, Massachusetts"
1467,Still River,MA,42.49,-71.61,Worcester,"Worcester County, Massachusetts"
1468,Templeton,MA,42.55,-72.06,Worcester,"Worcester County, Massachusetts"
1469,Townsend,MA,42.66,-71.7,Middlesex,"Middlesex County, Massachusetts"
1470,Groton,MA,42.6,-71.57,Middlesex,"Middlesex County, Massachusetts"
1471,Groton,MA,42.6,-71.57,Middlesex,"Middlesex County, Massachusetts"
1472,West Groton,MA,42.61,-71.62,Middlesex,"Middlesex County, Massachusetts"
1473,Westminster,MA,42.55,-71.9,Worcester,"Worcester County, Massachusetts"
1474,West Townsend,MA,42.66,-71.74,Middlesex,"Middlesex County, Massachusetts"
1475,Winchendon,MA,42.68,-72.04,Worcester,"Worcester County, Massachusetts"
1477,Winchendon Springs,MA,42.69,-72.01,Worcester,"Worcester County, Massachusetts"
1501,Auburn,MA,42.2,-71.83,Worcester,"Worcester County, Massachusetts"
1503,Berlin,MA,42.38,-71.63,Worcester,"Worcester County, Massachusetts"
1504,Blackstone,MA,42.01,-71.5,Worcester,"Worcester County, Massachusetts"
1505,Boylston,MA,42.35,-71.73,Worcester,"Worcester County, Massachusetts"
1506,Brookfield,MA,42.21,-72.1,Worcester,"Worcester County, Massachusetts"
1507,Charlton,MA,42.13,-71.96,Worcester,"Worcester County, Massachusetts"
1508,Charlton City,MA,42.13,-71.96,Worcester,"Worcester County, Massachusetts"
1509,Charlton Depot,MA,42.13,-71.96,Worcester,"Worcester County, Massachusetts"
1510,Clinton,MA,42.41,-71.68,Worcester,"Worcester County, Massachusetts"
1515,East Brookfield,MA,42.22,-72.04,Worcester,"Worcester County, Massachusetts"
1516,Douglas,MA,42.05,-71.73,Worcester,"Worcester County, Massachusetts"
1517,East Princeton,MA,42.46,-71.89,Worcester,"Worcester County, Massachusetts"
1518,Fiskdale,MA,42.12,-72.11,Worcester,"Worcester County, Massachusetts"
1519,Grafton,MA,42.2,-71.68,Worcester,"Worcester County, Massachusetts"
1520,Holden,MA,42.35,-71.85,Worcester,"Worcester County, Massachusetts"
1521,Holland,MA,42.05,-72.15,Hampden,"Hampden County, Massachusetts"
1522,Jefferson,MA,42.38,-71.87,Worcester,"Worcester County, Massachusetts"
1523,Lancaster,MA,42.45,-71.66,Worcester,"Worcester County, Massachusetts"
1524,Leicester,MA,42.25,-71.9,Worcester,"Worcester County, Massachusetts"
1525,Linwood,MA,42.05,-71.64,Worcester,"Worcester County, Massachusetts"
1526,Manchaug,MA,42.12,-71.76,Worcester,"Worcester County, Massachusetts"
1527,Millbury,MA,42.19,-71.76,Worcester,"Worcester County, Massachusetts"
1529,Millville,MA,42.03,-71.58,Worcester,"Worcester County, Massachusetts"
1531,New Braintree,MA,42.31,-72.13,Worcester,"Worcester County, Massachusetts"
1532,Northborough,MA,42.31,-71.64,Worcester,"Worcester County, Massachusetts"
1534,Northbridge,MA,42.15,-71.65,Worcester,"Worcester County, Massachusetts"
1535,North Brookfield,MA,42.27,-72.08,Worcester,"Worcester County, Massachusetts"
1536,North Grafton,MA,42.23,-71.69,Worcester,"Worcester County, Massachusetts"
1537,North Oxford,MA,42.16,-71.88,Worcester,"Worcester County, Massachusetts"
1538,North Uxbridge,MA,42.05,-71.64,Worcester,"Worcester County, Massachusetts"
1540,Oxford,MA,42.11,-71.87,Worcester,"Worcester County, Massachusetts"
1541,Princeton,MA,42.45,-71.86,Worcester,"Worcester County, Massachusetts"
1542,Rochdale,MA,42.2,-71.9,Worcester,"Worcester County, Massachusetts"
1543,Rutland,MA,42.36,-71.95,Worcester,"Worcester County, Massachusetts"
1545,Shrewsbury,MA,42.3,-71.71,Worcester,"Worcester County, Massachusetts"
1546,Shrewsbury,MA,42.3,-71.71,Worcester,"Worcester County, Massachusetts"
1550,Southbridge,MA,42.08,-72.03,Worcester,"Worcester County, Massachusetts"
1560,South Grafton,MA,42.17,-71.68,Worcester,"Worcester County, Massachusetts"
1561,South Lancaster,MA,42.43,-71.69,Worcester,"Worcester County, Massachusetts"
1562,Spencer,MA,42.24,-71.99,Worcester,"Worcester County, Massachusetts"
1564,Sterling,MA,42.43,-71.75,Worcester,"Worcester County, Massachusetts"
1566,Sturbridge,MA,42.09,-72.06,Worcester,"Worcester County, Massachusetts"
1568,Upton,MA,42.17,-71.61,Worcester,"Worcester County, Massachusetts"
1569,Uxbridge,MA,42.08,-71.6,Worcester,"Worcester County, Massachusetts"
1570,Webster,MA,42.04,-71.87,Worcester,"Worcester County, Massachusetts"
1571,Dudley,MA,42.05,-71.93,Worcester,"Worcester County, Massachusetts"
1580,Westborough,MA,42.26,-71.61,Worcester,"Worcester County, Massachusetts"
1581,Westborough,MA,42.26,-71.61,Worcester,"Worcester County, Massachusetts"
1582,Westborough,MA,42.26,-71.61,Worcester,"Worcester County, Massachusetts"
1583,West Boylston,MA,42.36,-71.78,Worcester,"Worcester County, Massachusetts"
1585,West Brookfield,MA,42.23,-72.14,Worcester,"Worcester County, Massachusetts"
1586,West Millbury,MA,42.19,-71.76,Worcester,"Worcester County, Massachusetts"
1588,Whitinsville,MA,42.11,-71.67,Worcester,"Worcester County, Massachusetts"
1590,Sutton,MA,42.15,-71.76,Worcester,"Worcester County, Massachusetts"
1601,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1602,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1603,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1604,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1605,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1606,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1607,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1608,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1609,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1610,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1611,Cherry Valley,MA,42.23,-71.87,Worcester,"Worcester County, Massachusetts"
1612,Paxton,MA,42.31,-71.93,Worcester,"Worcester County, Massachusetts"
1613,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1614,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1615,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1653,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1654,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1655,Worcester,MA,42.26,-71.8,Worcester,"Worcester County, Massachusetts"
1701,Framingham,MA,42.3,-71.43,Middlesex,"Middlesex County, Massachusetts"
1702,Framingham,MA,42.3,-71.43,Middlesex,"Middlesex County, Massachusetts"
1703,Framingham,MA,42.3,-71.43,Middlesex,"Middlesex County, Massachusetts"
1704,Framingham,MA,42.3,-71.43,Middlesex,"Middlesex County, Massachusetts"
1705,Framingham,MA,42.3,-71.43,Middlesex,"Middlesex County, Massachusetts"
1718,Village Of Nagog Woods,MA,42.51,-71.41,Middlesex,"Middlesex County, Massachusetts"
1719,Boxborough,MA,42.5,-71.5,Middlesex,"Middlesex County, Massachusetts"
1720,Acton,MA,42.48,-71.46,Middlesex,"Middlesex County, Massachusetts"
1721,Ashland,MA,42.25,-71.46,Middlesex,"Middlesex County, Massachusetts"
1730,Bedford,MA,42.48,-71.26,Middlesex,"Middlesex County, Massachusetts"
1731,Hanscom Afb,MA,42.46,-71.28,Middlesex,"Middlesex County, Massachusetts"
1740,Bolton,MA,42.43,-71.6,Worcester,"Worcester County, Massachusetts"
1741,Carlisle,MA,42.53,-71.35,Middlesex,"Middlesex County, Massachusetts"
1742,Concord,MA,42.45,-71.35,Middlesex,"Middlesex County, Massachusetts"
1745,Fayville,MA,42.29,-71.5,Worcester,"Worcester County, Massachusetts"
1746,Holliston,MA,42.2,-71.43,Middlesex,"Middlesex County, Massachusetts"
1747,Hopedale,MA,42.12,-71.54,Worcester,"Worcester County, Massachusetts"
1748,Hopkinton,MA,42.22,-71.52,Middlesex,"Middlesex County, Massachusetts"
1749,Hudson,MA,42.39,-71.56,Middlesex,"Middlesex County, Massachusetts"
1752,Marlborough,MA,42.34,-71.54,Middlesex,"Middlesex County, Massachusetts"
1754,Maynard,MA,42.42,-71.45,Middlesex,"Middlesex County, Massachusetts"
1756,Mendon,MA,42.1,-71.55,Worcester,"Worcester County, Massachusetts"
1757,Milford,MA,42.14,-71.51,Worcester,"Worcester County, Massachusetts"
1760,Natick,MA,42.28,-71.35,Middlesex,"Middlesex County, Massachusetts"
1770,Sherborn,MA,42.23,-71.36,Middlesex,"Middlesex County, Massachusetts"
1772,Southborough,MA,42.3,-71.51,Worcester,"Worcester County, Massachusetts"
