zip,primary_city,state,latitude,longitude,county,County
49024,Portage,MI,42.2,-85.59,Kalamazoo,"Kalamazoo County, Michigan"
49026,Bloomingdale,MI,42.38,-85.95,Van Buren,"Van Buren County, Michigan"
49027,Breedsville,MI,42.34,-86.07,Van Buren,"Van Buren County, Michigan"
49028,Bronson,MI,41.87,-85.19,Branch,"Branch County, Michigan"
49029,Burlington,MI,42.1,-85.07,Calhoun,"Calhoun County, Michigan"
49030,Burr Oak,MI,41.84,-85.32,St Joseph,"St Joseph County, Michigan"
49031,Cassopolis,MI,41.91,-86,Cass,"Cass County, Michigan"
49032,Centreville,MI,41.92,-85.52,St Joseph,"St Joseph County, Michigan"
49033,Ceresco,MI,42.27,-85.06,Calhoun,"Calhoun County, Michigan"
49034,Climax,MI,42.23,-85.33,Kalamazoo,"Kalamazoo County, Michigan"
49035,Cloverdale,MI,42.63,-85.3,Barry,"Barry County, Michigan"
49036,Coldwater,MI,41.94,-85,Branch,"Branch County, Michigan"
49037,Battle Creek,MI,42.32,-85.26,Calhoun,"Calhoun County, Michigan"
49038,Coloma,MI,42.18,-86.3,Berrien,"Berrien County, Michigan"
49039,Hagar Shores,MI,42.19,-86.38,Berrien,"Berrien County, Michigan"
49040,Colon,MI,41.95,-85.32,St Joseph,"St Joseph County, Michigan"
49041,Comstock,MI,42.28,-85.51,Kalamazoo,"Kalamazoo County, Michigan"
49042,Constantine,MI,41.83,-85.66,St Joseph,"St Joseph County, Michigan"
49043,Covert,MI,42.29,-86.26,Van Buren,"Van Buren County, Michigan"
49045,Decatur,MI,42.1,-85.97,Van Buren,"Van Buren County, Michigan"
49046,Delton,MI,42.49,-85.4,Barry,"Barry County, Michigan"
49047,Dowagiac,MI,41.98,-86.11,Cass,"Cass County, Michigan"
49048,Kalamazoo,MI,42.24,-85.48,Kalamazoo,"Kalamazoo County, Michigan"
49050,Dowling,MI,42.52,-85.25,Barry,"Barry County, Michigan"
49051,East Leroy,MI,42.19,-85.24,Calhoun,"Calhoun County, Michigan"
49052,Fulton,MI,42.11,-85.35,Kalamazoo,"Kalamazoo County, Michigan"
49053,Galesburg,MI,42.29,-85.41,Kalamazoo,"Kalamazoo County, Michigan"
49055,Gobles,MI,42.36,-85.87,Van Buren,"Van Buren County, Michigan"
49056,Grand Junction,MI,42.4,-86.07,Van Buren,"Van Buren County, Michigan"
49057,Hartford,MI,42.2,-86.16,Van Buren,"Van Buren County, Michigan"
49058,Hastings,MI,42.65,-85.28,Barry,"Barry County, Michigan"
49060,Hickory Corners,MI,42.44,-85.37,Barry,"Barry County, Michigan"
49061,Jones,MI,41.91,-85.81,Cass,"Cass County, Michigan"
49062,Kendall,MI,42.36,-85.81,Van Buren,"Van Buren County, Michigan"
49063,Lacota,MI,42.41,-86.12,Van Buren,"Van Buren County, Michigan"
49064,Lawrence,MI,42.21,-86.05,Van Buren,"Van Buren County, Michigan"
49065,Lawton,MI,42.16,-85.84,Van Buren,"Van Buren County, Michigan"
49066,Leonidas,MI,42.03,-85.35,St Joseph,"St Joseph County, Michigan"
49067,Marcellus,MI,42.02,-85.81,Cass,"Cass County, Michigan"
49068,Marshall,MI,42.26,-84.95,Calhoun,"Calhoun County, Michigan"
49069,Marshall,MI,42.27,-84.95,Calhoun,"Calhoun County, Michigan"
49070,Martin,MI,42.53,-85.63,Allegan,"Allegan County, Michigan"
49071,Mattawan,MI,42.21,-85.78,Van Buren,"Van Buren County, Michigan"
49072,Mendon,MI,42,-85.45,St Joseph,"St Joseph County, Michigan"
49073,Nashville,MI,42.6,-85.09,Barry,"Barry County, Michigan"
49074,Nazareth,MI,42.35,-85.52,Kalamazoo,"Kalamazoo County, Michigan"
49075,Nottawa,MI,41.93,-85.44,St Joseph,"St Joseph County, Michigan"
49076,Olivet,MI,42.44,-84.92,Eaton,"Eaton County, Michigan"
49077,Oshtemo,MI,42.25,-85.67,Kalamazoo,"Kalamazoo County, Michigan"
49078,Otsego,MI,42.45,-85.69,Allegan,"Allegan County, Michigan"
49079,Paw Paw,MI,42.21,-85.89,Van Buren,"Van Buren County, Michigan"
49080,Plainwell,MI,42.44,-85.64,Allegan,"Allegan County, Michigan"
49081,Portage,MI,42.2,-85.59,Kalamazoo,"Kalamazoo County, Michigan"
49082,Quincy,MI,41.94,-84.88,Branch,"Branch County, Michigan"
49083,Richland,MI,42.37,-85.45,Kalamazoo,"Kalamazoo County, Michigan"
49084,Riverside,MI,42.15,-86.42,Berrien,"Berrien County, Michigan"
49085,Saint Joseph,MI,42.03,-86.45,Berrien,"Berrien County, Michigan"
49087,Schoolcraft,MI,42.11,-85.63,Kalamazoo,"Kalamazoo County, Michigan"
49088,Scotts,MI,42.19,-85.41,Kalamazoo,"Kalamazoo County, Michigan"
49089,Sherwood,MI,42,-85.24,Branch,"Branch County, Michigan"
49090,South Haven,MI,42.4,-86.27,Van Buren,"Van Buren County, Michigan"
49091,Sturgis,MI,41.8,-85.42,St Joseph,"St Joseph County, Michigan"
49092,Tekonsha,MI,42.09,-84.98,Calhoun,"Calhoun County, Michigan"
49093,Three Rivers,MI,41.94,-85.63,St Joseph,"St Joseph County, Michigan"
49094,Union City,MI,42.06,-85.14,Branch,"Branch County, Michigan"
49095,Vandalia,MI,41.91,-85.91,Cass,"Cass County, Michigan"
49096,Vermontville,MI,42.62,-85.02,Eaton,"Eaton County, Michigan"
49097,Vicksburg,MI,42.12,-85.53,Kalamazoo,"Kalamazoo County, Michigan"
49098,Watervliet,MI,42.18,-86.25,Berrien,"Berrien County, Michigan"
49099,White Pigeon,MI,41.79,-85.64,St Joseph,"St Joseph County, Michigan"
49101,Baroda,MI,41.95,-86.48,Berrien,"Berrien County, Michigan"
49102,Berrien Center,MI,41.94,-86.26,Berrien,"Berrien County, Michigan"
49103,Berrien Springs,MI,41.94,-86.34,Berrien,"Berrien County, Michigan"
49104,Berrien Springs,MI,41.94,-86.34,Berrien,"Berrien County, Michigan"
49106,Bridgman,MI,41.94,-86.56,Berrien,"Berrien County, Michigan"
49107,Buchanan,MI,41.82,-86.36,Berrien,"Berrien County, Michigan"
49111,Eau Claire,MI,41.98,-86.3,Berrien,"Berrien County, Michigan"
49112,Edwardsburg,MI,41.79,-86.08,Cass,"Cass County, Michigan"
49113,Galien,MI,41.8,-86.49,Berrien,"Berrien County, Michigan"
49115,Harbert,MI,41.88,-86.61,Berrien,"Berrien County, Michigan"
49116,Lakeside,MI,41.85,-86.66,Berrien,"Berrien County, Michigan"
49117,New Buffalo,MI,41.79,-86.74,Berrien,"Berrien County, Michigan"
49119,New Troy,MI,41.83,-86.51,Berrien,"Berrien County, Michigan"
49120,Niles,MI,41.83,-86.24,Berrien,"Berrien County, Michigan"
49121,Niles,MI,41.82,-86.25,Berrien,"Berrien County, Michigan"
49125,Sawyer,MI,41.86,-86.55,Berrien,"Berrien County, Michigan"
49126,Sodus,MI,42.03,-86.38,Berrien,"Berrien County, Michigan"
49127,Stevensville,MI,42.01,-86.52,Berrien,"Berrien County, Michigan"
49128,Three Oaks,MI,41.79,-86.61,Berrien,"Berrien County, Michigan"
49129,Union Pier,MI,41.81,-86.68,Berrien,"Berrien County, Michigan"
49130,Union,MI,41.78,-85.86,Cass,"Cass County, Michigan"
49201,Jackson,MI,42.24,-84.4,Jackson,"Jackson County, Michigan"
49202,Jackson,MI,42.24,-84.4,Jackson,"Jackson County, Michigan"
49203,Jackson,MI,42.24,-84.4,Jackson,"Jackson County, Michigan"
49204,Jackson,MI,42.24,-84.4,Jackson,"Jackson County, Michigan"
49220,Addison,MI,41.98,-84.34,Lenawee,"Lenawee County, Michigan"
49221,Adrian,MI,41.89,-84.04,Lenawee,"Lenawee County, Michigan"
49224,Albion,MI,42.24,-84.75,Calhoun,"Calhoun County, Michigan"
49227,Allen,MI,41.95,-84.76,Hillsdale,"Hillsdale County, Michigan"
49228,Blissfield,MI,41.83,-83.86,Lenawee,"Lenawee County, Michigan"
49229,Britton,MI,41.98,-83.83,Lenawee,"Lenawee County, Michigan"
49230,Brooklyn,MI,42.1,-84.24,Jackson,"Jackson County, Michigan"
49232,Camden,MI,41.75,-84.75,Hillsdale,"Hillsdale County, Michigan"
49233,Cement City,MI,42.06,-84.32,Hillsdale,"Hillsdale County, Michigan"
49234,Clarklake,MI,42.12,-84.36,Jackson,"Jackson County, Michigan"
49235,Clayton,MI,41.86,-84.23,Lenawee,"Lenawee County, Michigan"
49236,Clinton,MI,42.06,-83.97,Lenawee,"Lenawee County, Michigan"
49237,Concord,MI,42.17,-84.64,Jackson,"Jackson County, Michigan"
49238,Deerfield,MI,41.89,-83.77,Lenawee,"Lenawee County, Michigan"
49239,Frontier,MI,41.79,-84.62,Hillsdale,"Hillsdale County, Michigan"
49240,Grass Lake,MI,42.25,-84.2,Jackson,"Jackson County, Michigan"
49241,Hanover,MI,42.1,-84.55,Jackson,"Jackson County, Michigan"
49242,Hillsdale,MI,41.92,-84.63,Hillsdale,"Hillsdale County, Michigan"
49245,Homer,MI,42.14,-84.81,Calhoun,"Calhoun County, Michigan"
49246,Horton,MI,42.15,-84.51,Jackson,"Jackson County, Michigan"
49247,Hudson,MI,41.85,-84.34,Lenawee,"Lenawee County, Michigan"
49248,Jasper,MI,41.74,-83.94,Lenawee,"Lenawee County, Michigan"
49249,Jerome,MI,42.03,-84.45,Hillsdale,"Hillsdale County, Michigan"
49250,Jonesville,MI,41.98,-84.66,Hillsdale,"Hillsdale County, Michigan"
49251,Leslie,MI,42.45,-84.43,Ingham,"Ingham County, Michigan"
49252,Litchfield,MI,42.04,-84.75,Hillsdale,"Hillsdale County, Michigan"
49253,Manitou Beach,MI,41.95,-84.26,Lenawee,"Lenawee County, Michigan"
49254,Michigan Center,MI,42.22,-84.32,Jackson,"Jackson County, Michigan"
49255,Montgomery,MI,41.77,-84.8,Branch,"Branch County, Michigan"
49256,Morenci,MI,41.72,-84.21,Lenawee,"Lenawee County, Michigan"
49257,Moscow,MI,42.02,-84.55,Hillsdale,"Hillsdale County, Michigan"
49258,Mosherville,MI,42.05,-84.66,Hillsdale,"Hillsdale County, Michigan"
49259,Munith,MI,42.39,-84.25,Jackson,"Jackson County, Michigan"
49261,Napoleon,MI,42.16,-84.24,Jackson,"Jackson County, Michigan"
49262,North Adams,MI,41.97,-84.52,Hillsdale,"Hillsdale County, Michigan"
49263,Norvell,MI,42.15,-84.18,Jackson,"Jackson County, Michigan"
49264,Onondaga,MI,42.44,-84.56,Ingham,"Ingham County, Michigan"
49265,Onsted,MI,42,-84.19,Lenawee,"Lenawee County, Michigan"
49266,Osseo,MI,41.82,-84.53,Hillsdale,"Hillsdale County, Michigan"
49267,Ottawa Lake,MI,41.76,-83.74,Monroe,"Monroe County, Michigan"
49268,Palmyra,MI,41.87,-83.94,Lenawee,"Lenawee County, Michigan"
49269,Parma,MI,42.25,-84.59,Jackson,"Jackson County, Michigan"
49270,Petersburg,MI,41.89,-83.71,Monroe,"Monroe County, Michigan"
49271,Pittsford,MI,41.9,-84.43,Hillsdale,"Hillsdale County, Michigan"
49272,Pleasant Lake,MI,42.39,-84.34,Jackson,"Jackson County, Michigan"
49274,Reading,MI,41.83,-84.74,Hillsdale,"Hillsdale County, Michigan"
49276,Riga,MI,41.78,-83.79,Lenawee,"Lenawee County, Michigan"
49277,Rives Junction,MI,42.38,-84.46,Jackson,"Jackson County, Michigan"
49279,Sand Creek,MI,41.76,-84.07,Lenawee,"Lenawee County, Michigan"
49281,Somerset,MI,42.03,-84.38,Hillsdale,"Hillsdale County, Michigan"
49282,Somerset Center,MI,42.05,-84.42,Hillsdale,"Hillsdale County, Michigan"
49283,Spring Arbor,MI,42.2,-84.55,Jackson,"Jackson County, Michigan"
49284,Springport,MI,42.37,-84.69,Jackson,"Jackson County, Michigan"
49285,Stockbridge,MI,42.45,-84.17,Ingham,"Ingham County, Michigan"
49286,Tecumseh,MI,42,-83.94,Lenawee,"Lenawee County, Michigan"
49287,Tipton,MI,42.01,-84.06,Lenawee,"Lenawee County, Michigan"
49288,Waldron,MI,41.72,-84.41,Hillsdale,"Hillsdale County, Michigan"
49289,Weston,MI,41.74,-84.06,Lenawee,"Lenawee County, Michigan"
49301,Ada,MI,42.95,-85.48,Kent,"Kent County, Michigan"
49302,Alto,MI,42.85,-85.38,Kent,"Kent County, Michigan"
49303,Bailey,MI,43.27,-85.81,Muskegon,"Muskegon County, Michigan"
49304,Baldwin,MI,43.89,-85.85,Lake,"Lake County, Michigan"
49305,Barryton,MI,43.74,-85.14,Mecosta,"Mecosta County, Michigan"
49306,Belmont,MI,43.07,-85.6,Kent,"Kent County, Michigan"
49307,Big Rapids,MI,43.7,-85.48,Mecosta,"Mecosta County, Michigan"
49309,Bitely,MI,43.74,-85.86,Newaygo,"Newaygo County, Michigan"
49310,Blanchard,MI,43.51,-85.08,Isabella,"Isabella County, Michigan"
49311,Bradley,MI,42.63,-85.64,Allegan,"Allegan County, Michigan"
49312,Brohman,MI,43.67,-85.82,Newaygo,"Newaygo County, Michigan"
49314,Burnips,MI,42.73,-85.83,Allegan,"Allegan County, Michigan"
49315,Byron Center,MI,42.81,-85.72,Kent,"Kent County, Michigan"
49316,Caledonia,MI,42.79,-85.51,Kent,"Kent County, Michigan"
49317,Cannonsburg,MI,43.05,-85.46,Kent,"Kent County, Michigan"
49318,Casnovia,MI,43.23,-85.79,Muskegon,"Muskegon County, Michigan"
49319,Cedar Springs,MI,43.22,-85.55,Kent,"Kent County, Michigan"
49320,Chippewa Lake,MI,43.74,-85.29,Mecosta,"Mecosta County, Michigan"
49321,Comstock Park,MI,43.04,-85.67,Kent,"Kent County, Michigan"
49322,Coral,MI,43.36,-85.4,Montcalm,"Montcalm County, Michigan"
49323,Dorr,MI,42.72,-85.72,Allegan,"Allegan County, Michigan"
49325,Freeport,MI,42.76,-85.31,Barry,"Barry County, Michigan"
49326,Gowen,MI,43.25,-85.3,Kent,"Kent County, Michigan"
49327,Grant,MI,43.33,-85.81,Newaygo,"Newaygo County, Michigan"
49328,Hopkins,MI,42.62,-85.76,Allegan,"Allegan County, Michigan"
49329,Howard City,MI,43.39,-85.46,Montcalm,"Montcalm County, Michigan"
49330,Kent City,MI,43.21,-85.75,Kent,"Kent County, Michigan"
49331,Lowell,MI,42.93,-85.34,Kent,"Kent County, Michigan"
49332,Mecosta,MI,43.61,-85.23,Mecosta,"Mecosta County, Michigan"
49333,Middleville,MI,42.71,-85.46,Barry,"Barry County, Michigan"
49335,Moline,MI,42.72,-85.68,Allegan,"Allegan County, Michigan"
49336,Morley,MI,43.49,-85.44,Mecosta,"Mecosta County, Michigan"
49337,Newaygo,MI,43.42,-85.8,Newaygo,"Newaygo County, Michigan"
49338,Paris,MI,43.77,-85.5,Newaygo,"Newaygo County, Michigan"
49339,Pierson,MI,43.31,-85.49,Montcalm,"Montcalm County, Michigan"
49340,Remus,MI,43.61,-85.1,Mecosta,"Mecosta County, Michigan"
49341,Rockford,MI,43.12,-85.55,Kent,"Kent County, Michigan"
49342,Rodney,MI,43.67,-85.32,Mecosta,"Mecosta County, Michigan"
49343,Sand Lake,MI,43.29,-85.51,Kent,"Kent County, Michigan"
49344,Shelbyville,MI,42.59,-85.63,Allegan,"Allegan County, Michigan"
49345,Sparta,MI,43.15,-85.7,Kent,"Kent County, Michigan"
49346,Stanwood,MI,43.58,-85.44,Mecosta,"Mecosta County, Michigan"
49347,Trufant,MI,43.31,-85.35,Montcalm,"Montcalm County, Michigan"
49348,Wayland,MI,42.67,-85.64,Allegan,"Allegan County, Michigan"
49349,White Cloud,MI,43.55,-85.77,Newaygo,"Newaygo County, Michigan"
49351,Rockford,MI,43.12,-85.55,Kent,"Kent County, Michigan"
49355,Ada,MI,42.95,-85.48,Kent,"Kent County, Michigan"
49356,Ada,MI,42.95,-85.48,Kent,"Kent County, Michigan"
49357,Ada,MI,42.95,-85.48,Kent,"Kent County, Michigan"
49401,Allendale,MI,42.98,-85.95,Ottawa,"Ottawa County, Michigan"
49402,Branch,MI,43.91,-86.12,Mason,"Mason County, Michigan"
49403,Conklin,MI,43.14,-85.85,Ottawa,"Ottawa County, Michigan"
49404,Coopersville,MI,43.06,-85.93,Ottawa,"Ottawa County, Michigan"
49405,Custer,MI,43.95,-86.21,Mason,"Mason County, Michigan"
49406,Douglas,MI,42.64,-86.21,Allegan,"Allegan County, Michigan"
49408,Fennville,MI,42.59,-86.1,Allegan,"Allegan County, Michigan"
49409,Ferrysburg,MI,43.08,-86.22,Ottawa,"Ottawa County, Michigan"
49410,Fountain,MI,44.04,-86.17,Mason,"Mason County, Michigan"
49411,Free Soil,MI,44.1,-86.21,Mason,"Mason County, Michigan"
49412,Fremont,MI,43.46,-85.95,Newaygo,"Newaygo County, Michigan"
49413,Fremont,MI,43.46,-85.95,Newaygo,"Newaygo County, Michigan"
49415,Fruitport,MI,43.12,-86.15,Muskegon,"Muskegon County, Michigan"
49416,Glenn,MI,42.52,-86.22,Allegan,"Allegan County, Michigan"
49417,Grand Haven,MI,43.05,-86.22,Ottawa,"Ottawa County, Michigan"
49418,Grandville,MI,42.9,-85.75,Kent,"Kent County, Michigan"
49419,Hamilton,MI,42.67,-86,Allegan,"Allegan County, Michigan"
49420,Hart,MI,43.69,-86.36,Oceana,"Oceana County, Michigan"
49421,Hesperia,MI,43.56,-86.04,Oceana,"Oceana County, Michigan"
49422,Holland,MI,42.77,-86.1,Ottawa,"Ottawa County, Michigan"
49423,Holland,MI,42.77,-86.1,Allegan,"Allegan County, Michigan"
49424,Holland,MI,42.77,-86.1,Ottawa,"Ottawa County, Michigan"
49425,Holton,MI,43.41,-86.07,Muskegon,"Muskegon County, Michigan"
49426,Hudsonville,MI,42.86,-85.86,Ottawa,"Ottawa County, Michigan"
49427,Jamestown,MI,42.82,-85.84,Ottawa,"Ottawa County, Michigan"
49428,Jenison,MI,42.9,-85.82,Ottawa,"Ottawa County, Michigan"
49429,Jenison,MI,42.9,-85.82,Ottawa,"Ottawa County, Michigan"
49430,Lamont,MI,43,-85.9,Ottawa,"Ottawa County, Michigan"
49431,Ludington,MI,43.95,-86.44,Mason,"Mason County, Michigan"
49434,Macatawa,MI,42.76,-86.2,Ottawa,"Ottawa County, Michigan"
49435,Marne,MI,43.03,-85.82,Ottawa,"Ottawa County, Michigan"
49436,Mears,MI,43.68,-86.41,Oceana,"Oceana County, Michigan"
49437,Montague,MI,43.41,-86.35,Muskegon,"Muskegon County, Michigan"
49440,Muskegon,MI,43.22,-86.25,Muskegon,"Muskegon County, Michigan"
49441,Muskegon,MI,43.22,-86.25,Muskegon,"Muskegon County, Michigan"
49442,Muskegon,MI,43.22,-86.25,Muskegon,"Muskegon County, Michigan"
49443,Muskegon,MI,43.22,-86.25,Muskegon,"Muskegon County, Michigan"
49444,Muskegon,MI,43.22,-86.25,Muskegon,"Muskegon County, Michigan"
49445,Muskegon,MI,43.22,-86.25,Muskegon,"Muskegon County, Michigan"
49446,New Era,MI,43.55,-86.34,Oceana,"Oceana County, Michigan"
49448,Nunica,MI,43.07,-86.06,Ottawa,"Ottawa County, Michigan"
49449,Pentwater,MI,43.78,-86.43,Oceana,"Oceana County, Michigan"
49450,Pullman,MI,42.48,-86.09,Allegan,"Allegan County, Michigan"
49451,Ravenna,MI,43.18,-85.94,Muskegon,"Muskegon County, Michigan"
49452,Rothbury,MI,43.5,-86.34,Oceana,"Oceana County, Michigan"
49453,Saugatuck,MI,42.65,-86.2,Allegan,"Allegan County, Michigan"
49454,Scottville,MI,43.95,-86.28,Mason,"Mason County, Michigan"
49455,Shelby,MI,43.61,-86.35,Oceana,"Oceana County, Michigan"
49456,Spring Lake,MI,43.07,-86.19,Ottawa,"Ottawa County, Michigan"
49457,Twin Lake,MI,43.36,-86.17,Muskegon,"Muskegon County, Michigan"
49458,Walhalla,MI,43.95,-86.11,Mason,"Mason County, Michigan"
49459,Walkerville,MI,43.71,-86.12,Oceana,"Oceana County, Michigan"
49460,West Olive,MI,42.91,-86.12,Ottawa,"Ottawa County, Michigan"
49461,Whitehall,MI,43.39,-86.34,Muskegon,"Muskegon County, Michigan"
49463,Sylvan Beach,MI,43.36,-86.41,Muskegon,"Muskegon County, Michigan"
49464,Zeeland,MI,42.81,-86.01,Ottawa,"Ottawa County, Michigan"
49468,Grandville,MI,42.9,-85.75,Kent,"Kent County, Michigan"
49501,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49502,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49503,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49504,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49505,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49506,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49507,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49508,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49509,Wyoming,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49510,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49512,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49514,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49515,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49516,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49518,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49519,Wyoming,MI,42.89,-85.72,Kent,"Kent County, Michigan"
49523,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49525,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49528,Grand Rapids,MI,42.9,-85.67,Kent,"Kent County, Michigan"
49530,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49534,Grand Rapids,MI,42.97,-85.77,Kent,"Kent County, Michigan"
49544,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49546,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49548,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49550,Grand Rapids,MI,42.97,-85.67,Kent,"Kent County, Michigan"
49555,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49560,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49588,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49599,Grand Rapids,MI,42.96,-85.65,Kent,"Kent County, Michigan"
49601,Cadillac,MI,44.24,-85.41,Wexford,"Wexford County, Michigan"
49610,Acme,MI,44.76,-85.48,Grand Traverse,"Grand Traverse County, Michigan"
49611,Alba,MI,44.96,-84.98,Antrim,"Antrim County, Michigan"
49612,Alden,MI,44.88,-85.26,Antrim,"Antrim County, Michigan"
49613,Arcadia,MI,44.51,-86.23,Manistee,"Manistee County, Michigan"
49614,Bear Lake,MI,44.42,-86.14,Manistee,"Manistee County, Michigan"
49615,Bellaire,MI,44.97,-85.2,Antrim,"Antrim County, Michigan"
49616,Benzonia,MI,44.61,-86.09,Benzie,"Benzie County, Michigan"
49617,Beulah,MI,44.62,-86.09,Benzie,"Benzie County, Michigan"
49618,Boon,MI,44.28,-85.6,Wexford,"Wexford County, Michigan"
49619,Brethren,MI,44.3,-86.01,Manistee,"Manistee County, Michigan"
49620,Buckley,MI,44.5,-85.67,Grand Traverse,"Grand Traverse County, Michigan"
49621,Cedar,MI,44.85,-85.8,Leelanau,"Leelanau County, Michigan"
49622,Central Lake,MI,45.06,-85.26,Antrim,"Antrim County, Michigan"
49623,Chase,MI,43.88,-85.63,Lake,"Lake County, Michigan"
49625,Copemish,MI,44.48,-85.92,Manistee,"Manistee County, Michigan"
49626,Eastlake,MI,44.24,-86.29,Manistee,"Manistee County, Michigan"
49627,Eastport,MI,45.04,-85.34,Antrim,"Antrim County, Michigan"
49628,Elberta,MI,44.62,-86.22,Benzie,"Benzie County, Michigan"
49629,Elk Rapids,MI,44.89,-85.4,Antrim,"Antrim County, Michigan"
49630,Empire,MI,44.81,-86.05,Leelanau,"Leelanau County, Michigan"
49631,Evart,MI,43.9,-85.27,Osceola,"Osceola County, Michigan"
49632,Falmouth,MI,44.25,-85.08,Missaukee,"Missaukee County, Michigan"
49633,Fife Lake,MI,44.57,-85.35,Kalkaska,"Kalkaska County, Michigan"
49634,Filer City,MI,44.2,-86.3,Manistee,"Manistee County, Michigan"
49635,Frankfort,MI,44.63,-86.23,Benzie,"Benzie County, Michigan"
49636,Glen Arbor,MI,44.85,-86.04,Leelanau,"Leelanau County, Michigan"
49637,Grawn,MI,44.66,-85.68,Grand Traverse,"Grand Traverse County, Michigan"
49638,Harrietta,MI,44.3,-85.7,Wexford,"Wexford County, Michigan"
49639,Hersey,MI,43.84,-85.44,Osceola,"Osceola County, Michigan"
49640,Honor,MI,44.66,-86.02,Benzie,"Benzie County, Michigan"
49642,Idlewild,MI,43.88,-85.8,Lake,"Lake County, Michigan"
49643,Interlochen,MI,44.65,-85.75,Grand Traverse,"Grand Traverse County, Michigan"
49644,Irons,MI,44.14,-85.91,Lake,"Lake County, Michigan"
49645,Kaleva,MI,44.37,-86.01,Manistee,"Manistee County, Michigan"
49646,Kalkaska,MI,44.73,-85.17,Kalkaska,"Kalkaska County, Michigan"
49648,Kewadin,MI,44.93,-85.36,Antrim,"Antrim County, Michigan"
49649,Kingsley,MI,44.58,-85.53,Grand Traverse,"Grand Traverse County, Michigan"
49650,Lake Ann,MI,44.72,-85.84,Benzie,"Benzie County, Michigan"
49651,Lake City,MI,44.33,-85.2,Missaukee,"Missaukee County, Michigan"
49653,Lake Leelanau,MI,44.97,-85.73,Leelanau,"Leelanau County, Michigan"
49654,Leland,MI,45.01,-85.76,Leelanau,"Leelanau County, Michigan"
49655,Leroy,MI,44.03,-85.41,Osceola,"Osceola County, Michigan"
49656,Luther,MI,44.03,-85.68,Lake,"Lake County, Michigan"
49657,Mc Bain,MI,44.22,-85.21,Missaukee,"Missaukee County, Michigan"
49659,Mancelona,MI,44.9,-85.06,Antrim,"Antrim County, Michigan"
49660,Manistee,MI,44.24,-86.32,Manistee,"Manistee County, Michigan"
49663,Manton,MI,44.41,-85.4,Wexford,"Wexford County, Michigan"
49664,Maple City,MI,44.84,-85.86,Leelanau,"Leelanau County, Michigan"
49665,Marion,MI,44.1,-85.14,Clare,"Clare County, Michigan"
49666,Mayfield,MI,44.55,-85.63,Grand Traverse,"Grand Traverse County, Michigan"
49667,Merritt,MI,44.31,-84.93,Missaukee,"Missaukee County, Michigan"
49668,Mesick,MI,44.4,-85.71,Wexford,"Wexford County, Michigan"
49670,Northport,MI,45.13,-85.61,Leelanau,"Leelanau County, Michigan"
49673,Old Mission,MI,44.96,-85.5,Grand Traverse,"Grand Traverse County, Michigan"
49674,Omena,MI,45.06,-85.61,Leelanau,"Leelanau County, Michigan"
49675,Onekama,MI,44.36,-86.2,Manistee,"Manistee County, Michigan"
49676,Rapid City,MI,44.83,-85.28,Kalkaska,"Kalkaska County, Michigan"
49677,Reed City,MI,43.87,-85.5,Osceola,"Osceola County, Michigan"
49679,Sears,MI,43.89,-85.18,Osceola,"Osceola County, Michigan"
49680,South Boardman,MI,44.63,-85.25,Kalkaska,"Kalkaska County, Michigan"
49682,Suttons Bay,MI,44.97,-85.65,Leelanau,"Leelanau County, Michigan"
49683,Thompsonville,MI,44.52,-85.93,Benzie,"Benzie County, Michigan"
49684,Traverse City,MI,44.75,-85.6,Grand Traverse,"Grand Traverse County, Michigan"
49685,Traverse City,MI,44.75,-85.6,Grand Traverse,"Grand Traverse County, Michigan"
