id,white_population,african_american_pop,american_indian_alaska_native_pop,asian_pop,Other,Total_Population,County,State,Location,Percentage
0500000US36085,352530.0,48920.0,251.0,40747.0,33567.0,476015.0,Richmond, New York,"(40.566763, -74.148102)",23.2
0500000US36087,225848.0,40350.0,592.0,19686.0,40304.0,326780.0,Rockland, New York,"(41.127287, -74.017033)",23.1
0500000US36089,102840.0,2925.0,437.0,1489.0,2347.0,110038.0,St. Lawrence, New York,"(44.689468, -75.242045)",32.7
0500000US36091,211505.0,2719.0,484.0,6797.0,5548.0,227053.0,Saratoga, New York,"(43.00894, -73.786779)",25.9
0500000US36093,119476.0,14509.0,258.0,6739.0,13571.0,154553.0,Schenectady, New York,"(42.809233, -73.946838)",32.8
0500000US36095,29795.0,769.0,117.0,192.0,444.0,31317.0,Schoharie, New York,"(42.643426, -74.434606)",28.7
0500000US36099,31543.0,1762.0,157.0,794.0,521.0,34777.0,Seneca, New York,"(42.833627, -76.82753)",28.9
0500000US36101,91500.0,1835.0,120.0,1298.0,2187.0,96940.0,Steuben, New York,"(42.270053, -77.324618)",32.8
0500000US36103,1195796.0,111177.0,3361.0,58726.0,123523.0,1492583.0,Suffolk, New York,"(40.820237, -73.119032)",28.4
0500000US36105,60496.0,5662.0,52.0,1227.0,7364.0,74801.0,Sullivan, New York,"(41.705166, -74.711705)",27.7
0500000US36107,47063.0,337.0,0.0,562.0,798.0,48760.0,Tioga, New York,"(42.120252, -76.29595)",36.5
0500000US36109,83423.0,4698.0,268.0,10625.0,5857.0,104871.0,Tompkins, New York,"(42.461024, -76.478784)",21.1
0500000US36111,152042.0,10859.0,151.0,3969.0,12204.0,179225.0,Ulster, New York,"(41.848374, -74.099412)",26.4
0500000US36113,62127.0,690.0,85.0,603.0,1062.0,64567.0,Warren, New York,"(43.403024, -73.716044)",30.5
0500000US36115,57848.0,1969.0,598.0,268.0,1117.0,61800.0,Washington, New York,"(43.289513, -73.454761)",28.4
0500000US36117,84497.0,2458.0,59.0,775.0,3009.0,90798.0,Wayne, New York,"(43.144336, -77.117995)",36.8
0500000US36119,628687.0,144510.0,2745.0,57962.0,140638.0,974542.0,Westchester, New York,"(41.039278, -73.805386)",21.0
0500000US36121,36901.0,1482.0,88.0,126.0,2194.0,40791.0,Wyoming, New York,"(42.723641, -78.204473)",29.3
